source,source_cluster_id,source_opinion_ids,source_case,source_year,source_url,cited_cluster_id,citing_opinion_ids,cited_opinion_ids,cited_name,cited_url
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,282902,1151035,282902,Allen Williams B/n/f Louise J. Smyre v. United States,https://www.courtlistener.com/opinion/282902/allen-williams-bnf-louise-j-smyre-v-united-states/
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,1703539,1151035,1703539,Nardone v. Reynolds,https://www.courtlistener.com/opinion/1703539/nardone-v-reynolds/
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,1126086,1151035,1126086,"David Miller Distrib. Co., Inc. v. Fla. Nat. Bk.",https://www.courtlistener.com/opinion/1126086/david-miller-distrib-co-inc-v-fla-nat-bk/
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,1127726,1151035,1127726,Louis v. South Broward Hospital Dist.,https://www.courtlistener.com/opinion/1127726/louis-v-south-broward-hospital-dist/
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,1713222,1151035,1713222,"Garrido v. Markus, Winter & Spitale Law Firm",https://www.courtlistener.com/opinion/1713222/garrido-v-markus-winter-spitale-law-firm/
courtlistener,1151035,1151035,Frankowitz v. Propst,1986,https://www.courtlistener.com/opinion/1151035/frankowitz-v-propst/,1688984,1151035,1688984,Schafer v. Lehrer,https://www.courtlistener.com/opinion/1688984/schafer-v-lehrer/
courtlistener,1525996,1525996,Johnson v. Lawrence,1986,https://www.courtlistener.com/opinion/1525996/johnson-v-lawrence/,2374529,1525996,2374529,Ison v. McFall,https://www.courtlistener.com/opinion/2374529/ison-v-mcfall/
courtlistener,1525996,1525996,Johnson v. Lawrence,1986,https://www.courtlistener.com/opinion/1525996/johnson-v-lawrence/,2462623,1525996,2462623,Patterson v. Kroger Company,https://www.courtlistener.com/opinion/2462623/patterson-v-kroger-company/
courtlistener,1525996,1525996,Johnson v. Lawrence,1986,https://www.courtlistener.com/opinion/1525996/johnson-v-lawrence/,1679579,1525996,1679579,Strickland v. City of Lawrenceburg,https://www.courtlistener.com/opinion/1679579/strickland-v-city-of-lawrenceburg/
courtlistener,6337166,6205751,Ferguson v. Wolkin,1986,https://www.courtlistener.com/opinion/6337166/ferguson-v-wolkin/,5949681,6205751,5808381,Hale v. State,https://www.courtlistener.com/opinion/5949681/hale-v-state/
courtlistener,6337166,6205751,Ferguson v. Wolkin,1986,https://www.courtlistener.com/opinion/6337166/ferguson-v-wolkin/,5983259,6205751,5843401,Twitchell v. MacKay,https://www.courtlistener.com/opinion/5983259/twitchell-v-mackay/
courtlistener,6337166,6205751,Ferguson v. Wolkin,1986,https://www.courtlistener.com/opinion/6337166/ferguson-v-wolkin/,6333326,6205751,6201892,Davis v. Tirrell,https://www.courtlistener.com/opinion/6333326/davis-v-tirrell/
courtlistener,6337222,6205807,Maher v. State,1986,https://www.courtlistener.com/opinion/6337222/maher-v-state/,6333804,6205807,6202371,Bayer v. Bayer,https://www.courtlistener.com/opinion/6333804/bayer-v-bayer/
courtlistener,6337222,6205807,Maher v. State,1986,https://www.courtlistener.com/opinion/6337222/maher-v-state/,5996936,6205807,5858046,Vernet v. Gilbert,https://www.courtlistener.com/opinion/5996936/vernet-v-gilbert/
courtlistener,6337222,6205807,Maher v. State,1986,https://www.courtlistener.com/opinion/6337222/maher-v-state/,6000686,6205807,5862107,Zampatori v. United Parcel Service,https://www.courtlistener.com/opinion/6000686/zampatori-v-united-parcel-service/
courtlistener,6337222,6205807,Maher v. State,1986,https://www.courtlistener.com/opinion/6337222/maher-v-state/,6002515,6205807,5864101,Grotallio v. Soft Drink Leasing Corp.,https://www.courtlistener.com/opinion/6002515/grotallio-v-soft-drink-leasing-corp/
courtlistener,6337222,6205807,Maher v. State,1986,https://www.courtlistener.com/opinion/6337222/maher-v-state/,6007462,6205807,5869460,Volpicelli v. Westchester County,https://www.courtlistener.com/opinion/6007462/volpicelli-v-westchester-county/
courtlistener,8948163,8938855,Herber v. Johns-Manville Corp.,1986,https://www.courtlistener.com/opinion/8948163/herber-v-johns-manville-corp/,8101153,8938855,8061719,Ward v. West Jersey & Seashore Railroad,https://www.courtlistener.com/opinion/8101153/ward-v-west-jersey-seashore-railroad/
courtlistener,8948163,8938855,Herber v. Johns-Manville Corp.,1986,https://www.courtlistener.com/opinion/8948163/herber-v-johns-manville-corp/,8102273,8938855,8062843,"Porter v. Delaware, Lackawanna & Western Railroad",https://www.courtlistener.com/opinion/8102273/porter-v-delaware-lackawanna-western-railroad/
courtlistener,8948163,8938855,Herber v. Johns-Manville Corp.,1986,https://www.courtlistener.com/opinion/8948163/herber-v-johns-manville-corp/,6787890,8938855,6672162,Ambler v. Boone,https://www.courtlistener.com/opinion/6787890/ambler-v-boone/
