source,target
124642655,1225663
63281759,1225663
161713472,1225663
45912582,1225663
179249725,1225663
151268559,1225663
16963328,1225663
93051428,1225663
189023527,1225663
51752012,1225663
1352329,1225663
712142,1225663
696108,1225663
779324,1225663
798056,1225663
652014,1225663
1813131,1225663
119336,1225663
84896,1225663
1101299,1225663
1614057,1225663
135517387,1225663
171082591,1225663
105394012,1225663
41016189,1225663
12710178,1225663
135430288,1225663
96972735,1225663
198800678,1225663
29692748,1225663
92127582,1225663
136448171,1225663
121116213,1225663
167227847,1225663
68251476,1225663
67482964,1225663
60474491,1225663
5833705,1225663
108572621,1225663
70410201,1225663
172586128,1225663
46741308,1225663
120858642,1225663
193215551,1225663
159429449,1225663
61931820,1225663
140553229,1225663
135558705,1225663
83269275,1225663
1259417,1435269
1259417,1823522
1259417,1280469
1205392,1259417
1205392,1785523
182055601,1259417
182055601,1739214
182055601,95274
162614827,1259417
29322940,1259417
50050686,1259417
50050686,1785523
151771054,1259417
27322901,1259417
27322901,1739214
27322901,95274
112807405,1259417
83393211,1259417
126968853,1259417
182299116,1259417
69648810,1259417
117328054,1259417
139762626,1259417
139762626,1601758
54505487,1259417
177149931,1259417
151942883,1259417
116349804,1259417
157647125,1259417
118986682,1259417
118986682,109249
150299701,1259417
59474623,1259417
112466191,1259417
198101729,1259417
106734042,1259417
4785521,1259417
37438732,1259417
148608645,1259417
90505464,1259417
90505464,1739214
192829502,1259417
192829502,1739214
53189668,1259417
5265070,1259417
112683908,1259417
112683908,95274
82817080,1259417
125839306,1259417
182937656,1259417
139474554,1259417
165797474,1259417
10995161,1259417
55689067,1259417
75932391,1259417
68461188,1259417
27390125,1259417
27390125,1739214
28882292,1259417
28882292,1739214
47634280,1259417
47634280,190260
92922,1259417
1864221,1259417
1864221,1820512
1864221,1913246
1124290,1259417
801816,1259417
801816,1739214
801816,95274
1785523,1259417
1785523,1408794
1785523,1731512
1785523,591586
1785523,677551
1785523,1149874
1785523,192869
1785523,667073
1785523,1791620
1785523,51438
584313,1259417
584313,1785523
190700248,1259417
183707017,1259417
66891023,1259417
66891023,1597776
6922749,1259417
141552961,1259417
115287171,1259417
57186451,1259417
179256784,1259417
57701917,1259417
49916833,1259417
178276886,1259417
70452471,1259417
27894265,1259417
156084521,1259417
126711348,1259417
74666658,1259417
169605908,1259417
11589483,1259417
4659498,1259417
127871825,1259417
127871825,1739214
127871825,98513
127871825,111604
127871825,268733
127871825,488602
127871825,500307
127871825,500379
127871825,527913
127871825,555882
127871825,642607
127871825,785258
127871825,946665
127871825,1035934
127871825,1050814
127871825,1091745
127871825,1113485
127871825,1135232
127871825,1203044
127871825,1217564
127871825,1256023
127871825,1352846
127871825,1435269
127871825,1462388
127871825,1673816
127871825,1955064
127871825,1996477
127871825,6559712
127871825,58895721
127871825,69015360
127871825,73583860
127871825,118693005
127871825,136948773
127871825,144835684
127871825,163386936
127871825,169299731
127871825,172035689
176903314,1259417
95673993,1259417
7921435,1259417
57151094,1259417
76533505,1259417
51155635,1259417
175017676,1259417
170304964,1259417
82822025,1259417
153748601,1259417
128511750,1259417
29275472,1259417
180000921,1259417
192866791,1259417
150759166,1259417
69593220,1259417
105396684,1259417
149251226,1259417
516501,1259417
115763495,1259417
278802,1259417
278802,1739214
45391480,1259417
59377975,1259417
148103665,1259417
5144307,1259417
161033578,1259417
12010069,1259417
82715214,1259417
121706551,1259417
7715170,1259417
82032327,1259417
168943248,1259417
96747707,1259417
116520204,1259417
145396576,1259417
106789044,1259417
62068429,1259417
93610280,1259417
149918557,1259417
75638343,1259417
79541199,1259417
5309781,1259417
9981550,1259417
46832930,1259417
174162354,1259417
54703482,1259417
199571350,1259417
149548321,1259417
146071407,1259417
45791416,1259417
31296188,1259417
162245668,1259417
168671100,1259417
90476378,1259417
24154259,1259417
21487076,1259417
9768068,1259417
188805227,1259417
55109959,1259417
196377622,1259417
71098483,1259417
15868015,1259417
146811233,1259417
1754668,689330
1754668,147832
1754668,278936
1754668,1467661
1754668,1043487
1754668,1184690
1754668,1938988
180032899,1754668
52463548,1754668
5369432,1754668
126010558,1754668
771760,1754668
199593781,1754668
96316875,1754668
96316875,1559021
99799472,1754668
6314271,1754668
156989218,1754668
43209364,1754668
23200586,1754668
171585417,1754668
130838558,1754668
20084507,1754668
10387025,1754668
800617,1754668
195496920,1754668
80439627,1754668
89579443,1754668
5080569,1754668
178530295,1754668
39373235,1754668
1834086,1754668
1673329,1754668
597429,1754668
40962280,1754668
40962280,241064
188496350,1754668
188496350,634813
128494171,1754668
193767122,1754668
178562575,1754668
126117631,1754668
139748746,1754668
21439405,1754668
43845073,1754668
41658863,1754668
19825642,1754668
124574033,1754668
53624269,1754668
21453724,1754668
23321097,1754668
144950417,1754668
8124533,1754668
174966724,1754668
97450970,1754668
97450970,975323
163104958,1754668
124554090,1754668
124554090,975323
8482698,1754668
8482698,975323
65015411,1754668
55979025,1754668
55979025,975323
55979025,189538
180776735,1754668
180776735,189538
99607229,1754668
114956724,1754668
96207579,1754668
96207579,975323
137355753,1754668
165635982,1754668
165635982,975323
140786662,1754668
86089140,1754668
34148882,1754668
34148882,975323
153867330,1754668
153867330,975323
72820052,1754668
72820052,975323
79624501,1754668
79624501,975323
52008844,1754668
52008844,189538
70355432,1754668
70355432,975323
70355432,189538
160607329,1754668
147761271,1754668
147761271,189538
36507983,1754668
36507983,975323
36507983,189538
81625760,1754668
81625760,975323
81625760,189538
183149561,1754668
183149561,189538
61596383,1754668
110331856,1754668
169304676,1754668
169304676,975323
15799928,1754668
37569906,1754668
107925398,1754668
107925398,189538
75466833,1754668
75466833,189538
177496979,1754668
177496979,975323
191790940,1754668
28042371,1754668
28042371,975323
28042371,189538
27002236,1754668
27002236,189538
177167931,1754668
177167931,189538
121986470,1754668
37068584,1754668
37068584,975323
37068584,189538
49261007,1754668
49261007,975323
188956832,1754668
150099395,1754668
150099395,975323
179895816,1754668
54421308,1754668
54421308,975323
54421308,189538
4618835,1754668
4618835,975323
168160074,1754668
168160074,975323
168160074,189538
33857426,1754668
33857426,975323
61520814,1754668
61520814,975323
84338969,1754668
84338969,975323
84338969,189538
158958824,1754668
158958824,975323
158958824,189538
194958582,1754668
194958582,975323
194958582,189538
81587971,1754668
81587971,975323
81587971,189538
3973363,1754668
3973363,975323
3973363,189538
179273039,1754668
179273039,975323
60661844,1754668
60661844,975323
60661844,189538
15125367,1754668
15125367,975323
20153204,1754668
20153204,975323
20153204,189538
8367964,1754668
8367964,975323
8367964,189538
113762186,1754668
113762186,975323
161976563,1754668
161976563,975323
161976563,189538
116370335,1754668
116370335,975323
116370335,189538
34684499,1754668
129765788,1754668
129765788,975323
129765788,189538
147034968,1754668
147034968,189538
16746374,1754668
16746374,189538
167578662,1754668
188794645,1754668
188794645,975323
168003744,1754668
168003744,189538
31651945,1754668
67887242,1754668
67887242,975323
23087173,1754668
22771441,1754668
22771441,975323
129100561,1754668
7171975,1754668
7171975,975323
7171975,189538
135396079,1754668
31407663,1754668
31407663,189538
162326414,1754668
162326414,189538
125074238,1754668
87085840,1754668
87085840,975323
87085840,189538
22158920,1754668
180522268,1754668
156789597,1754668
26297424,1754668
154177372,1754668
154177372,975323
17652448,1754668
17652448,975323
121493701,1754668
121493701,975323
19540005,1754668
19540005,975323
102654503,1754668
51412666,1754668
51412666,975323
31147346,1754668
31147346,975323
34353283,1754668
34353283,975323
191455778,1754668
179979846,1754668
122076319,1754668
64609343,1754668
64609343,975323
184277399,1754668
84814594,1754668
188445918,1754668
150041147,1754668
80073330,1754668
163132892,1754668
186040072,1754668
98660373,1754668
93475275,1754668
7640222,1754668
128546085,1754668
178430687,1754668
161744494,1754668
161744494,975323
161744494,189538
194350336,1754668
194350336,975323
194350336,189538
29473940,1754668
29473940,975323
83032913,1754668
153241924,1754668
153241924,189538
161535478,1754668
161535478,975323
134705218,1754668
134705218,975323
134705218,189538
65800363,1754668
65800363,189538
113531174,1754668
113531174,975323
113531174,189538
86732147,1754668
86732147,975323
193252613,1754668
150098214,1754668
49344596,1754668
41618537,1754668
191405829,1754668
112832448,1754668
76070055,1754668
136794276,1754668
95860317,1754668
95860317,1559021
196830913,1754668
18582411,1754668
121620479,1754668
109968425,1754668
163295632,1754668
172571448,1754668
49531708,1754668
49531708,1559021
136711483,1754668
79592779,1754668
124011679,1754668
120491277,1754668
3566752,1754668
1923225,1754668
116481976,1754668
116481976,1866681
196496008,1754668
93335904,1754668
24861932,1754668
79421938,1754668
79421938,975323
73561219,1754668
73561219,975323
155869573,1754668
155869573,975323
155869573,189538
81418023,1754668
81418023,975323
81418023,189538
123746689,1754668
123746689,975323
123746689,189538
185283526,1754668
185283526,975323
120145446,1754668
120145446,189538
1642945,174675
69583720,1642945
74868202,1642945
132568412,1642945
173451568,1642945
172687722,1642945
160573235,1642945
46561632,1642945
46561632,1351797
2993590,1642945
2993590,1351797
156702173,1642945
156702173,1351797
77938548,1642945
47448513,1642945
17885849,1642945
17885849,1351797
26967925,1642945
26967925,1351797
143698918,1642945
174667674,1642945
174774014,1642945
125297263,1642945
199308799,1642945
54916349,1642945
134059601,1642945
103387514,1642945
165333385,1642945
35828222,1642945
45467083,1642945
193936913,1642945
116187725,1642945
191420466,1642945
6735410,1642945
125793898,1642945
80431284,1642945
78649140,1642945
96621371,1642945
113446577,1642945
137690746,1642945
39203767,1642945
199491271,1642945
199491271,1351797
148483227,1642945
189220172,1642945
28035174,1642945
124442779,1642945
146378656,1642945
95544899,1642945
106944840,1642945
25104042,1642945
184822870,1642945
132633711,1642945
131198897,1642945
116310931,1642945
81893926,1642945
56961626,1642945
39013023,1642945
87524016,1642945
76109760,1642945
54333904,1642945
42839807,1642945
89797182,1642945
73236296,1642945
1477229,1642945
1750013,1642945
8222823,1642945
128168318,1642945
128168318,1324248
83676247,1642945
181736213,1642945
96372437,1642945
147806415,1642945
98586179,1642945
147551565,1642945
27295382,1642945
174868965,1642945
51682310,1642945
53652704,1642945
145443447,1642945
152308789,1642945
621279,1642945
80674490,1642945
181666464,1642945
19209974,1642945
144502754,1642945
18562563,1642945
86925952,1642945
26164197,1642945
56978779,1642945
92569312,1642945
35370293,1642945
7433791,1642945
158326906,1642945
112629054,1642945
135440499,1642945
142491310,1642945
179423409,1642945
45214043,1642945
138780829,1642945
8465682,1642945
47994436,1642945
74806474,1642945
17450726,1642945
88069037,1642945
17447053,1642945
69642671,1642945
8370242,1642945
13618949,1642945
53179178,1642945
176780593,1642945
152434833,1642945
40812937,1642945
68354116,1642945
1271785,1642945
373442,1642945
59511409,1642945
26286768,1642945
37690970,1642945
86870007,1642945
142436145,1642945
117370371,1642945
77054515,1642945
123222057,1642945
16618620,1642945
160228089,1642945
176538408,1642945
363650,1642945
151000112,1642945
66113674,1642945
147660310,1642945
53928810,1642945
126463340,1642945
157500,1642945
17480184,1642945
96779464,1642945
80034837,1642945
5512467,1642945
165803809,1642945
104837141,1642945
17013576,1642945
135886241,1642945
138569061,1642945
26512133,1642945
156000326,1642945
32876567,1642945
95922158,1642945
28217864,1642945
88551144,1642945
59840289,1642945
76191814,1642945
77400040,1642945
122546369,1642945
137086423,1642945
68346824,1642945
13067620,1642945
117625208,1642945
71970752,1642945
49810883,1642945
92814022,1642945
99272076,1642945
178548520,1642945
151941953,1642945
178121504,1642945
97770754,1642945
62319975,1642945
153642473,1642945
78345449,1642945
149087954,1642945
149087954,1324248
168920262,1642945
147054870,1642945
169375347,1642945
35841261,1642945
139884576,1642945
69302663,1642945
199302302,1642945
1669694,1642945
85883464,1642945
54822249,1642945
164104221,1642945
134620789,1642945
109156217,1642945
116937531,1642945
1255964,1642945
38592147,1642945
46015225,1642945
83226321,1642945
83226321,309541
10302187,1642945
50328177,1642945
61908704,1642945
165783715,1642945
189468358,1642945
129208659,1642945
148971364,1642945
28672253,1642945
68295995,1642945
114109633,1642945
159792392,1642945
42436442,1642945
80600964,1642945
6689002,1642945
34288231,1642945
184677105,1642945
106057055,1642945
106041105,1642945
10558408,1642945
74216130,1642945
21184009,1642945
11268987,1642945
135927494,1642945
178320568,1642945
119670126,1642945
130023423,1642945
153502258,1642945
74565996,1642945
174008945,1642945
152380762,1642945
168212900,1642945
21585276,1642945
109579938,1642945
138160040,1642945
82776246,1642945
128596083,1642945
163581227,1642945
144052175,1642945
22779048,1642945
191436547,1642945
142962774,1642945
42688876,1642945
2744434,1642945
27953291,1642945
166559944,1642945
1909093,1642945
764425,1642945
202411,1642945
29270297,1642945
3446892,1642945
153621051,1642945
150336000,1642945
601242,1642945
56167904,1642945
141309801,1642945
114897108,1642945
46882066,1642945
148263044,1642945
195601290,1642945
89947328,1642945
185741232,1642945
160693655,1642945
124417543,1642945
147003272,1642945
2233334,1642945
155979271,1642945
50147580,1642945
105954906,1642945
92553588,1642945
35391581,1642945
104142734,1642945
91812213,1642945
665407,1642945
924674,1642945
630591,1642945
185907548,1642945
34262987,1642945
25575030,1642945
118815228,1642945
149939236,1642945
93804597,1642945
172406777,1642945
189561221,1642945
45147394,1642945
148233261,1642945
177391692,1642945
93711814,1642945
87975942,1642945
73949225,1642945
80576187,1642945
121322528,1642945
134993092,1642945
104360463,1642945
79315003,1642945
139049594,1642945
76307546,1642945
169540586,1642945
20980431,1642945
132808519,1642945
128112265,1642945
22582563,1642945
14668435,1642945
181716345,1642945
194074577,1642945
89888415,1642945
72689082,1642945
85950039,1642945
92997097,1642945
185109955,1642945
67025336,1642945
144759122,1642945
162061426,1642945
160775356,1642945
95752622,1642945
147648981,1642945
171161531,1642945
30098233,1642945
1964047,982107
1964047,470118
1964047,1049711
1964047,736324
1964047,1221294
68577385,1964047
127323091,1964047
96725923,1964047
172205154,1964047
146205841,1964047
146205841,1101587
170055,1964047
35653445,1964047
37287956,1964047
37287956,182170
72890301,1964047
63454171,1964047
100619900,1964047
183939973,1964047
46997820,1964047
126971862,1964047
142064749,1964047
36357095,1964047
92933880,1964047
92933880,1445309
164146559,1964047
164146559,1445309
68183950,1964047
68183950,1445309
139942555,1964047
139942555,1445309
190336,25604
190336,1906475
190336,165140
190336,528058
190336,1624536
190336,327169
190336,271272
190336,860508
190336,382270
101864383,190336
29384333,190336
169077191,190336
120013503,190336
40712352,190336
108150867,190336
90466413,190336
125331354,190336
70470353,190336
44522993,190336
48232632,190336
179572221,190336
162076138,190336
162076138,199712657
162076138,445381
22915959,190336
24309275,190336
1454737,190336
146577451,190336
108100970,190336
745911,190336
15151699,190336
29322889,190336
126443614,190336
108841603,190336
517360,190336
134178845,190336
173879323,190336
193536208,190336
114209317,190336
30470807,190336
7603981,190336
64082986,190336
92439324,190336
92439324,1582869
92439324,237802
104740359,190336
186776055,190336
142970330,190336
14469477,190336
161934832,190336
192213821,190336
84403532,190336
60210245,190336
91692146,190336
33986113,190336
149832176,190336
5634436,190336
1751855,190336
64387529,190336
73709095,190336
123700187,190336
23312376,190336
1383334,190336
1457667,190336
1444860,190336
4407594,190336
166210221,190336
142014697,190336
71776190,190336
182463591,190336
182463591,618705
143346493,190336
36768314,190336
64032756,190336
192450640,190336
191122103,190336
182348690,190336
157147678,190336
67992597,190336
170872794,190336
174171878,190336
174174755,190336
158137472,190336
115177446,190336
163162095,190336
1870279,190336
3267486,190336
471566,190336
471566,345335
10131164,190336
10131164,602879
95703395,190336
95703395,602879
79352127,190336
37736908,190336
195900322,190336
13801306,190336
130724763,190336
89559994,190336
89559994,602879
81894745,190336
81894745,602879
47073228,190336
47073228,602879
181306950,190336
181306950,602879
148621353,190336
148621353,602879
468318,190336
1866681,1188309
1866681,606103
1866681,181623893
12318575,1866681
95467044,1866681
95467044,858066
75009936,1866681
1452331,1866681
38529371,1866681
147845110,1866681
147845110,1029488
147845110,1273462
147845110,1223233
11210307,1866681
76942312,1866681
76942312,1029488
44799346,1866681
18965930,1866681
18965930,20526
137609096,1866681
137609096,20526
143908892,1866681
143908892,20526
169279038,1866681
169279038,20526
188006704,1866681
188006704,20526
69373274,1866681
69373274,20526
167704745,1866681
167704745,20526
126409281,1866681
126409281,20526
11869944,1866681
11869944,20526
146567612,1866681
146567612,20526
66567748,1866681
66567748,20526
92817918,1866681
92817918,20526
129821891,1866681
129821891,20526
187017756,1866681
187017756,20526
62564819,1866681
62564819,20526
139361815,1866681
139361815,20526
54466586,1866681
54466586,20526
4463306,1866681
4463306,20526
197297087,1866681
197297087,20526
106305317,1866681
106305317,20526
129303988,1866681
129303988,20526
68520265,1866681
68520265,20526
63990492,1866681
63990492,20526
45158510,1866681
45158510,20526
117635965,1866681
117635965,20526
120736337,1866681
120736337,20526
79982401,1866681
79982401,20526
133660776,1866681
133660776,20526
170804895,1866681
170804895,20526
154984305,1866681
154984305,20526
146321049,1866681
146321049,20526
114017545,1866681
114017545,20526
136608806,1866681
136608806,20526
76447503,1866681
76447503,20526
117839575,1866681
59521685,1866681
31640481,1866681
184059008,1866681
116479451,1866681
193982596,1866681
193982596,20526
29444226,1866681
29444226,20526
136971045,1866681
136971045,20526
36432036,1866681
36432036,20526
130114584,1866681
130114584,20526
56889746,1866681
56889746,20526
55491184,1866681
130840546,1866681
186727890,1866681
13911504,1866681
13911504,20526
64371319,1866681
64371319,20526
10531394,1866681
10531394,20526
193650660,1866681
193650660,20526
70352605,1866681
70352605,20526
145301767,1866681
145301767,20526
132442971,1866681
132442971,20526
148529648,1866681
148529648,20526
53203681,1866681
86763022,1866681
86763022,20526
55647783,1866681
55647783,20526
83314338,1866681
186050356,1866681
63345949,1866681
63345949,20526
46577965,1866681
46577965,20526
94600280,1866681
94600280,20526
197786388,1866681
197786388,20526
192197131,1866681
192197131,1668029
63605139,1866681
63605139,1668029
52661867,1866681
52661867,1668029
20095047,1866681
20095047,837072
20095047,1668029
20095047,613978
184971690,1866681
184971690,1668029
175977055,1866681
175977055,1668029
197693543,1866681
197693543,837072
197693543,1668029
197693543,613978
21485115,1866681
21485115,1668029
70548084,1866681
70202975,1866681
70202975,1668029
102701290,1866681
102701290,837072
102701290,1668029
102701290,613978
21471210,1866681
21471210,837072
21471210,1668029
21471210,613978
98455729,1866681
173233292,1866681
173233292,1668029
173233292,613978
159265542,1866681
159265542,1668029
159265542,613978
18604899,1866681
18604899,837072
18604899,1668029
92359239,1866681
92359239,1668029
62668499,1866681
62668499,837072
62668499,1668029
129764999,1866681
129764999,837072
129764999,1668029
106890483,1866681
106890483,1668029
106890483,613978
192149073,1866681
192149073,1668029
197723760,1866681
197723760,837072
197723760,1668029
164077876,1866681
164077876,837072
164077876,1668029
100610420,1866681
141464031,1866681
17893111,1866681
56145355,1866681
56145355,1913246
63429287,1866681
20913765,1866681
109820048,1866681
29586923,1866681
130579261,1866681
124821870,1866681
22760788,1866681
123491203,1866681
803264,1866681
163271193,1866681
144388063,1866681
219251,1866681
132907,1262724
132907,1965204
132907,839650
87954382,132907
87954382,854247
170124208,132907
170124208,854247
15777875,132907
15777875,741340
98301240,132907
945648,132907
108831629,132907
154259742,132907
154259742,854247
20983075,132907
20983075,854247
124178218,132907
190110679,132907
81026368,132907
170240258,132907
60136642,132907
1661453,132907
57824840,132907
57824840,741340
32790594,132907
96548811,132907
96548811,741340
23421749,132907
27072093,132907
27072093,854247
9399739,132907
9399739,854247
191629093,132907
1482627,132907
1447699,132907
1455031,132907
1390589,132907
1390589,854247
979663,132907
788329,132907
788329,854247
115403309,132907
1195054,132907
1759310,132907
1759310,393199
1174564,132907
152724,132907
47828155,132907
177594361,132907
177594361,741340
177594361,169774
177594361,1792838
177594361,983800
177594361,1792856
177594361,43654
177594361,1634925
177594361,1354132
177594361,269082
177594361,1802335
177594361,1656779
177594361,109230659
177594361,1328359
177594361,68376
177594361,5109451
177594361,166442
177594361,562722
177594361,54770
177594361,1653863
177594361,979053
177594361,433120
176688568,132907
111844025,132907
18420363,132907
18420363,741340
117756366,132907
108658995,132907
140070897,132907
21467780,132907
102702445,132907
137853597,132907
137853597,1600644
137853597,854247
181856456,132907
181856456,741340
183595916,132907
109755843,132907
109755843,393199
109755843,854247
63497145,132907
63497145,1634925
63497145,515323
63497145,1968689
63497145,1272508
63497145,51978602
63497145,161831507
63497145,1424554
63497145,1563622
63497145,102375005
63497145,1909215
63497145,1537030
63497145,121631892
63497145,914491
63497145,1747827
63497145,265262
63497145,1614634
63497145,72075529
63497145,1342950
63497145,1377786
63497145,1236532
63497145,924462
63497145,1948546
63497145,192138551
63497145,1010762
63497145,1466398
63497145,66021170
63497145,1262724
63497145,1766988
63497145,854247
118869436,132907
35189934,132907
36624420,132907
131858350,132907
889292,132907
1170158,132907
1170158,854247
1167506,132907
29657914,132907
29657914,854247
621143,132907
725654,132907
725654,854247
184067809,132907
161232117,132907
102353854,132907
102353854,854247
45753094,132907
58689476,132907
153565703,132907
9443812,132907
173552559,132907
20483213,132907
74756770,132907
62522205,132907
62522205,741340
62522205,854247
81122524,132907
126552153,132907
197445918,132907
56858781,132907
148527054,132907
51903247,132907
143591942,132907
178949380,132907
46816109,132907
46816109,741340
134591335,132907
83777587,132907
98380192,132907
98380192,854247
46529835,132907
141789881,132907
96881161,132907
186401361,132907
1636408,132907
6071071,132907
184779618,132907
81097349,132907
1452659,1679367
1452659,623061
1110538,1452659
137472417,1452659
93742099,1452659
58398822,1452659
54488330,1452659
176517993,1452659
89143529,1452659
84701474,1452659
199998542,1452659
199998542,617044
199998542,44360
12706136,1452659
195069805,1452659
181014916,1452659
169455820,1452659
364934,1452659
102705973,1452659
87793539,1452659
120931732,1452659
284034,1452659
751667,1452659
751667,1884222
147840941,1452659
148148097,1452659
101927076,1452659
56789666,1452659
83300970,1452659
87744553,1452659
24170317,1452659
24170317,617044
43187876,1452659
55368149,1452659
38081110,1452659
163891159,1452659
16470699,1452659
55509586,1452659
72490795,1452659
177080162,1452659
21190471,1452659
28031478,1452659
165728244,1452659
144968861,1452659
96816303,1452659
118219688,1452659
34057597,1452659
35574747,1452659
181290593,1452659
188775165,1452659
37430572,1452659
89181122,1452659
111259644,1452659
130189789,1452659
105255165,1452659
37473200,1452659
37473200,617044
67854392,1452659
67854392,1593433
67854392,534167
67854392,1399941
67854392,170697
193557173,1452659
80629904,1452659
20824454,1452659
28602458,1452659
89458116,1452659
722950,1452659
1115218,1452659
102624748,1452659
71758602,1452659
62593815,1452659
135698275,1452659
23457579,1452659
167544263,1452659
138892678,1452659
183614704,1452659
6931412,1452659
45119668,1452659
113466246,1452659
26420220,1452659
21072312,1452659
111788632,1452659
170260155,1452659
15869929,1452659
92342004,1452659
111584654,1452659
164832282,1452659
72201660,1452659
24530814,1452659
102996735,1452659
136848700,1452659
90153929,1452659
136197408,1452659
135427090,1452659
157887605,1452659
98840121,1452659
146648183,1452659
68043264,1452659
3809985,1452659
145651586,1452659
38936163,1452659
39825403,1452659
193258260,1452659
129754680,1452659
30572738,1452659
118230367,1452659
191763452,1452659
17024904,1452659
167651816,1452659
124407664,1452659
24366372,1452659
170946246,1452659
37820918,1452659
82596003,1452659
165754083,1452659
117371122,1452659
160292300,1452659
176440392,1452659
46660404,1452659
15585589,1452659
150760746,1452659
144552957,1452659
188901971,1452659
105813297,1452659
92300583,1452659
72936811,1452659
94458068,1452659
144094096,1452659
98470846,1452659
20511898,1452659
112274446,1452659
162497930,1452659
168285765,1452659
117504964,1452659
73842790,1452659
15306146,1452659
188915316,1452659
64853496,1452659
32405770,1452659
171879296,1452659
160007752,1452659
66254988,1452659
23926496,1452659
181775681,1452659
169236672,1452659
81047280,1452659
155697868,1452659
116975623,1452659
133571283,1452659
48499099,1452659
62068427,1452659
134642800,1452659
2570455,1452659
16604285,1452659
123590183,1452659
142798748,1452659
19250489,1452659
185627274,1452659
1678794,1904257
1678794,437894
116289213,1678794
116289213,4504378
116289213,1399941
130811460,1678794
163665326,1678794
1395667,1678794
14587223,1678794
65230175,1678794
77561481,1678794
77561481,935946
150317118,1678794
176084720,1678794
65305757,1678794
169681187,1678794
124220597,1678794
185898233,1678794
185898233,1978591
96827233,1678794
95382271,1678794
103725904,1678794
38143549,1678794
44164893,1678794
48189008,1678794
79360020,1678794
190011602,1678794
126736967,1678794
148670353,1678794
180507593,1678794
27252521,1678794
181956662,1678794
30741220,1678794
121319130,1678794
110166172,1678794
140345006,1678794
148111716,1678794
45008954,1678794
4991526,1678794
95300899,1678794
32114615,1678794
123536662,1678794
123536662,363952
51802190,1678794
32486076,1678794
176749786,1678794
183364168,1678794
169221843,1678794
83663747,1678794
113108931,1678794
51193808,1678794
58157495,1678794
8204260,1678794
15023364,1678794
94324756,1678794
188605372,1678794
195701248,1678794
187721773,1678794
191201435,1678794
11583907,1678794
195616399,1678794
119516386,1678794
40991195,1678794
170586386,1678794
1178262,1678794
45899632,1678794
35252598,1678794
36214334,1678794
83435454,1678794
74423459,1678794
145718795,1678794
8630163,1678794
21617995,1678794
163508336,1678794
25773679,1678794
132266013,1678794
71872913,1678794
157877126,1678794
83354036,1678794
154199396,1678794
154199396,540361
56580150,1678794
144873960,1678794
30709212,1678794
103173350,1678794
27431666,1678794
75146233,1678794
197947009,1678794
87308862,1678794
124383544,1678794
39653632,1678794
90359062,1678794
74316410,1678794
153425381,1678794
26750056,1678794
26750056,799228
138920010,1678794
123361421,1678794
51354378,1678794
323957,1678794
778888,1678794
1060110,1678794
114020812,1678794
50434491,1678794
193668221,1678794
111524354,1678794
98883499,1678794
100617592,1678794
132361211,1678794
15604313,1678794
66573276,1678794
99640232,1678794
99640232,1602137
78930841,1678794
151092550,1678794
172400836,1678794
154985195,1678794
37552534,1678794
154255017,1678794
163495492,1678794
95066739,1678794
10471062,1678794
64782541,1678794
88337220,1678794
139131455,1678794
25205866,1678794
123649,1678794
195080377,1678794
148560379,1678794
148560379,170697
138494374,1678794
152062976,1678794
93888787,1678794
116059810,1678794
169727235,1678794
188718838,1678794
104498179,1678794
65989004,1678794
137107200,1678794
144841145,1678794
115562061,1678794
20949069,1678794
23912201,1678794
8313022,1678794
172674062,1678794
76352444,1678794
137873532,1678794
95007859,1678794
95007859,1518031
193012574,1678794
39651105,1678794
105979779,1678794
111396060,1678794
123339486,1678794
63737604,1678794
68084770,1678794
46403507,1678794
19431485,1678794
99060421,1678794
184193140,1678794
184193140,393199
173841888,1678794
38039106,1678794
38039106,920363
166812884,1678794
66933304,1678794
150002917,1678794
78795479,1678794
33604468,1678794
40461425,1678794
71584106,1678794
16718200,1678794
115788566,1678794
93457677,1678794
37627108,1678794
8952071,1678794
151319951,1678794
154662278,1678794
122110181,1678794
97844756,1678794
73401002,1678794
57848973,1678794
159309826,1678794
189706703,1678794
77442490,1678794
112132463,1678794
67304081,1678794
1597120,1678794
138836935,1678794
697788,1678794
27874367,1678794
33847734,1678794
60152742,1678794
132390445,1678794
10092832,1678794
93412349,1678794
39923440,1678794
12029418,1678794
22526316,1678794
43100516,1678794
163261135,1678794
185280603,1678794
177678538,1678794
191194018,1678794
169459361,1678794
196400975,1678794
1174448,1678794
3352524,1678794
938507,549957
938507,211970
938507,663395
938507,1097490
938507,19292
938507,1162687
1164255,938507
27299384,938507
138104701,938507
694389,938507
1124529,938507
175252488,938507
175252488,1427181
175252488,1754551
167945908,938507
190782852,938507
158027203,938507
48683316,938507
76834596,938507
68080191,938507
42604250,938507
47231208,938507
2410995,938507
1982063,938507
534776,938507
1702066,938507
112574898,938507
1125793,938507
15901386,938507
923219,938507
692919,938507
17386046,938507
24059966,938507
17808674,938507
163387634,938507
98742063,938507
98993888,938507
28838805,938507
100820045,938507
175143084,938507
39580160,938507
8974247,938507
70535958,938507
49072408,938507
115499789,938507
105734468,938507
105734468,1353917
10518051,938507
133570407,938507
193922398,938507
56187356,938507
169332828,938507
59388505,938507
11715677,938507
34709449,938507
90179261,938507
41770098,938507
71869536,938507
168096063,938507
132494035,938507
63903019,938507
57199418,938507
88615540,938507
87664513,938507
