source,target
869439,99776037
869439,34871683
869439,77445775
869439,1607096
869439,515323
869439,1859043
869439,18143401
869439,150340520
869439,1494557
869439,304429
869439,645212
869439,214067
869439,190902
869439,1106992
394926,789969
394926,47944
394926,852223
394926,1837761
394926,1295062
394926,951561
1247733,515323
1247733,161831507
1247733,80042
1247733,1134872
1247733,106689
1247733,1920937
1247733,119633
1247733,1947975
1247733,235516
1247733,876929
1247733,214067
1247733,835938
1148755,192138551
568400,152548910
568400,99776037
568400,367290
568400,679372
568400,515323
568400,296233
568400,118553
568400,1506082
1832926,1396751
1832926,358020
1832926,500615
1832926,1838225
1832926,1737746
1832926,98066
1832926,1456610
1832926,208203
338650,171398
338650,201374
338650,1712542
338650,1822536
661243,89622476
661243,185893510
661243,427855
661243,1651675
661243,83055377
661243,108138991
1729900,33237157
1729900,143400462
1729900,171288855
1729900,79881262
1729900,1420677
1729900,44804974
1729900,1604325
1363044,445276
1363044,1569253
1363044,1983271
1363044,777535
1363044,1119707
1363044,1258372
1363044,650803
1363044,1499794
1363044,1560742
1363044,170198
592033,1712542
592033,1674593
592033,818031
592033,315432
592033,1566
592033,1416283
592033,344644
592033,1881298
805204,37788
805204,1560742
1100079,1569253
1100079,1317063
1100079,556166
1100079,1897847
1100079,1436241
1100079,1466184
1100079,756306
1100079,1679850
1100079,445276
1100079,1616180
1100079,1490617
1100079,1873250
1100079,388888
1100079,1201215
1100079,1242457
1998485,33237157
1998485,1569253
1998485,171288855
1998485,48127346
1998485,1420677
1837473,609139
1837473,47623
1837473,367586
1837473,211089
1837473,1281050
1837473,156294
1837473,1602162
1837473,1930527
1837473,1364553
1837473,53988048
1837473,459864
1837473,673012
1837473,1218090
1837473,435970
1837473,974148
1837473,1700055
1837473,1080534
1837473,14624
1837473,1924249
1837473,1353758
1837473,1052367
1837473,426032
1837473,93056159
945315,685111
945315,401174
945315,999932
945315,373660
945315,235440
945315,1653419
945315,1883337
1902450,743049
1646640,981147
1646640,1712542
1646640,1200546
1646640,774360
1646640,58234295
1646640,66690353
1646640,8395748
1646640,23752486
1646640,1305721
1646640,188567513
1646640,1758272
1646640,391498
1646640,1960099
1646640,86577
1646640,1276331
1646640,1963880
1646640,345808
1646640,913471
1646640,11894189
1646640,178640246
1646640,3923273
1646640,801909
1646640,342680
1646640,64976
1646640,720893
1646640,134919840
1646640,1891720
1646640,260702
1646640,1074998
1646640,549062
1646640,367586
1646640,720619
966137,119650508
966137,10626267
966137,91495295
966137,882644
966137,1799967
966137,194203928
966137,102451379
966137,65320895
966137,69411723
966137,173672
966137,114215594
966137,1484079
966137,1302010
966137,172013869
966137,395262
966137,692477
811897,1218090
811897,981147
811897,574894
811897,77052
811897,129148978
811897,71718378
811897,77206841
811897,111517656
811897,184296752
811897,72321496
811897,192726667
811897,384084
811897,603736
811897,1258563
811897,588489
811897,427407
1249629,117135027
1249629,1712542
1249629,427855
1249629,196717571
1249629,68487744
1249629,320485
1249629,94328142
1249629,116822545
1249629,13576658
1249629,85193501
1758927,161831507
1758927,142543
1758927,150586894
1758927,146062771
1758927,56600062
581571,785258
581571,936639
581571,935822
581571,24626380
581571,1110542
581571,865156
581571,11064776
581571,1693028
581571,1427676
581571,1219856
581571,1200546
581571,1140839
581571,609788
581571,946665
581571,555882
581571,8820
581571,1844023
581571,114059
581571,1248344
581571,1682931
859367,7832
859367,43654
859367,291273
859367,1517117
859367,31609
859367,427855
859367,981477
859367,825501
859367,1288859
859367,1000294
859367,955281
859367,1577010
859367,1495024
859367,41392
859367,1169408
127880,981147
127880,262262
127880,756229
127880,853252
127880,194833345
127880,479280
127880,206425
127880,1943036
127880,94935
127880,56687878
127880,1577844
127880,1560826
127880,40332
127880,642477
1714467,785258
1714467,1101203
1714467,826684
1714467,1024002
1714467,1937835
1714467,1199182
1714467,1010805
1714467,98143374
1714467,24626380
1714467,857915
1714467,1248826
1714467,1801593
1714467,1218090
1714467,609788
1714467,877730
1714467,972768
1559915,882644
1559915,104235611
1559915,65209557
1559915,166163365
1559915,185767415
1559915,101962670
1559915,38015889
1559915,110566440
1559915,79458056
1559915,56967413
1559915,128740893
1559915,156859107
1559915,801215
1559915,172767490
1559915,77853327
1559915,51092038
1559915,534021
1559915,185233837
769294,91098237
769294,33417165
769294,112905758
769294,187401714
769294,1712542
769294,685111
769294,183183666
769294,1438487
769294,12528825
769294,6555907
769294,1646305
769294,765323
438082,1590252
438082,1460739
438082,1458811
438082,112027
438082,95596
438082,549231
438082,249512
438082,1923489
438082,1965838
438082,1813579
438082,51936
438082,677067
1381630,789969
1381630,701121
1381630,905940
1381630,191105
1381630,191265324
1381630,1229539
1381630,1030013
1381630,1754063
1381630,1526580
1381630,805528
1381630,937708
1381630,1343462
1381630,70808061
1381630,721761
1381630,1955064
1319486,1199182
1319486,190229
1319486,682299
1319486,705687
1319486,555306
1319486,222396
1319486,1560742
1319486,1838820
1319486,97675260
1319486,981147
1319486,455468
1319486,1894967
1319486,890637
1319486,1290768
1319486,1733535
196524,105014285
196524,18291589
196524,59536872
196524,91845085
196524,136661215
196524,183178404
196524,121239680
790256,58435
790256,981147
790256,1401330
790256,1471899
790256,1541879
790256,1434339
790256,758780
670543,7832
670543,169774
670543,740483
670543,117217559
670543,161831507
670543,136605936
670543,981147
670543,41868
670543,284811
670543,291273
670543,108209556
670543,106431649
670543,1517117
670543,10867395
296856,124499472
296856,170020673
296856,20834123
296856,149586438
278584,515323
278584,80042
278584,349627
278584,1028604
278584,144557655
278584,572376
278584,1330916
278584,260033
550580,1396751
1942421,553799
1942421,1974722
1942421,910984
1942421,107990682
1942421,36768
1942421,671909
1532286,7832
1532286,2587
1532286,981477
1532286,1945807
1532286,1596533
1532286,1325025
1532286,43654
1532286,1517117
844238,1059693
844238,1542493
844238,1384041
844238,398879
844238,1571757
844238,341949
844238,427855
844238,1712542
844238,576832
844238,135830564
844238,974238
844238,420314
844238,873526
705721,106706913
705721,136955989
705721,9650502
705721,433847
705721,651105
705721,144427771
705721,1645178
705721,191797182
705721,177793810
705721,37096107
705721,180912260
705721,92543076
705721,34562830
705721,130256373
705721,1412789
705721,45520514
705721,256155
705721,57554751
705721,185071672
705721,80336416
705721,197169605
705721,49751180
705721,183820191
705721,57291557
705721,81407946
705721,1003813
705721,119786959
705721,82496414
705721,783787
705721,789969
705721,41134848
705721,55147955
705721,106016759
705721,164406992
705721,58642188
705721,150406021
705721,294137
705721,50480900
705721,774360
705721,1425329
705721,1031512
705721,4354
705721,354224
705721,504161
705721,116179822
705721,189096350
705721,194064191
705721,78084526
705721,778428
705721,84450750
705721,150632001
705721,1542029
705721,981147
1332551,138097064
1332551,118810378
1332551,867444
1332551,128272712
1332551,861651
1332551,161831507
1332551,1924533
1332551,61302840
1332551,1242882
1332551,571006
1332551,648873
1332551,267430
1332551,160174396
1332551,59438309
1332551,1307109
1332551,1524957
1901043,191265324
1901043,143567568
1901043,711469
1901043,1541982
1901043,166015046
1901043,923991
824053,1569253
824053,37788
824053,388259
664757,500379
664757,1418464
664757,759209
664757,22375191
664757,678464
664757,66075752
664757,58768323
664757,1774629
664757,1139462
664757,929354
664757,1785601
664757,621517
664757,1733637
664757,239820
664757,1149369
664757,1202078
664757,1928440
664757,2818763
664757,1697439
664757,1549727
664757,69728782
1826665,946025
1826665,1943999
1826665,1843852
1826665,102512
1826665,685111
1826665,497207
1826665,1290172
1826665,80896406
1826665,1975723
1826665,1464257
1826665,1351600
1826665,1340229
1826665,183623263
1826665,1685047
206819,50284817
206819,24410027
206819,161831507
206819,192138551
1773364,120479391
1773364,76869205
1773364,34740058
1773364,161831507
1773364,29974
1773364,153279772
1773364,1835937
115022,177981538
115022,43354885
115022,1880687
115022,6223229
115022,163138661
115022,1646472
115022,367586
115022,189038518
1719372,192138551
1719372,152780203
1719372,84779192
1719372,1596533
1719372,1869770
116970,124502747
116970,4869143
116970,21894772
116970,48025181
116970,23986625
116970,156194971
116970,686582
116970,189886739
116970,18783076
116970,1754371
116970,190253876
467757,24626380
467757,146696006
467757,72844519
467757,42641874
467757,141047392
467757,150282009
467757,156588488
467757,107490864
467757,47489723
467757,13073108
467757,151131542
467757,60655044
467757,27861534
467757,1994287
467757,443441
467757,1320567
467757,163359569
467757,138695916
1325515,1953529
1325515,37788
1325515,1560742
1325515,244673
1325515,1101188
1325515,807023
1325515,1935279
1325515,724142
1325515,513074
1325515,1508303
1325515,900679
1325515,1415400
1325515,295629
1325515,233400
1325515,1138820
1325515,1479705
1325515,1660698
1164292,138418538
1164292,1517117
1164292,23306028
1164292,1712542
1164292,59812
1647721,147248644
1647721,1645178
1647721,19020940
1647721,1808776
1647721,1088225
1647721,121190
1647721,1983234
1647721,105261460
1647721,981147
1647721,82693180
1647721,367586
1647721,935769
1647721,412767
1647721,1687408
1647721,1327219
1647721,514162
1647721,1800328
1647721,191273
1647721,1773635
1647721,304499
1647721,1556120
1647721,1392920
1647721,1377254
1647721,1816198
1647721,603957
1647721,890594
1647721,433847
205027,1052228
205027,1503578
205027,1722761
205027,1265271
205027,427855
205027,525017
205027,881364
205027,1508507
205027,832348
205027,483312
205027,1155131
1852898,1059693
1852898,420314
1852898,398879
1852898,1571757
1852898,877314
1852898,1712542
1852898,201656
1852898,427855
1852898,911167
1852898,1635766
1852898,1384041
1852898,219359
1852898,1217008
1852898,1748256
1852898,1320916
1852898,1464188
1852898,194959
1852898,1331755
1852898,429611
1852898,1953529
1852898,786348
308216,152548910
308216,100648185
308216,34871683
308216,161831507
308216,99776037
308216,30377588
308216,147424773
308216,114533
308216,367290
308216,427855
1938849,1059693
1938849,1384041
1938849,398879
1938849,780637
1938849,1712542
1938849,107752922
1938849,955281
398258,1052228
398258,1503578
398258,1154891
398258,1722761
398258,515323
398258,221518
398258,427855
398258,3482533
398258,193998
398258,1961694
398258,525017
398258,899911
398258,992584
886958,163138661
886958,79240310
886958,113949268
886958,116592714
886958,28802319
886958,1331149
886958,1203079
886958,515323
886958,131397183
886958,129042034
886958,936128
570358,40671972
570358,82577596
570358,162543282
570358,18783076
570358,194553392
570358,177451433
570358,169236566
570358,55147955
570358,96049393
570358,129166671
570358,78164027
570358,96687605
570358,112891802
570358,14007554
570358,161831507
570358,71777676
570358,52016
570358,1885988
570358,103116945
570358,40080936
570358,143722335
570358,31633714
570358,73943
570358,124499472
570358,167617394
570358,141104451
570358,86788159
570358,64455127
570358,114115213
570358,197264314
570358,74438815
570358,131898165
570358,29646315
570358,1596533
570358,118737443
570358,659135
570358,1011639
570358,24598525
570358,645315
570358,1331149
570358,96375196
570358,50153951
570358,1522581
570358,427855
570358,1712542
570358,108006076
916121,261195
916121,1712542
916121,774360
916121,837595
916121,1656259
916121,1953529
916121,1460749
916121,76802
916121,426520
916121,1173949
916121,356092
916121,1229556
916121,1477095
916121,1324332
916121,1475761
1030593,7832
1030593,1517117
1030593,43654
1999664,1123043
1999664,981147
1999664,367586
1999664,211089
1338177,1363700
1338177,1257115
1405124,64638368
1405124,143094802
1405124,1378113
1405124,1075586
1405124,180585
1405124,1815866
1405124,43020253
1405124,63869565
1152284,1008926
1152284,1560742
1152284,1951021
1152284,287914
1152284,1199182
1152284,981147
1152284,1897847
1152284,1222748
1152284,1674973
1152284,626606
1152284,1830616
1152284,445276
1152284,174974
1152284,1939993
1152284,359668
1152284,1323246
1152284,245622
1152284,1473689
1152284,595099
1152284,1318432
1152284,1569253
1152284,1201493
1152284,786750
1152284,1874283
1152284,455468
1152284,958439
1152284,1446285
667073,1218090
667073,1199182
667073,445276
667073,1144771
667073,497457
667073,316251
667073,1134316
667073,324405
667073,1953529
667073,1946503
667073,1110615
667073,69347904
667073,1002421
667073,1569253
667073,94346
667073,1630403
667073,1560742
667073,455468
667073,244673
667073,1934415
667073,1897847
667073,37788
667073,300602
667073,1577703
667073,1378441
667073,1399613
667073,1886064
667073,1945359
667073,513074
667073,427855
667073,1311969
667073,1788561
667073,1536853
667073,789969
667073,482978
667073,529244
667073,873866
667073,228024
667073,811293
667073,1142233
667073,1031309
667073,750738
667073,94717
667073,657583
667073,591631
667073,542893
667073,1730374
667073,1493636
667073,1481639
667073,73862
667073,968081
667073,9545
667073,1506574
667073,1092263
667073,1601096
667073,1555874
667073,685234
667073,1283903
667073,788958
667073,1218877
667073,1918767
667073,357596
667073,452253
667073,82371
667073,1258372
667073,680350
667073,82836
667073,1643138
667073,1193897
667073,1667235
667073,549957
667073,407511
667073,1612693
667073,918634
667073,1889608
667073,1342635
667073,877823
667073,1974480
667073,532794
667073,153998550
667073,1149874
667073,350525
667073,875590
667073,1192940
667073,400970
667073,1901636
667073,1362552
667073,782148
667073,1643197
667073,1879083
667073,1996908
667073,1093366
667073,743851
667073,207774
667073,430855
667073,1404883
667073,1271682
667073,985205
667073,217341
667073,1610765
667073,493883
667073,1912859
667073,628011
667073,1201493
1611356,7832
1611356,169774
1611356,68773460
1611356,1792838
1611356,466483
1611356,43654
1611356,1789527
1611356,1797812
1611356,354241
1611356,1679367
1611356,224012
1611356,1508507
1611356,469498
1611356,423817
1611356,202223
1611356,1247947
1611356,1553455
463236,367586
463236,860592
463236,445304
463236,1801956
463236,108209556
463236,981147
463236,1700055
463236,1694789
463236,76226
463236,343062
463236,1215324
463236,267645
463236,771666
463236,685234
463236,159760
463236,1823997
463236,243002
463236,1880952
463236,1214330
463236,1649399
463236,1781810
463236,39266478
463236,41868
463236,156973329
463236,1502934
463236,1829498
1532816,515323
1532816,235516
1532816,1920937
1532816,106689
1532816,1650302
1532816,1345438
1532816,875838
1532816,1839218
1532816,1031695
1532816,1874501
1532816,392816
1532816,165995819
1532816,1157607
59060,867156
59060,182701402
59060,1679850
59060,445276
59060,99643
59060,981147
59060,1599374
59060,355749
59060,1081844
59060,1533428
59060,660281
59060,134919840
59060,28868217
59060,20739
59060,473956
59060,1374329
59060,303980
59060,1704963
59060,791447
59060,1352031
59060,140281
59060,1861091
59060,867010
981029,1428703
981029,161831507
981029,490402
981029,676486
981029,1415534
981029,870046
981029,515323
981029,905940
1226597,110162683
1226597,30102403
1226597,1712542
1226597,1053817
473915,203036
473915,999134
473915,1243353
473915,218156
473915,986493
473915,1873755
473915,1934415
473915,1569253
1757342,1569253
1757342,1953529
1757342,1312051
1757342,386021
88513,175494467
88513,100530952
88513,145604425
88513,679372
88513,1433098
88513,117135027
88513,897811
1774754,1506149
1774754,67852121
1774754,163057486
454308,117135027
454308,45258532
454308,1847026
454308,775167
454308,1671444
454308,679524
342036,1671917
342036,1009821
342036,161831507
342036,1672844
342036,1224706
342036,1608703
1733367,125475436
1733367,427855
1733367,543934
1733367,1968317
1733367,685111
278573,67751581
278573,41078698
278573,25151793
278573,1406924
278573,152359625
278573,55147955
278573,8438375
278573,85787929
278573,250191
278573,367586
278573,494408
278573,681436
278573,1280259
278573,18368453
278573,35724164
278573,138097064
278573,187973777
278573,169871995
278573,12464806
278573,1430396
278573,435927
278573,813107
278573,1013779
278573,52449
278573,618762
278573,80062
278573,1553324
278573,649393
575391,198457076
575391,186640915
575391,22380015
575391,981147
575391,102616839
575391,16210223
575391,26256994
575391,3446826
575391,88730687
575391,708138
575391,1709581
575391,1460182
575391,84767110
1166417,515323
1166417,102524
1166417,383649
1166417,163138661
1166417,679372
1166417,1047594
1166417,338968
1166417,739122
1166417,1701564
1166417,427855
1166417,766176
1166417,451577
1166417,465398
1166417,1676342
1166417,1122405
1166417,1606165
1166417,387828
1166417,224976
1166417,117675938
1166417,41752738
1166417,875838
1166417,1042021
1166417,113632701
1166417,1274804
1166417,94026
1166417,1000162
1166417,50284817
1166417,1678846
1166417,1795976
1166417,44347339
1166417,1472923
1166417,420207
1166417,1716755
1166417,1359427
379296,191265324
379296,190178381
379296,711469
379296,19954081
379296,166015046
379296,1011888
379296,789969
379296,62034253
379296,1411881
379296,1396529
379296,704481
1150170,198457076
1150170,22380015
1150170,1709581
1150170,199008606
1150170,16210223
1150170,32395636
1150170,446533
1150170,981147
1150170,4377279
1150170,1199182
1150170,3446826
1150170,679149
1150170,759106
1150170,84767110
1150170,16892334
1150170,135830564
1150170,506059
1150170,1611996
1150170,1088001
1150170,890637
1150170,1687319
1150170,889397
1150170,486170
1150170,1894967
1150170,1695813
1150170,146959060
1150170,75152455
1150170,69411723
1446279,981147
1446279,124071417
1446279,15002565
1446279,179784087
1446279,1199182
1446279,132002670
1446279,91605396
1446279,9107
1446279,246741
1446279,595099
1446279,497388
1100988,37788
1100988,647828
1100988,1973522
1100988,1174300
1100988,1953529
440243,763672
440243,1560742
440243,999134
440243,1133601
440243,724142
440243,1540253
1351834,1378441
1351834,1396751
1351834,333273
1351834,1199182
1351834,556297
1351834,107171
1351834,1353758
1351834,1218090
1351834,891756
1351834,1334665
1351834,212098
1351834,362688
1351834,223504
1351834,1142233
1351834,492977
1351834,1185201
1351834,681713
1351834,491407
1946998,1489134
1946998,1768154
1946998,64541551
1946998,1405190
1946998,561156
1946998,205529
1946998,340907
1946998,861606
1946998,157516
1946998,946004
1946998,576158
1946998,251733
104313664,981147
104313664,1436914
104313664,182701402
104313664,1452355
104313664,1644544
104313664,1814464
104313664,654536
104313664,871328
104313664,867010
104313664,157078221
104313664,1870616
104313664,143180
104313664,1642441
104313664,731982
104313664,1186098
104313664,1476082
104313664,263233
1987624,21459250
1987624,1345438
1987624,420207
1987624,1920937
1987624,576368
1987624,103116945
1987624,1773975
1987624,81693269
1987624,1272508
1987624,235516
1987624,1047594
1987624,875838
960412,185815831
960412,147391096
960412,81464850
960412,172270301
960412,17099029
960412,77060104
960412,90592415
960412,1005850
960412,46120587
960412,79036715
960412,83414320
960412,133199973
960412,131025956
960412,132576917
960412,257158
213047,94302775
213047,83821516
213047,21718512
213047,161720944
213047,162731870
213047,140193541
213047,154614976
213047,1700055
213047,148163603
1691368,1396751
1691368,231480
1691368,981147
152247782,82950642
152247782,108036785
152247782,427855
1946601,117135027
1946601,98528443
1946601,515323
1946601,82577596
1946601,161831507
1946601,645212
1946601,120447987
1946601,1719430
1946601,82038
1946601,804743
1946601,1594031
1946601,679372
1946601,838254
1946601,1679568
1946601,56600062
1946601,454120
1946601,1693414
1946601,1357066
1891499,427855
1891499,1941714
1891499,1805297
70092,161831507
70092,1953529
70092,427855
1564366,189231042
1564366,92157596
346691,174057571
346691,62869873
346691,195180978
346691,179631091
346691,1712542
346691,4015076
346691,95403252
346691,154631249
346691,189512084
346691,82604870
346691,67049396
346691,187305065
346691,121066760
346691,110396160
346691,34888134
346691,127832772
346691,178988059
346691,141478
346691,1673971
346691,1767934
346691,176845
346691,1034900
346691,1932635
346691,935769
346691,1975922
346691,54770
346691,7832
346691,460525
346691,161429575
346691,14007610
346691,31974993
346691,43654
346691,1792838
346691,423817
346691,1990166
346691,1992048
346691,905940
346691,1687408
778365,1154891
778365,1525624
778365,138062738
778365,1084525
778365,145456444
778365,132533
778365,791276
778365,1961694
778365,146451
778365,948679
1740382,1481639
1740382,1569253
1740382,445276
1740382,1461463
1740382,1483358
1740382,935809
1740382,1493636
1740382,47623
1740382,782295
1740382,1520591
1740382,1329110
1740382,370696
1740382,1420677
1740382,48127346
1740382,1732853
1740382,409814
1740382,1821499
1740382,1540511
1740382,955826
1740382,1288544
1740382,336570
1740382,644972
1740382,279396
235169,427855
235169,1598801
235169,886456
383514,1879190
383514,106689
383514,679372
383514,18783076
383514,1869770
1516872,1569253
1516872,1560742
1516872,409589
1329142,789969
1329142,433853
1329142,100842
1329142,727816
1329142,1680322
1329142,638466
1329142,446232
1329142,512954
1329142,8234206
1329142,75846859
1040522,1953529
1040522,188392346
1040522,20238
1040522,838394
1483657,84411453
1483657,22142401
1483657,145068830
38572,1052228
38572,665266
38572,1171700
38572,1503578
38572,1154891
38572,1467548
38572,1283214
38572,261195
38572,701121
38572,1921185
38572,1286590
38572,1839755
38572,1709462
38572,799168
38572,1454268
38572,525017
38572,263521
38572,1873752
38572,196949
38572,1787076
38572,293079
1349749,320017
1349749,132149953
1349749,122789395
1349749,169341416
1349749,90563610
1349749,427855
1349749,34511
1349749,149856068
1349749,909757
1349749,124681654
1349749,1443067
1349749,237570
1349749,31824
1349749,1797219
1349749,43409551
1349749,123749551
1349749,29444438
1349749,1712542
1349749,181440373
1349749,117166131
1349749,161625000
1349749,100974542
1349749,163803126
1349749,1820934
912700,17848451
912700,1290514
912700,17720539
912700,122739103
912700,138932506
912700,193418890
912700,176584683
912700,18084765
912700,183649713
912700,427855
912700,1569253
912700,1934415
912700,187121703
912700,16437130
912700,163988522
912700,161856697
912700,76815933
912700,177969612
912700,1199182
912700,581566
912700,701797
912700,23692834
912700,494844
912700,1712542
912700,1331149
912700,981147
912700,125434010
912700,74809654
912700,199816836
912700,112742652
912700,125709088
912700,47052902
912700,1868823
912700,445276
912700,123477547
912700,55166357
912700,166591641
912700,849843
912700,347123
912700,6829683
1323709,82964342
1323709,1889775
1323709,74613176
1323709,1059693
1323709,1384041
1323709,803870
1323709,1304423
1323709,119460607
1323709,1446285
1323709,1815080
1323709,616745
1323709,17858
1323709,701326
1323709,1326844
1323709,87754
1323709,119937705
1323709,905940
612201,1052228
612201,738672
612201,665266
612201,1171700
612201,1503578
612201,1154891
612201,1120409
612201,1430346
612201,427855
612201,109140
612201,1311958
612201,262379
612201,1024124
1796863,117372640
1796863,23217504
1796863,122650684
1796863,62849007
1796863,153962074
1796863,185925057
1796863,609139
1796863,9152329
1796863,179113402
1796863,146222168
1796863,3482533
1796863,105997110
1796863,137236795
1796863,988436
1796863,80491811
1796863,99368086
1099363,445276
1099363,1604716
1099363,324405
1099363,1569253
1099363,387648
1099363,390500
1099363,777535
1099363,1560742
1099363,838469
1099363,763672
1099363,999134
1099363,162506
1099363,1258372
1099363,1540253
1099363,1986933
1099363,367586
1099363,1218090
1099363,1199182
1099363,203036
1099363,138788
1099363,1542085
1099363,1364868
1099363,1096965
1099363,1196530
1099363,1601950
1099363,1201493
1099363,243306
1099363,545301
1099363,1873250
1328814,657805
1328814,75703920
1328814,1510727
1328814,1403255
1328814,18338368
1328814,1353758
1328814,1891720
1328814,117456077
1328814,171943325
1328814,93056159
1328814,96809265
1328814,192145423
1328814,1596533
1328814,737172
1328814,12964797
1328814,121216048
1328814,294373
1328814,176313332
1328814,176456124
1328814,1937976
1328814,1005493
1328814,798638
1328814,187706
1328814,424874
1328814,925091
1328814,1848179
1328814,417020
1328814,174910953
1328814,434484
1328814,850597
1328814,182359
1128683,163138661
1128683,28802319
1128683,79240310
1128683,116592714
1128683,500307
1128683,515323
1128683,108923384
1128683,98873751
1128683,1203079
1128683,113949268
1128683,886958
1128683,1027711
1128683,1872225
1128683,35670
1128683,282348
1128683,1857401
1128683,1139276
1128683,142372625
1128683,131397183
1128683,1812848
1128683,1287552
1128683,1650302
1128683,1134872
1128683,1340220
1128683,1266586
1128683,1331149
1128683,1712542
1128683,1143279
1128683,96229
1128683,63739
1139276,84408402
1139276,101821466
1139276,71025966
1139276,99908487
1139276,500307
1139276,85395405
1139276,160122789
1139276,96018551
1139276,161831507
1139276,113599359
1139276,192138551
1139276,1385273
1139276,777070
1139276,487760
1139276,824565
21852,1353758
21852,1812386
21852,333275
21852,1331149
21852,403581
21852,1679850
21852,338903
21852,1734042
21852,1536419
21852,201237
21852,1284270
21852,1457696
21852,1787992
716916,500379
716916,352098
716916,483312
716916,1950513
716916,708192
716916,445304
716916,981147
716916,1817364
716916,1033360
716916,785258
716916,595717
716916,1669932
716916,2930304
716916,1042042
1893286,161087726
1893286,176300238
1893286,609139
1893286,367586
1893286,981147
1893286,1712542
1893286,427855
1893286,541216
986511,701121
986511,721761
986511,1712542
986511,1331149
986511,261195
986511,1972086
986511,1343462
986511,128327
986511,358102
986511,1406475
986511,1467548
986511,1712945
986511,593116
986511,397480
986511,1026196
986511,1644241
986511,409238
986511,178707
986511,935738
986511,1364071
732612,433847
732612,92143428
732612,144486009
732612,294137
732612,981147
732612,1645178
732612,1620503
732612,1389240
732612,1112282
732612,93056159
732612,730559
732612,121190
732612,1392920
732612,1687408
732612,1327219
732612,1712542
732612,424874
732612,608874
732612,560327
732612,2292382
732612,1135479
732612,331124
732612,1036952
732612,450196
732612,1116546
732612,651105
732612,1976177
732612,797174
732612,1428404
732612,84382114
732612,1093168
732612,1031512
732612,1919663
732612,1277731
732612,896717
732612,594125
732612,1425329
732612,164810781
732612,1816198
732612,80852
1609886,103701980
1609886,121190
1609886,191273
1609886,189035076
1609886,76574030
1609886,11812939
1609886,63263419
1609886,126861432
1609886,1992542
1609886,981147
1609886,20562345
1609886,26904547
1609886,37622543
1609886,367586
1609886,514162
1609886,1687408
1609886,304499
1609886,1497372
1609886,1327219
1609886,854341
1609886,1392920
1609886,662731
1609886,27891
1609886,192145423
1609886,1448438
1609886,43938
778610,125621527
778610,69084763
778610,1719430
1571096,111893178
1571096,154611002
1571096,134669480
1571096,80300754
1571096,1047594
1571096,18783076
1571096,515323
1571096,392816
1571096,94026
1571096,679372
1571096,1795976
1571096,1920937
1571096,71025966
1571096,875838
1571096,89640929
1571096,1188309
1571096,102524
1571096,1928486
1674346,191265324
1674346,789969
1674346,148154538
1674346,588056
1674346,108006076
1674346,161163071
1674346,42463387
1674346,95419084
1528864,161831507
1528864,82577596
1528864,811136
1528864,117326
1528864,1711193
1186788,946025
1186788,1943999
1186788,1489134
1186788,817467
1186788,1768154
1186788,1975723
1186788,685111
1186788,64541551
1186788,157867
482324,32969400
482324,151999671
482324,427855
482324,1940931
482324,84570
482324,37430922
482324,327474
482324,1613477
482324,129536203
1559770,161831507
1559770,116287068
1559770,327628
1559770,1572431
1908519,152548910
1908519,34871683
1908519,367290
1908519,18143401
1908519,99776037
1908519,1008889
1908519,110162683
1908519,205529
1908519,1953529
1908519,1099802
1908519,1352526
1908519,923000
1908519,1073892
1908519,808094
1908519,679372
868356,63709852
868356,93403974
868356,77052
868356,121190
868356,19655045
868356,66566077
868356,92184154
868356,935769
868356,21686149
868356,75757512
868356,179323145
868356,180787591
868356,14505877
868356,67406166
868356,45296088
868356,182298012
868356,166894323
868356,83389382
868356,160359121
868356,163755110
868356,126805869
868356,6104206
868356,119203135
868356,212098
868356,1212156
868356,1225724
868356,774991
868356,198371
868356,475675
868356,514162
810499,24424756
810499,62283110
810499,23980981
810499,176633720
810499,367586
810499,935769
810499,77052
810499,1270258
810499,84560073
810499,1628739
810499,1425329
810499,617495
810499,981147
810499,105085560
810499,106811078
810499,50588146
810499,789969
810499,40944020
810499,179083411
810499,17654518
810499,114104
810499,501420
810499,806261
810499,1126318
810499,1235907
810499,983571
810499,1343485
810499,84382114
810499,174910953
810499,681436
810499,96170
810499,1280259
810499,703764
810499,1631108
810499,63709852
810499,93403974
810499,193529227
810499,1225724
810499,1512163
810499,641852
810499,110162683
810499,1018229
810499,130570
810499,93056159
810499,135335175
810499,882976
810499,198371
615500,1396751
615500,654554
615500,1436
615500,62149902
615500,56600062
615500,458739
1592531,1712542
1592531,118339492
1592531,1620555
1592531,427855
573026,1953529
573026,1612728
573026,937129
573026,808094
573026,869439
573026,304429
573026,190902
573026,1106992
573026,82038
573026,927675
573026,923000
573026,114533
1376714,117135027
1376714,199045703
1376714,515323
1376714,161509285
1376714,1137108
1376714,1912056
1376714,88513
1376714,106689
1376714,429854
152146,1405898
152146,538534
152146,1728769
152146,134919840
152146,67342894
1907642,198881428
1907642,194815062
1907642,77052
1907642,153279772
1907642,21773
1907642,133943689
1907642,103826425
1907642,142380295
1907642,81002593
1907642,145550832
1907642,690534
1907642,1235907
1907642,582733
1907642,1213194
1907642,258508
1907642,983571
1907642,1180216
1907642,198371
1907642,1212156
1907642,228570
1907642,1648125
1907642,1464523
1907642,865455
1907642,117966623
1907642,1175621
1907642,1320517
1907642,107996620
1907642,14347068
1907642,67053323
1907642,17578133
