parent_community,subcommunity_id,size,top_label,top_global_pr,top5_labels,avg_in_degree,top_betweenness_label
0,C0_S18.0,8,"Priya Gupta vs State Of Chhattisgarh & Ors on 8 May, 2012",3.98e-06,"Priya Gupta vs State Of Chhattisgarh & Ors on 8 May, 2012 | Nidhi Kaim vs State Of M P And Ors Etc | Ashwani Kumar & Ors vs State Of Bihar & Ors on 16 December, 1996 | Nidhi Kaim & Anr vs State Of M P And Ors Etc | Maa Vaishno Devi Mahila Mahavidyalaya vs State Of U.P.& Ors on 13 December, 2012",1.2,"Ashwani Kumar & Ors vs State Of Bihar & Ors on 16 December, 1996"
0,C0_S8.0,5,"Workmen Of Messrs Firestone Tyre ... vs Management & Others (With Connected ... on 6 March, 1973",0.0001395,"Workmen Of Messrs Firestone Tyre ... vs Management & Others (With Connected ... on 6 March, 1973 | Delhi Cloth & General Mills Co vs Ludh Budh Singh on 11 January, 1972 | Management Of Panitole Tea Estate vs The Workmen on 18 February, 1971 | Ruby General Insurance Co. Ltd. vs Shri P.P. Chopra on 12 September, 1969 | Karnataka_State_Road_Transport_Corpn_vs_Lakshmidevamma_Another_on_1_May_2001",2.4,"Workmen Of Messrs Firestone Tyre ... vs Management & Others (With Connected ... on 6 March, 1973"
0,C0_S16.0,4,"Gorkha Security Services vs Govt. Of Nct Of Delhi & Ors on 4 August, 2014",4.57e-06,"Gorkha Security Services vs Govt. Of Nct Of Delhi & Ors on 4 August, 2014 | M/S Patel Enginnering Ltd vs Union Of India & Anr on 11 May, 2012 | Medipol Pharmaceutical India Private ... vs Post Graduate Institute Of Medical ... | Umc Technologies Private Ltd. vs Food Corporation Of India",1.2,"M/S Patel Enginnering Ltd vs Union Of India & Anr on 11 May, 2012"
0,C0_S17.0,4,"Kumaon Mandal Vikas Nigam Ltd vs Girja Shankar Pant & Ors on 18 October, 2000",0.00014497,"Kumaon Mandal Vikas Nigam Ltd vs Girja Shankar Pant & Ors on 18 October, 2000 | Oryx Fisheries Pvt.Ltd vs Union Of India & Ors on 29 October, 2010 | Abp Pvt.Ltd.& Anr vs Union Of India & Ors | N.K.Bajpai vs Union Of India & Anr on 15 March, 2012",3.0,"Kumaon Mandal Vikas Nigam Ltd vs Girja Shankar Pant & Ors on 18 October, 2000"
0,C0_S19.0,3,Sur_Enamel_And_Stampingworks_P_Ltd_vs_Their_Workmen_on_7_May_1963,0.00013157,Sur_Enamel_And_Stampingworks_P_Ltd_vs_Their_Workmen_on_7_May_1963 | Central_Bank_Of_India_Ltd_vs_Karunamoy_Banerjee_on_18_August_1967 | Employers_Of_Firestone_Tyre_And_Rubber_vs_Their_Workmen_on_22_August_1967,1.0,Central_Bank_Of_India_Ltd_vs_Karunamoy_Banerjee_on_18_August_1967
0,C0_S21.0,3,"Ahmed G.H. Ariff & Ors vs Commissioner Of Wealth Tax, Calcutta on 20 August, 1969",7e-06,"Ahmed G.H. Ariff & Ors vs Commissioner Of Wealth Tax, Calcutta on 20 August, 1969 | Commissioner Of Wealth Tax, Gujarat ... vs Mrs. Arundhati Balkrishna on 25 February, 1970 | Commissioner_Of_Wealth_Tax_Lucknow_vs_P_K_Banerjee_Dead_By_Lrs_on_9_September_1980",3.0,"Ahmed G.H. Ariff & Ors vs Commissioner Of Wealth Tax, Calcutta on 20 August, 1969"
0,C0_S5.0,2,"State Of Karnataka Etc vs Shri Rameshwara Rice Mills ... on 24 February, 1987",3.85e-06,"State Of Karnataka Etc vs Shri Rameshwara Rice Mills ... on 24 February, 1987 | The State Of Gujarat Through Chief ... vs Amber Builders",1.0,"State Of Karnataka Etc vs Shri Rameshwara Rice Mills ... on 24 February, 1987"
0,C0_S6.0,2,"Shibapada Mukherjee vs The State Of West Bengal on 25 January, 1972",3.8e-06,"Shibapada Mukherjee vs The State Of West Bengal on 25 January, 1972 | Meena Jayendra Thakur vs Union Of India & Ors on 22 September, 1999",0.5,"Shibapada Mukherjee vs The State Of West Bengal on 25 January, 1972"
0,C0_S10.0,2,Mirza_Ali_Akbar_Kashani_vs_United_Arab_Republic_And_Anr_on_5_August_1965,3.97e-06,"Mirza_Ali_Akbar_Kashani_vs_United_Arab_Republic_And_Anr_on_5_August_1965 | Harbhajan Singh Dhalla vs Union Of India on 5 November, 1986",0.5,Mirza_Ali_Akbar_Kashani_vs_United_Arab_Republic_And_Anr_on_5_August_1965
0,C0_S14.0,2,R. Muthukumar vs The Chairman And Managing Director ...,4.04e-06,"R. Muthukumar vs The Chairman And Managing Director ... | Jyostnamayee Mishra vs The State Of Odisha on 20 January, 2025",0.5,R. Muthukumar vs The Chairman And Managing Director ...
0,C0_S15.0,2,The_Sindhu_Resettlement_Corporation_vs_The_Industrial_Tribunal_Of_Gujarat_Ors_on_13_September_1967,4.09e-06,"The_Sindhu_Resettlement_Corporation_vs_The_Industrial_Tribunal_Of_Gujarat_Ors_on_13_September_1967 | Jaipur Udyog Ltd vs Cement Work Karmachari Sangh, Sahu ... on 28 January, 1972",0.5,"Jaipur Udyog Ltd vs Cement Work Karmachari Sangh, Sahu ... on 28 January, 1972"
0,C0_S24.0,2,"L.D. Jaisinghani vs Naraindas N. Punjabi on 27 November, 1975",3.92e-06,"L.D. Jaisinghani vs Naraindas N. Punjabi on 27 November, 1975 | An Advocate vs Bar Council Of India And Anr. on 29 September, 1988",0.5,"L.D. Jaisinghani vs Naraindas N. Punjabi on 27 November, 1975"
0,C0_S26.0,2,"D.L.F. Housing Construction (P) Ltd. vs Delhi Municipal Corpn. And Ors. on 4 December, 1975",3.94e-06,"D.L.F. Housing Construction (P) Ltd. vs Delhi Municipal Corpn. And Ors. on 4 December, 1975 | Pt.Chet Ram Vashist vs Municipal Corporation Of Delhi on 26 October, 1994",1.0,"D.L.F. Housing Construction (P) Ltd. vs Delhi Municipal Corpn. And Ors. on 4 December, 1975"
0,C0_S29.0,2,J_K_Cotton_Spinning_Weavingmills_vs_Badri_Mali_And_Others_on_9_May_1963,3.74e-06,"J_K_Cotton_Spinning_Weavingmills_vs_Badri_Mali_And_Others_on_9_May_1963 | Municipal Corporation Of Delhi vs Female Workers (Muster Roll) And Amr on 8 March, 2000",0.5,J_K_Cotton_Spinning_Weavingmills_vs_Badri_Mali_And_Others_on_9_May_1963
0,C0_S31.0,2,"Manganese Ore (India) Ltd. A vs The Regional Assistant Commissioner Of ... on 19 December, 1975",4.863e-05,"Manganese Ore (India) Ltd. A vs The Regional Assistant Commissioner Of ... on 19 December, 1975 | Bharat Heavy Electrical Limited Etc vs Union Of India And Others Etc on 18 April, 1996",1.0,"Manganese Ore (India) Ltd. A vs The Regional Assistant Commissioner Of ... on 19 December, 1975"
0,C0_S32.0,2,"Mahabir Jute Mills Ltd. Gorakhpur A vs Shibban Lal Saxena And Ors on 30 July, 1975",3.94e-06,"Mahabir Jute Mills Ltd. Gorakhpur A vs Shibban Lal Saxena And Ors on 30 July, 1975 | Modi Industries Ltd vs State Of U.P on 14 October, 1993",1.0,"Mahabir Jute Mills Ltd. Gorakhpur A vs Shibban Lal Saxena And Ors on 30 July, 1975"
0,C0_S33.0,2,S_Govinda_Menon_vs_The_Union_Of_India_Anr_on_2_February_1967,3.9e-06,"S_Govinda_Menon_vs_The_Union_Of_India_Anr_on_2_February_1967 | P. R. Nayak vs Union Of India on 7 December, 1971",0.5,S_Govinda_Menon_vs_The_Union_Of_India_Anr_on_2_February_1967
0,C0_S37.0,2,Jaora_Sugar_Mills_P_Ltd_vs_State_Of_Madhya_Pradesh_And_Others_on_19_April_1965,6.8e-06,Jaora_Sugar_Mills_P_Ltd_vs_State_Of_Madhya_Pradesh_And_Others_on_19_April_1965 | Bhopal_Sugar_Industries_Ltd_vs_State_Of_Madhya_Pradesh_Ors_on_5_December_1978,1.5,Jaora_Sugar_Mills_P_Ltd_vs_State_Of_Madhya_Pradesh_And_Others_on_19_April_1965
2,C2_S2.0,55,"Miheer H. Mafatlal vs Mafatlal Industries Ltd on 11 September, 1996",0.00059748,"Miheer H. Mafatlal vs Mafatlal Industries Ltd on 11 September, 1996 | State Of West Bengal vs Administrator, Howrah Municipality & ... on 14 December, 1971 | Hindustan_Lever_Employees__Union_vs_Hindustan_Lever_Limited_And_Ors_on_24_October_1994 | Union Of India vs Raman Iron Foundry on 12 March, 1974 | Mr.France B.Martins & Anr vs Mrs.Mafalda Maria Teresa Rodrigues on 24 August, 1999",3.9,"Union Of India vs Raman Iron Foundry on 12 March, 1974"
2,C2_S4.0,52,"Ispat Engineering And Foundry Works, ... vs Steel Authority Of India Ltd. B.S. City, ... on 25 July, 2001",2.525e-05,"Ispat Engineering And Foundry Works, ... vs Steel Authority Of India Ltd. B.S. City, ... on 25 July, 2001 | Chiranjilal Shrilal Goenka (Deceased) ... vs Jasjit Singh And Ors on 18 March, 1993 | S.S. Rathore vs State Of Madhya Pradesh on 6 September, 1989 | R_Viswanathan_vs_Rukn_Ul_Mulk_Syed_Abdul_Wajid_on_4_May_1962 | Pierce_Leslie_Co_Ltd_vs_Violet_Ouchterlony_Wapshareand_Others_on_20_December_1968",3.1,"S.S. Rathore vs State Of Madhya Pradesh on 6 September, 1989"
2,C2_S3.0,45,"Vidhyadhar vs Manikrao & Anr. on 17 March, 1999",0.00017367,"Vidhyadhar vs Manikrao & Anr. on 17 March, 1999 | Mrs_Chandnee_Widya_Vati_Madden_vs_Dr_C_L_Katiai_Others_on_25_March_1963 | Ram Kisto Mandal And Anr vs Dhankisto Mandal on 15 July, 1968 | R. C. Chandiok & Anr vs Chuni Lal Sabharwal & Ors on 12 October, 1970 | P_L_Bapuswami_vs_N_Pattay_Gounder_on_7_December_1965",2.1,"Rojasara Ramjibhai Dahyabhai vs Jani Narottamdas Lallubhai (Dead)By ... on 10 April, 1986"
2,C2_S9.0,44,"Rajasthan State Mines & Minerals ... vs Eastern Engineering Enterprises & Anr on 20 September, 1999",0.00035312,"Rajasthan State Mines & Minerals ... vs Eastern Engineering Enterprises & Anr on 20 September, 1999 | Secretary Irrigation Department ... vs G.C. Roy on 12 December, 1991 | The New India Civil Erectors(P) Ltd vs Oil & Natural Gas Corporation on 17 February, 1997 | Steel Authority Of India Limited vs J.C. Budharaja, Government And Mining ... on 1 September, 1999 | Union_Of_India_vs_A_L_Rallia_Ram_on_19_April_1963",3.3,"Secretary Irrigation Department ... vs G.C. Roy on 12 December, 1991"
2,C2_S27.0,44,K_K_Modi_vs_K_N_Modi_Ors_on_4_February_1998,0.00021253,"K_K_Modi_vs_K_N_Modi_Ors_on_4_February_1998 | Lalji Raja & Sons vs Firm Hansraj Nathuram on 23 February, 1971 | Sundaram Finance Ltd vs Nepc India Ltd on 13 January, 1999 | Smt_Rukmanibai_Gupta_vs_Collector_Jabalpur_And_Ors_on_22_October_1980 | Jammu & Kashmir State Forest ... vs Abdul Karim Wani on 31 March, 1989",2.8,K_K_Modi_vs_K_N_Modi_Ors_on_4_February_1998
2,C2_S40.0,40,"Parsinni (Dead) By Lrs. And Ors. vs Sukhi And Ors. on 15 September, 1993",0.00010756,"Parsinni (Dead) By Lrs. And Ors. vs Sukhi And Ors. on 15 September, 1993 | S. Shanmugam Pillai And Ors vs K. Shanmugam Pillai And Ors on 4 May, 1972 | Bhoop Singh vs Ram Singh Major & Ors on 11 September, 1995 | Shiromani & Ors vs Hem Kumar & Ors on 4 April, 1968 | Roshan Singh & Ors vs Zile Singh & Ors on 24 February, 1988",2.9,"Sardar Singh vs Krishna Devi on 26 April, 1994"
2,C2_S10.0,38,"Renusagar Power Co. Ltd vs General Electric Co on 7 October, 1993",0.00010989,"Renusagar Power Co. Ltd vs General Electric Co on 7 October, 1993 | Sultana_Begum_vs_Prem_Chand_Jain_on_10_December_1996 | State Of Orissa vs Klockner And Company & Ors on 16 April, 1996 | Rattan Chand Hira Chand vs Askar Nawaz Jung (Dead) By L.Rs. And Ors on 12 February, 1991 | Lachoo Mal vs Radhey Shyam on 10 February, 1971",2.5,"Renusagar Power Co. Ltd vs General Electric Co on 7 October, 1993"
2,C2_S24.0,36,"Canara Bank vs Nuclear Power Corporation Of India Ltd. ... on 6 March, 1995",0.00013536,"Canara Bank vs Nuclear Power Corporation Of India Ltd. ... on 6 March, 1995 | Mukri Gopalan vs Cheppilat Puthanpurayil Aboobacker on 12 July, 1995 | Thakur_Jugal_Kishore_Sinha_vs_Sitamarhi_Central_Co_Operative_Bank_on_13_March_1967 | India Electric Works Ltd vs James Mantosh & Anr on 15 September, 1970 | Gurdit Singh And Ors. Etc vs Munsha Singh And Ors. Etc on 29 November, 1976",2.7,"Canara Bank vs Nuclear Power Corporation Of India Ltd. ... on 6 March, 1995"
2,C2_S58.0,36,"R.K. Mohammed Ubaidullah & Ors vs Hajee C.Abdul Wahab (D) & Ors on 18 July, 2000",4.857e-05,"R.K. Mohammed Ubaidullah & Ors vs Hajee C.Abdul Wahab (D) & Ors on 18 July, 2000 | Gangabai_W_O_Rambilas_Gilda_vs_Chhabubai_W_O_Pukharajji_Gandhi_on_6_November_1981 | Shri Mahabir Prasad Jain vs Shri Ganga Singh on 5 October, 1999 | Dilbagrai Punjabi vs Sharad Chandra on 8 August, 1988 | Dr. Govinddas And Anr. vs Shrimati Shantibai And Ors. on 21 January, 1972",1.8,"R.K. Mohammed Ubaidullah & Ors vs Hajee C.Abdul Wahab (D) & Ors on 18 July, 2000"
2,C2_S34.0,35,"Naresh Chandra Sanyal vs Calcutta Stock Exchange Association ... on 25 September, 1970",4.597e-05,"Naresh Chandra Sanyal vs Calcutta Stock Exchange Association ... on 25 September, 1970 | Fateh_Chand_vs_Balkishan_Das_on_15_January_1963 | Vasudev Ramchandra Shelat vs Pranlal Jayanand Thakar And Ors on 17 July, 1974 | Balkrishan_Gupta_And_Ors_vs_Swadeshi_Polytex_Ltd_And_Anr_on_12_February_1985 | B.O.I. Finance Ltd vs The Custodian & Ors on 19 March, 1997",1.7,"B.O.I. Finance Ltd vs The Custodian & Ors on 19 March, 1997"
2,C2_S47.0,31,"Dhurandhar Prasad Singh vs Jai Prakash University And Ors on 24 July, 2001",0.00018433,"Dhurandhar Prasad Singh vs Jai Prakash University And Ors on 24 July, 2001 | Arjun_Singh_vs_Mohindra_Kumar_Ors_on_13_December_1963 | Sarvinder Singh vs Dalip Singh & Ors on 2 August, 1996 | Surjit Singh & Ors. Etc. Etc vs Harbans Singh & Ors. Etc. Etc on 6 September, 1995 | Samarendra_Nath_Sinha_Anr_vs_Krishna_Kumar_Nag_on_1_November_1966",3.4,"Dhurandhar Prasad Singh vs Jai Prakash University And Ors on 24 July, 2001"
2,C2_S52.0,31,"Santosh Hazari vs Purushottam Tiwari (Dead) By Lrs on 8 February, 2001",0.00025334,"Santosh Hazari vs Purushottam Tiwari (Dead) By Lrs on 8 February, 2001 | Panchugopal Barua & Ors vs Umesh Chandra Goswami & Ors on 12 February, 1997 | Kshitish Chandra Purkait vs Santosh Kumar Purkait & Ors on 7 May, 1997 | Thakur_Kishan_Singh_vs_Arvind_Kumar_on_7_September_1994 | A. Venkatasubbiah Naidu vs S. Chellappan And Ors on 19 September, 2000",2.7,"Santosh Hazari vs Purushottam Tiwari (Dead) By Lrs on 8 February, 2001"
2,C2_S14.0,28,"Narandas Karsondas vs S.A. Kamtam & Anr on 7 December, 1976",2.651e-05,"Narandas Karsondas vs S.A. Kamtam & Anr on 7 December, 1976 | United Bank Of India vs Satyawati Tondon & Ors | Rambaran_Prosad_vs_Ram_Mohit_Hazra_Ors_on_6_September_1966 | Gm, Sri Siddeshwara Co-Op.Bank Ltd.& ... vs Sri Ikbal & Ors on 22 August, 2013 | J.Rajiv Subramaniyan & Anr vs M/S Pandiyas & Ors on 14 March, 2014",2.1,"Narandas Karsondas vs S.A. Kamtam & Anr on 7 December, 1976"
2,C2_S11.0,27,"Solidaire India Ltd vs Fairgrowth Financial Services Ltd. And ... on 7 February, 2001",3.564e-05,"Solidaire India Ltd vs Fairgrowth Financial Services Ltd. And ... on 7 February, 2001 | Wg. Cdr. Arifur Rahman Khan And Aleya ... vs Dlf Southern Homes Pvt. Ltd. (Now Known ... | M/S. National Seeds Corpn. Ltd vs M.Madhusudhan Reddy & Anr | Ireo Grace Realtech Pvt. Ltd. vs Abhishek Khanna on 11 January, 2021 | M/S Imperia Structures Ltd. vs Anil Patni And Anr. Etc.",2.0,"Solidaire India Ltd vs Fairgrowth Financial Services Ltd. And ... on 7 February, 2001"
2,C2_S43.0,25,"Allahabad Bank vs Canara Bank & Another on 10 April, 2000",0.00018567,"Allahabad Bank vs Canara Bank & Another on 10 April, 2000 | Icici Bank Ltd vs Sidco Leathers Ltd. & Ors | Morgan Stanley Mutual Fund vs Kartick Das on 20 May, 1994 | Shree Chamundi Mopeds Ltd vs Church Or South India Trust Assn. Csi ... on 29 April, 1992 | Shankarlal_Aggarwal_And_Ors_vs_Shankarlal_Poddar_And_Ors_on_24_January_1963",4.4,"Allahabad Bank vs Canara Bank & Another on 10 April, 2000"
2,C2_S45.0,25,"K.S. Bhoopathy And Ors vs Kokila And Ors on 8 May, 2000",4.236e-05,"K.S. Bhoopathy And Ors vs Kokila And Ors on 8 May, 2000 | Manindra_Land_And_Buildingcorporation_vs_Bhutnath_Banerjee_And_Others_on_2_May_1963 | Pandurang_Dhoni_Chougule_vs_Maruti_Hari_Jadhav_on_26_April_1965 | Executive Officer, Arthanareswarar ... vs R. Sathyamoorthy And Ors on 9 February, 1999 | M. L. Sethi vs R. P. Kapur on 19 July, 1972",2.5,"M. L. Sethi vs R. P. Kapur on 19 July, 1972"
2,C2_S48.0,22,"Tirumala Tirupati Devasthanams vs K.M. Krishnaiah on 2 March, 1998",0.0005068,"Tirumala Tirupati Devasthanams vs K.M. Krishnaiah on 2 March, 1998 | Harihar Prasad Singh And Ors vs Balmiki Prasad Singh And Ors on 10 December, 1974 | Nair_Service_Society_Ltd_vs_Rev_Father_K_C_Alexander_Ors_on_12_February_1968 | Nagar_Palika_Jind_vs_Jagat_Singh_Advocate_on_28_March_1995 | Daya_Ram_And_Others_vs_Shyam_Sundari_on_8_September_1964",2.3,Jayarama_Reddy_Anr_vs_Revenue_Divisional_Officer_Land_on_23_March_1979
2,C2_S18.0,21,Ram_Sarup_Gupta_Dead_By_Lrs_vs_Bishun_Narain_Inter_College_Ors_on_8_April_1987,0.0002308,"Ram_Sarup_Gupta_Dead_By_Lrs_vs_Bishun_Narain_Inter_College_Ors_on_8_April_1987 | Kshitish_Chandra_Bose_vs_Commissioner_Of_Ranchi_on_6_February_1981 | Laxmidas_Dahyabhai_Kabarwala_vs_Nanabhai_Chunilal_Kabarwala_And_Ors_on_27_March_1963 | R_Ramachandran_Ayyar_vs_Ramalingam_Chettiar_on_10_August_1962 | Khalil Ahmed Bashir Ahmed vs Tufelhussein Samasbhai Sarangpurwala on 13 November, 1987",2.4,"Qudrat Ullah vs Municipal Board, Barelly on 29 November, 1973"
2,C2_S28.0,21,"Ragu Thilak D. John vs S.Rayappan & Others on 23 January, 2001",0.00029127,"Ragu Thilak D. John vs S.Rayappan & Others on 23 January, 2001 | M/S. Estralla Rubber vs Dass Estate (Private) Ltd on 12 September, 2001 | Ganga Bai vs Vijay Kumar & Ors on 9 April, 1974 | Sheodan_Singh_vs_Smt_Daryao_Kunwar_on_14_January_1966 | A_K_Gupta_And_Sons_vs_Damodar_Valley_Corporation_on_10_September_1965",2.7,"Ganga Bai vs Vijay Kumar & Ors on 9 April, 1974"
2,C2_S1.0,19,"Dorab Cawasji Warden vs Coomi Sorab Warden & Ors on 13 February, 1990",0.00021961,"Dorab Cawasji Warden vs Coomi Sorab Warden & Ors on 13 February, 1990 | Dalpat Kumar And Anr. vs Prahlad Singh And Ors. on 16 December, 1991 | Kollipara_Sriramulu_vs_T_Aswathanarayana_Ors_on_4_March_1968 | Smt. Mayawanti vs Smt. Kaushalya Devi on 6 April, 1990 | Samee Khan vs Bindu Khan on 1 September, 1998",1.5,"Dalpat Kumar And Anr. vs Prahlad Singh And Ors. on 16 December, 1991"
2,C2_S29.0,17,Modi_Co_vs_Union_Of_India_on_7_December_1967,6.623e-05,"Modi_Co_vs_Union_Of_India_on_7_December_1967 | Syed_Abdul_Khader_vs_Rami_Reddy_And_Ors_on_29_November_1978 | Mst_Ramrati_Kuer_vs_Dwarika_Prasad_Singh_And_Ors_on_24_August_1966 | Muncipal_Corporation_For_Greater_vs_Lala_Pancham_Of_Bombay_Others_on_1_October_1964 | Supreme General Films Exchange Ltd vs His Highness Maharaja Sir Brijnath ... on 4 August, 1975",1.9,Syed_Abdul_Khader_vs_Rami_Reddy_And_Ors_on_29_November_1978
2,C2_S30.0,11,"Jose Da Costa And Anr. vs Bascora Sadasiva Sinai Narcornim And ... on 1 August, 1975",1.313e-05,"Jose Da Costa And Anr. vs Bascora Sadasiva Sinai Narcornim And ... on 1 August, 1975 | State Of Uttar Pradesh & Anr vs Anand Swarup on 6 November, 1973 | B_Shama_Rao_vs_The_Union_Territory_Of_Pondicherry_on_20_February_1967 | M_S_Shanti_Conductors_P_Ltd_Anr_vs_Assam_State_Electricity_Board_Ors_on_31_August_2016 | Keshavlal Khemchand And Sons Pvt Ltd And ... vs Union Of India And Ors on 28 January, 2015",3.8,"Jose Da Costa And Anr. vs Bascora Sadasiva Sinai Narcornim And ... on 1 August, 1975"
2,C2_S13.0,10,Ramkishore_Lal_vs_Kamal_Narain_on_22_November_1962,4.56e-06,"Ramkishore_Lal_vs_Kamal_Narain_on_22_November_1962 | Naramadaben Maganlal Thakker vs Pranjivandas Maganlal Thakker & Ors on 10 September, 1996 | Satya Pal Anand vs State Of M.P. And Ors | Renikuntla Rajamma (D) By Lr vs K.Sarwanamma on 17 July, 2014 | Madhuri Ghosh & Anr vs Debobroto Dutta & Anr",1.3,Ramkishore_Lal_vs_Kamal_Narain_on_22_November_1962
2,C2_S42.0,10,"Raptakos Brett And Co. Ltd vs Ganesh Property on 8 September, 1998",0.00014944,"Raptakos Brett And Co. Ltd vs Ganesh Property on 8 September, 1998 | Jagdish_Chander_Gupta_vs_Kajaria_Traders_India_Ltd_on_29_April_1964 | Kamal Pushp Enterprises vs D.R. Construction Company on 28 July, 2000 | Madan Lal vs Bhai Anand Singh & Ors on 12 October, 1972 | M/S Umesh Goel vs Himachal Pradesh Cooperative Group ...",2.2,"Raptakos Brett And Co. Ltd vs Ganesh Property on 8 September, 1998"
2,C2_S12.0,8,"Mahboob Sahab vs Syed Ismail & Ors on 23 March, 1995",1.413e-05,"Mahboob Sahab vs Syed Ismail & Ors on 23 March, 1995 | Syed Shah Ghulam Ghouse Mohiuddin And ... vs Syed Shah Ahmed Moriuddin Kamisul ... on 17 February, 1971 | Iftikhar Ahmed And Others vs Syed Meharban Ali And Others on 26 February, 1974 | Shashibushan Prasad Misilra & Anr vs Babuji Rai & Ors on 27 November, 1968 | Gulam Abbas vs Haji Kayyum Ali & Ors on 18 September, 1972",1.9,"Mahboob Sahab vs Syed Ismail & Ors on 23 March, 1995"
2,C2_S57.0,5,"Janak Dulari Devi & Anr vs Kapildeo Rai & Anr on 15 April, 2011",4.63e-06,"Janak Dulari Devi & Anr vs Kapildeo Rai & Anr on 15 April, 2011 | Bishundeo Narain Rai (Dead) By L.Rs & Ors vs Anmol Devi And Ors on 20 August, 1998 | Pratima Chowdhury vs Kalpana Mukherjee & Anr | Baini Prasad (D) Thr. Lrs. vs Durga Devi | Yogendra Prasad Singh (Dead) Thr Lrs vs Ram Bachan Devi And Ors. on 31 July, 2023",1.0,"Bishundeo Narain Rai (Dead) By L.Rs & Ors vs Anmol Devi And Ors on 20 August, 1998"
2,C2_S15.0,4,Bhagwan_Swaroop_And_Ors_vs_Mool_Chand_And_Ors_on_3_February_1983,6.98e-06,Bhagwan_Swaroop_And_Ors_vs_Mool_Chand_And_Ors_on_3_February_1983 | Gangadhar_And_Anr_vs_Raj_Kumar_on_26_August_1983 | Om_Prakash_Gupta_Alias_Lalloowa_Now_vs_Satish_Chandra_Now_Deceased_on_11_February_2025 | Pankajbhai Rameshbhai Zalavadiya vs Jethabhai Kalabhai Zalavadiya ...,0.8,Bhagwan_Swaroop_And_Ors_vs_Mool_Chand_And_Ors_on_3_February_1983
2,C2_S17.0,4,"Manzoor Ahmed Margray vs Gulam Hassan Aram & Ors on 5 October, 1999",9.062e-05,"Manzoor Ahmed Margray vs Gulam Hassan Aram & Ors on 5 October, 1999 | Kartar Singh vs Harjinder Singh And Others on 21 February, 1990 | A. Abdul Rashid Khan (Dead) And Ors. vs P.A.K.A. Shahul Hamid And Ors. on 3 May, 2000 | Syscon Consultants P.Ltd vs M/S Primella Sanitary Prod.P.Ltd.& Ors",2.2,"Manzoor Ahmed Margray vs Gulam Hassan Aram & Ors on 5 October, 1999"
2,C2_S38.0,4,J.Samuel & Ors vs Gattu Mhesh & Ors,5.13e-06,J.Samuel & Ors vs Gattu Mhesh & Ors | Abdul Rehman & Anr vs Mohd.Ruldu & Ors | Vidyabai & Ors vs Padmalatha & Anr | Gurbakhsh Singh vs Buta Singh,1.0,Abdul Rehman & Anr vs Mohd.Ruldu & Ors
2,C2_S0.0,3,Atcom Technologies Ltd vs Y.A. Chunawala And Co.,4.1e-06,Atcom Technologies Ltd vs Y.A. Chunawala And Co. | Desh Raj vs Balkishan (D) Through Proposed Lr Ms. ... | New India Assurance Co. Ltd vs Hilli Multipurpose Cold Storage Pvt Ltd,0.7,New India Assurance Co. Ltd vs Hilli Multipurpose Cold Storage Pvt Ltd
2,C2_S16.0,3,"Om Prakash And Anr vs Jai Prakash on 9 January, 1992",4.16e-06,"Om Prakash And Anr vs Jai Prakash on 9 January, 1992 | Sri Marcel Martins vs M. Printer & Ors on 27 April, 2012 | Pawan Kumar vs Babulal Since Deceased Through Lrs",0.7,"Om Prakash And Anr vs Jai Prakash on 9 January, 1992"
2,C2_S19.0,3,"Sameer Singh & Anr vs Abdul Rab & Ors on 14 October, 2014",4.16e-06,"Sameer Singh & Anr vs Abdul Rab & Ors on 14 October, 2014 | Ghasi Ram And Others vs Chait Ram Saini And Others on 22 July, 1998 | Ved Kumari (Dead Thr. Her Lr) Dr. Vijay ... vs Municipal Corporation Of Delhi Through ... on 24 August, 2023",0.7,"Ghasi Ram And Others vs Chait Ram Saini And Others on 22 July, 1998"
2,C2_S22.0,3,Lilavati Kirtilal Mehta Medical Trust vs M/S Unique Shanti Developers,4.23e-06,"Lilavati Kirtilal Mehta Medical Trust vs M/S Unique Shanti Developers | Shrikant G. Mantri vs Punjab National Bank on 22 February, 2022 | The Chief Manager Central Bank Of India vs M/S Ad Bureau Advertising Pvt Ltd on 28 February, 2025",1.0,Lilavati Kirtilal Mehta Medical Trust vs M/S Unique Shanti Developers
2,C2_S23.0,3,Akhil_Bhartiya_Upbhokta_Congress_vs_Staet_Of_M_P_Ors_on_6_April_2011,3.79e-06,"Akhil_Bhartiya_Upbhokta_Congress_vs_Staet_Of_M_P_Ors_on_6_April_2011 | State Of Uttar, Pradesh vs Bansi Dhar And Others on 11 December, 1973 | Bengal Ambuja Housing Development ... vs Pramila Sanfui And Ors on 18 September, 2015",0.7,"State Of Uttar, Pradesh vs Bansi Dhar And Others on 11 December, 1973"
2,C2_S31.0,3,Pentakota_Srirakulu_vs_The_Co_Operative_Marketing_Society_Ltd_on_28_August_1964,4.03e-06,"Pentakota_Srirakulu_vs_The_Co_Operative_Marketing_Society_Ltd_on_28_August_1964 | Prem Jeet Kumar vs Surender Gandotra And Ors on 27 August, 1991 | Power_Machines_India_Limited_vs_State_Of_Mahdya_Pradesh_Ors_on_17_April_2017",1.0,Pentakota_Srirakulu_vs_The_Co_Operative_Marketing_Society_Ltd_on_28_August_1964
