parent_community,subcommunity_id,size,top_label,top_global_pr,top5_labels,avg_in_degree,top_betweenness_label
4,C4_S39.0,2,"M.T. Enrica Lexie & Anr vs Doramma & Ors on 2 May, 2012",3.81e-06,"M.T. Enrica Lexie & Anr vs Doramma & Ors on 2 May, 2012 | Teesta Atul Setalvad vs The State Of Gujarat",0.5,Teesta Atul Setalvad vs The State Of Gujarat
4,C4_S41.0,2,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991",3.76e-06,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991 | Vijay Pal Singh & Ors vs State Of Uttarkhand on 16 December, 2014",0.5,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991"
4,C4_S42.0,2,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972",6.6e-06,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972 | State_Of_U_P_vs_Gokaran_And_Ors_on_28_September_1984",0.5,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972"
4,C4_S43.0,2,Jagbir Singh vs State (Nct Of Delhi),3.9e-06,"Jagbir Singh vs State (Nct Of Delhi) | Rajaram vs The State Of Madhya Pradesh on 16 December, 2022",0.5,Jagbir Singh vs State (Nct Of Delhi)
4,C4_S44.0,2,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991",4e-06,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991 | Dinesh Singh Thakur vs Sonal Thakur",0.5,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991"
4,C4_S45.0,2,Sadhu Saran Singh vs State Of U.P. & Ors,3.87e-06,Sadhu Saran Singh vs State Of U.P. & Ors | Basheera Begam vs Mohammed Ibrahim And Ors,0.5,Sadhu Saran Singh vs State Of U.P. & Ors
4,C4_S46.0,2,"Makhan Singh vs State Of Punjab on 27 July, 1988",4.16e-06,"Makhan Singh vs State Of Punjab on 27 July, 1988 | State Of Punjab vs Gurdeep Singh on 8 September, 1999",0.5,"Makhan Singh vs State Of Punjab on 27 July, 1988"
5,C5_S11.0,47,"Balwant Narayan Bhagde vs M. D. Bhagwat & Ors on 23 April, 1975",0.00015537,"Balwant Narayan Bhagde vs M. D. Bhagwat & Ors on 23 April, 1975 | M/S Larsen & Toubro Ltd vs State Of Gujarat & Ors on 18 March, 1998 | Shreenath & Another vs Rajesh & Others on 13 April, 1998 | Mathura Prasad Bajoo Jaiswal & Ors vs Dossibai N. B. Jeejeebhoy on 26 February, 1970 | Dwarka Prasad vs Dwarka Das Saraf on 11 August, 1975",4.3,"M/S Larsen & Toubro Ltd vs State Of Gujarat & Ors on 18 March, 1998"
5,C5_S6.0,36,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994",0.00010592,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994 | Administrator General Of West Bengal vs Collector, Varanasi on 16 February, 1988 | Raghubans_Narain_Singh_vs_The_Uttar_Pradesh_Government_Through_on_23_September_1966 | Suresh Kumar vs Town Improvement Trust, Bhopal on 3 March, 1989 | Smt. Basavva & Ors. Etc vs The Spl. Land Acquisition Officer & Ors on 15 March, 1996",2.1,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994"
5,C5_S3.0,30,Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors,0.00062949,"Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors | Jage Ram And Ors vs State Of Haryana And Ors on 2 March, 1971 | Khub_Chand_And_Ors_vs_State_Of_Rajasthan_Ors_on_22_August_1966 | Om Prakash & Anr vs State Of U.P. & Ors on 15 July, 1998 | The State Of Uttar Pradesh & Anr vs Keshav Prasad Singh on 25 July, 1995",11.9,Savitri Devi vs State Of U.P.& Ors
5,C5_S18.0,30,Sardar_Govindrao_Mahadik_Anr_vs_Devi_Sahai_Ors_on_15_December_1981,0.00018402,"Sardar_Govindrao_Mahadik_Anr_vs_Devi_Sahai_Ors_on_15_December_1981 | Mahadeo Savlaram Shelke And Ors. vs Puna Municipal Corporation And Anr. on 24 January, 1995 | Zafar_Khan_And_Ors_vs_Board_Of_Revenue_U_P_Ors_on_31_July_1984 | Banwari Lal vs Smt. Chando Devi (Through L.R.) And ... on 11 December, 1992 | Most. Rev. P.M.A. Metropolitan & Ors vs Moran Mar Marthoma & Anr on 20 June, 1995",3.0,Binayak_Swain_vs_Ramesh_Chandra_Panigrahi_And_Another_on_10_December_1965
5,C5_S33.0,26,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993",7.464e-05,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993 | State Of Maharashtra vs Digambar on 12 May, 1995 | Thakore Sobhag Singh vs Thakur Jai Singh & Ors on 31 January, 1968 | Custodian_Of_Evacuee_Property_Punjab_vs_Jafran_Begum_on_20_April_1967 | Ramchandra Keshav Adke & Ors vs Govind Joti Chavare And Ors on 4 March, 1975",2.4,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993"
5,C5_S2.0,24,State_Of_Madhya_Pradesh_And_Ors_vs_Vishnu_Prasad_Sharma_And_Ors_on_9_February_1966,0.0001117,"State_Of_Madhya_Pradesh_And_Ors_vs_Vishnu_Prasad_Sharma_And_Ors_on_9_February_1966 | Murari_Ors_vs_Union_Of_India_Ors_on_1_November_1996 | Ram Chand And Ors. vs Union Of India (Uoi) And Ors. on 30 September, 1993 | State Of Gujarat vs Patel Raghav Natha & Ors on 21 April, 1969 | Shri_Mithoo_Shahani_And_Ors_vs_Union_Of_India_And_Ors_on_10_March_1964",2.9,Murari_Ors_vs_Union_Of_India_Ors_on_1_November_1996
5,C5_S19.0,23,"Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996",0.00040129,"Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996 | Bangalore Medical Trust vs B.S. Muddappa And Ors on 19 July, 1991 | Union Of India (Uoi) vs Hari Krishan Khosla (Dead) By Lrs. on 16 September, 1992 | Prakash_Amichand_Shah_vs_State_Of_Gujarat_Ors_on_20_December_1985 | Municipal Corporation Of Greater ... vs Dr. Hakimwadi Tenants Association & Ors on 24 November, 1987",3.7,"Nagpur Improvement Trust And Another vs Vithal Rao And Others on 11 December, 1972"
5,C5_S32.0,23,Devinder Singh & Others vs State Of Punjab & Others,0.0002609,"Devinder Singh & Others vs State Of Punjab & Others | The_Collector_Distt_Magistrate_vs_Raja_Ram_Jaiswal_Etc_on_29_April_1985 | Smt_Somavanti_And_Others_vs_The_State_Of_Punjab_And_Others_And_on_2_May_1962 | Srinivasa Coop. House Building Society ... vs Madam G.Sastry on 3 May, 1994 | Ajay Krishan Shinghal Etc. Etc vs Union Of India & Ors on 6 August, 1996",8.1,"West Bengal Housing Board Etc vs Brijendra Prasad Gupta & Ors. Etc on 9 July, 1997"
5,C5_S20.0,22,Patna_Improvement_Trust_vs_Smt_Lakshmi_Devi_Others_on_7_December_1962,5.971e-05,"Patna_Improvement_Trust_vs_Smt_Lakshmi_Devi_Others_on_7_December_1962 | Gandhi Grah Nirman Sahkari Samiti Ltd. ... vs State Of Rajasthan And Ors on 30 March, 1993 | Gauri_Shankar_Gaur_And_Others_Etc_vs_State_Of_U_P_And_Others_on_12_August_1993 | Pratap And Anr vs The State Of Rajasthanand Ors on 27 February, 1996 | M_S_Girnar_Traders_vs_State_Of_Maharashtra_Ors_on_11_January_2011",2.8,Bondu Ramaswamy v. Bangalore Development Authority and Others
5,C5_S1.0,17,Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964,0.0001064,"Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964 | State Of Haryana vs Raghubir Dayal on 10 November, 1994 | Dr_G_H_Grant_vs_State_Of_Bihar_on_30_March_1965 | Manchegowda_Etc_vs_State_Of_Karnataka_Etc_on_17_April_1984 | State Of Tamil Nadu & Anr. Etc vs Mahalakshmi Ammal & Ors. Etc on 16 November, 1995",2.6,Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964
5,C5_S7.0,16,"Union Of India And Ors vs Filip Tiago De Gama Of Vedem Vasco De Gama on 30 November, 1989",0.00022695,"Union Of India And Ors vs Filip Tiago De Gama Of Vedem Vasco De Gama on 30 November, 1989 | Gursharan Singh & Ors. Etc. Etc vs New Delhi Municipal Committee & Ors on 2 February, 1996 | Union of India v. Raghubir Singh | State Of Bihar & Ors vs Kameshwar Prasad Singh & Anr on 27 April, 2000 | Union Of India And Another Etc. Etc vs Zora Singh Etc. Etc on 22 November, 1991",4.9,Union of India v. Raghubir Singh
5,C5_S14.0,16,"S.P. Chengalvaraya Naidu (Dead) By ... vs Jagannath (Dead) By L.Rs. And Others on 27 October, 1993",0.00023123,"S.P. Chengalvaraya Naidu (Dead) By ... vs Jagannath (Dead) By L.Rs. And Others on 27 October, 1993 | Patel Narshi Thakershi And Ors. vs Shri Pradyumansinghji Arjunsinghji on 2 March, 1970 | Ramjas Foundation & Ors vs Union Of India & Ors on 9 November, 2010 | Dalip Singh vs State Of U.P. & Ors | S.P Chengalvaraya Naidu vs Jagannath on 27 October, 1993",3.1,Dalip Singh vs State Of U.P. & Ors
5,C5_S21.0,15,"Delhi Administration vs Gurdip Singh Uban And Ors. Etc on 18 August, 2000",0.00011394,"Delhi Administration vs Gurdip Singh Uban And Ors. Etc on 18 August, 2000 | Shyam Nandan Prasad And Ors. vs State Of Bihar And Ors. on 13 August, 1993 | Delhi Administration vs Gurdip Singh Uban And Ors on 20 August, 1999 | Rai_Bahadur_Ganga_Bishnu_Swaika_Ors_vs_Calcutta_Pinjrapole_Society_Ors_on_30_October_1967 | Govt. Of Nct Of Delhi vs Manav Dharam Trust & Anr",2.1,"Delhi Administration vs Gurdip Singh Uban And Ors. Etc on 18 August, 2000"
5,C5_S27.0,15,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000",0.00024837,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000 | Karam_Singh_Sobti_Anr_vs_Shri_Pratap_Chand_Anr_on_29_August_1963 | Abbai Maligai Partnership Firm And Anr vs K. Santhakumaran And Ors on 9 September, 1998 | Penu_Balakrishna_Iyer_And_Ors_vs_Sri_Ariya_M_Ramaswami_Iyer_And_Ors_on_6_March_1964 | The Sree Narayana Dharma-Sangam Trust vs Swami Prakasananda & Ors on 9 April, 1997",4.1,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000"
5,C5_S30.0,14,"Union Of India vs Sher Singh And Ors on 28 January, 1993",3.355e-05,"Union Of India vs Sher Singh And Ors on 28 January, 1993 | U_P_Awas_Evam_Vikas_Parishad_vs_Gyan_Devi_Dead_By_L_Rs_And_Ors_on_20_October_1994 | Himalayan_Tiles_Marbles_P_Ltd_vs_Francis_Victor_Coutinho_Dead_By_Lrs_on_28_March_1980 | Poonam_vs_State_Of_U_P_Ors_on_29_October_2015 | Sunder_Lal_vs_Paramsukhdas_on_25_August_1967",2.4,U_P_Awas_Evam_Vikas_Parishad_vs_Gyan_Devi_Dead_By_L_Rs_And_Ors_on_20_October_1994
5,C5_S12.0,13,"Shri Chandragauda Ramgonda Patil & Anr vs The State Of Maharashtra & Ors on 2 September, 1996",7.661e-05,"Shri Chandragauda Ramgonda Patil & Anr vs The State Of Maharashtra & Ors on 2 September, 1996 | Forward_Construction_Co_Ors_Etc_Etc_vs_Prabhat_Mandal_Regd_Andheri_Ors_on_26_November_1985 | Her Highness Maharani Shantidevi P. ... vs Savjibhai Haribhai Patel & Ors on 21 March, 2001 | Smt. Atia Mohammadi Begum vs State Of U.P. And Ors on 15 March, 1993 | Sulochana Chandrakant Galande vs Pune Municipal Transport & Ors",3.5,"Her Highness Maharani Shantidevi P. ... vs Savjibhai Haribhai Patel & Ors on 21 March, 2001"
5,C5_S4.0,11,Gulabchand_Chhotalal_Parikh_vs_State_Of_Bombay_Now_Gujarat_on_14_December_1964,8.094e-05,"Gulabchand_Chhotalal_Parikh_vs_State_Of_Bombay_Now_Gujarat_on_14_December_1964 | Rajendra Kumar vs Kalyan (D) By Lrs on 2 August, 2000 | Kamala_Ors_vs_K_T_Eshwara_Sa_Ors_on_29_April_2008 | Srihari Hanumandas Totala vs Hemant Vithal Kamat | Union Of India vs Nanak Singh on 31 January, 1968",2.5,Gulabchand_Chhotalal_Parikh_vs_State_Of_Bombay_Now_Gujarat_on_14_December_1964
5,C5_S9.0,3,"M.C. Mehta vs Union Of India And Ors on 27 July, 1999",0.00010896,"M.C. Mehta vs Union Of India And Ors on 27 July, 1999 | State Bank Of Patiala & Ors vs S.K.Sharma on 27 March, 1996 | Krishnadatt Awasthy vs State Of M.P..",5.3,"State Bank Of Patiala & Ors vs S.K.Sharma on 27 March, 1996"
5,C5_S0.0,2,"Sant Narain Mathur & Ors vs Rama Krishna Mission & Ors on 27 September, 1974",4.65e-06,"Sant Narain Mathur & Ors vs Rama Krishna Mission & Ors on 27 September, 1974 | Bechan Pandey & Ors vs Dulhin Janki Devi & Others on 9 March, 1976",0.5,"Sant Narain Mathur & Ors vs Rama Krishna Mission & Ors on 27 September, 1974"
5,C5_S5.0,2,Rajabhai_Abdul_Rehman_Munshi_vs_Vasudev_Dhanjlbhai_Mody_on_1_May_1963,4.56e-06,"Rajabhai_Abdul_Rehman_Munshi_vs_Vasudev_Dhanjlbhai_Mody_on_1_May_1963 | The Punjab National Bank vs Union Of India (Uoi) And Anr. on 27 February, 1974",1.5,Rajabhai_Abdul_Rehman_Munshi_vs_Vasudev_Dhanjlbhai_Mody_on_1_May_1963
5,C5_S8.0,2,K_J_Nathan_vs_S_V_Maruty_Reddy_And_Others_on_11_February_1964,3.84e-06,"K_J_Nathan_vs_S_V_Maruty_Reddy_And_Others_on_11_February_1964 | A.B. Govardhan vs P. Ragothaman on 29 August, 2024",1.0,K_J_Nathan_vs_S_V_Maruty_Reddy_And_Others_on_11_February_1964
5,C5_S10.0,2,State_Of_Andhra_Pradesh_vs_Duvvuru_Balarami_Reddy_on_2_April_1962,4.17e-06,"State_Of_Andhra_Pradesh_vs_Duvvuru_Balarami_Reddy_on_2_April_1962 | State Of Mysore vs Swamy Satyanand Saraswati, ... on 31 March, 1971",1.0,State_Of_Andhra_Pradesh_vs_Duvvuru_Balarami_Reddy_on_2_April_1962
5,C5_S13.0,2,"Om Prakash And Ors. vs Union Of India (Uoi) And Ors. on 2 December, 1970",3.89e-06,"Om Prakash And Ors. vs Union Of India (Uoi) And Ors. on 2 December, 1970 | Estates Development Ltd vs Union Of India & Ors on 22 September, 1969",1.5,"Estates Development Ltd vs Union Of India & Ors on 22 September, 1969"
5,C5_S15.0,2,Mohanlal_Chunilal_Kothari_vs_Tribhovan_Haribhai_Tamboli_on_2_May_1962,6.6e-06,Mohanlal_Chunilal_Kothari_vs_Tribhovan_Haribhai_Tamboli_on_2_May_1962 | Navinchandra_Ramanlal_vs_Kalidas_Bhudarbhai_And_Anr_on_21_February_1979,0.5,Mohanlal_Chunilal_Kothari_vs_Tribhovan_Haribhai_Tamboli_on_2_May_1962
5,C5_S16.0,2,"Union Of India & Ors vs Vasavi Co-Op. Housing Society Ltd. & Ors on 7 January, 2014",4.52e-06,"Union Of India & Ors vs Vasavi Co-Op. Housing Society Ltd. & Ors on 7 January, 2014 | Corporation Of The City Of Bangalore vs M. Papaiah And Anr. on 1 August, 1989",2.0,"Union Of India & Ors vs Vasavi Co-Op. Housing Society Ltd. & Ors on 7 January, 2014"
5,C5_S17.0,2,"Office Of The Chief Post Master & Ors vs Living Media India Ltd.& Anr on 24 February, 2012",5.15e-06,"Office Of The Chief Post Master & Ors vs Living Media India Ltd.& Anr on 24 February, 2012 | The State Of Madhya Pradesh vs Bherulal",1.5,"Office Of The Chief Post Master & Ors vs Living Media India Ltd.& Anr on 24 February, 2012"
5,C5_S22.0,2,"Ratan Kumar Tandon & Ors vs State Of Uttar Pradesh on 1 August, 1996",6.325e-05,"Ratan Kumar Tandon & Ors vs State Of Uttar Pradesh on 1 August, 1996 | State_Of_Gujarat_And_Ors_Etc_vs_Parshottamdas_Ramdas_Patel_Ors_on_12_November_1987",2.0,State_Of_Gujarat_And_Ors_Etc_vs_Parshottamdas_Ramdas_Patel_Ors_on_12_November_1987
5,C5_S23.0,2,"State Of Gujarat Etc.Etc vs Daya Shamji Bhai Etc.Etc on 25 August, 1995",0.00013667,"State Of Gujarat Etc.Etc vs Daya Shamji Bhai Etc.Etc on 25 August, 1995 | Ranveer Singh vs State Of U.P. Through Secy. & Ors",1.0,"State Of Gujarat Etc.Etc vs Daya Shamji Bhai Etc.Etc on 25 August, 1995"
5,C5_S24.0,2,Union_Of_India_Uoi_And_Ors_vs_Valluri_Basavaiah_Chowdhary_And_Ors_on_1_May_1979,3.72e-06,Union_Of_India_Uoi_And_Ors_vs_Valluri_Basavaiah_Chowdhary_And_Ors_on_1_May_1979 | State_Of_Gujarat_Anr_vs_Manoharsinhji_Pradyumansinhji_Jadeja_on_4_December_2012,1.0,Union_Of_India_Uoi_And_Ors_vs_Valluri_Basavaiah_Chowdhary_And_Ors_on_1_May_1979
5,C5_S25.0,2,Ramesh Chandra Sankla Etc vs Vikram Cement Etc,4.09e-06,Ramesh Chandra Sankla Etc vs Vikram Cement Etc | H.P. Financial Corp vs Anil Garg & Ors,1.0,Ramesh Chandra Sankla Etc vs Vikram Cement Etc
5,C5_S26.0,2,State_Of_Bombay_Maharashtra_vs_Shivbalak_Gourishanker_Dube_Others_on_31_August_1964,3.75e-06,State_Of_Bombay_Maharashtra_vs_Shivbalak_Gourishanker_Dube_Others_on_31_August_1964 | The Inspector General Of Registration vs K. Baskaran,1.0,State_Of_Bombay_Maharashtra_vs_Shivbalak_Gourishanker_Dube_Others_on_31_August_1964
5,C5_S28.0,2,"Mohan Pandey And Another vs Smt. Usha Rani Rajgaria And Ors on 19 August, 1992",4.73e-06,"Mohan Pandey And Another vs Smt. Usha Rani Rajgaria And Ors on 19 August, 1992 | Roshina T vs Abdul Azeez K.T.",1.0,"Mohan Pandey And Another vs Smt. Usha Rani Rajgaria And Ors on 19 August, 1992"
5,C5_S29.0,2,Lachhman_Dass_Others_vs_Municipal_Committee_Jalalabad_on_12_February_1968,6.62e-06,Lachhman_Dass_Others_vs_Municipal_Committee_Jalalabad_on_12_February_1968 | Abu_Khan_And_Ors_vs_Union_Of_India_Uoi_And_Anr_on_30_September_1983,1.0,Lachhman_Dass_Others_vs_Municipal_Committee_Jalalabad_on_12_February_1968
5,C5_S31.0,2,Narayana_Prabhu_Venkateswara_Prabhu_vs_Narayan_Prabhu_Krishna_Prabhu_Ors_on_19_January_1977,3.99e-06,Narayana_Prabhu_Venkateswara_Prabhu_vs_Narayan_Prabhu_Krishna_Prabhu_Ors_on_19_January_1977 | M/S Kaushik Coop.Building Society vs N.Parvathamma & Ors,1.0,Narayana_Prabhu_Venkateswara_Prabhu_vs_Narayan_Prabhu_Krishna_Prabhu_Ors_on_19_January_1977
8,C8_S30.0,20,"Ashoka Marketing Ltd. And Anr. Etc. Etc vs Punjab National Bank And Ors. Etc. Etc on 7 August, 1990",6.285e-05,"Ashoka Marketing Ltd. And Anr. Etc. Etc vs Punjab National Bank And Ors. Etc. Etc on 7 August, 1990 | Sarwan_Singh_Anr_vs_Kasturi_Lal_on_14_December_1976 | Jain_Ink_Manufacturing_Company_vs_Life_Insurance_Corporation_Of_India_on_22_August_1980 | B_N_Mutto_Anr_vs_T_K_Nandi_on_29_November_1978 | Busching_Schmitz_Private_Ltd_vs_P_T_Menghani_And_Anr_on_17_March_1977",2.7,"Indu Bhusan Bose vs Rama Sundari Devi & Anr on 29 April, 1969"
8,C8_S6.0,17,"Nagindas Ramdas vs Dalpatram Ichharam @ Brijram And Ors on 30 November, 1973",0.00010152,"Nagindas Ramdas vs Dalpatram Ichharam @ Brijram And Ors on 30 November, 1973 | Sushil Kumar Metha vs Gobind Ram Bohra on 10 November, 1989 | Bahadur_Singh_Anr_vs_Muni_Subrat_Dass_Anr_on_16_October_1968 | K. K. Chari vs R. M. Seshadri on 16 March, 1973 | Phool_Chand_Sharma_And_Others_vs_Chandra_Shanker_Pathakand_Others_on_7_December_1962",3.3,"State Of Punjab (Now Haryana) And, Ors vs Amar Singh And Another on 21 January, 1974"
8,C8_S3.0,14,Associated_Hotels_Of_India_Ltd_Delhi_vs_S_B_Sardar_Ranjit_Singh_on_7_December_1967,8.046e-05,"Associated_Hotels_Of_India_Ltd_Delhi_vs_S_B_Sardar_Ranjit_Singh_on_7_December_1967 | Shalimar Tar Products Ltd vs H.C. Sharma & Ors on 12 November, 1987 | Kala And Another vs Madho Parshad Vaidya on 27 August, 1998 | M/S Bharat Sales Ltd vs Life Insurance Corporation Of India on 5 February, 1998 | Pulin Behari Lal vs Mahadeb Dutte And Ors on 3 February, 1993",2.2,B_M_Lall_Dead_By_L_Rs_vs_Dunlop_Rubber_Co_Ltd_Ors_on_18_July_1967
8,C8_S5.0,13,Ganpat_Ladha_vs_Sashikant_Vishnu_Shinde_on_21_February_1978,3.665e-05,"Ganpat_Ladha_vs_Sashikant_Vishnu_Shinde_on_21_February_1978 | Vora_Abbasbhai_Alimahomed_vs_Haji_Gulamnabi_Haji_Safibhai_on_22_October_1963 | Shah Dhansukhlal Chhaganlal vs Dalichand Virchand Shroff And Others on 1 March, 1968 | O_P_Kathpalia_vs_Lakhmir_Singh_Dead_And_Ors_on_23_July_1984 | Chandavarkar_Sita_Ratna_Rao_vs_Ashalata_S_Guram_on_25_September_1986",3.0,Chandavarkar_Sita_Ratna_Rao_vs_Ashalata_S_Guram_on_25_September_1986
