citing_id,cited_id
2254,1962138
3700,180091
6183,1652416
8137,885778
8397,653417
11141,1599768
12663,258864
13663,959860
14321,4354
15521,834589
18551,396336
22862,1878796
26511,1097199
27085,281502
27686,1533020
27721,281502
29974,801837
30421,732516
31572,281502
32418,1599768
33742,907531
33895,1423714
38559,1574616
39828,334293
41868,117343175
42129,353083
42484,1467661
43913,117343175
44218,281502
44938,834589
45048,1049882
45759,1432437
49043,117343175
49217,834589
51118,258864
52694,136109
52794,990746
53573,462743
54883,1652416
55284,561287
56772,353083
60118,254072
61554,1252014
61627,834589
61627,959860
63325,1652416
63844,732516
66359,885778
66719,497638
66801,1914817
67973,1252014
68158,440324
68666,334293
72503,1967040
76789,113492
76789,318782
76789,377098
76789,962828
76789,1553436
76789,1730415
76789,1925073
77461,117343175
77761,133024
78655,378583
80048,990746
85504,462743
86593,885778
93739,1684167
93885,959860
94289,1252014
95133,1914817
102341,1481962
103959,554839
105272,1967040
107126,1388066
111908,45759
113373,653417
115401,440324
117864,353083
120358,41868
120358,45759
120358,629631
120358,1857950
120358,40472258
120366,732516
124109,885778
124122,1072049
124420,353083
126467,1097199
128161,959860
131801,732701
132295,396336
133024,812810
133024,942668
133024,1544897
133024,1566753
133024,1643769
135247,834589
135592,117343175
136109,1041373
136406,732701
138849,1962138
139297,629631
140352,1251841
145245,432276
146718,1141020
151611,1825635
152816,349194
153713,286232
160686,629631
161935,1072049
162032,462743
162253,653417
163905,732701
163974,1443323
166023,462743
169835,432276
172999,1684167
173516,378583
173588,1270239
174957,732516
175031,396336
176152,1443323
177779,1949862
177779,117343175
180091,1710258
180091,1886825
180093,1049882
186516,629631
189473,281502
190996,1695140
191786,40472258
193593,133024
198135,1140709
202337,117343175
203982,885778
204623,990746
205398,990746
208331,561287
208764,117343175
209889,309469
210382,904979
217259,1432437
220260,959860
221432,353083
222626,1962138
223368,258864
224914,49043
227428,1072049
227715,1443323
233480,1097199
235114,1423714
243093,1825635
244330,378583
246686,1533020
251473,334293
251775,1467661
253323,1599768
253541,1825635
254072,32821
254072,1445130
254072,1725028
257876,41868
257876,45759
257876,334293
257876,554839
257876,629631
257876,1857950
257876,40472258
258714,281502
258864,45759
258864,437710
260558,1833042
265365,1878796
266032,904979
266134,611046
271521,353083
272207,286232
275180,1825635
276231,835938
277590,309469
277590,554839
277590,1097199
277590,1949862
277590,184660633
281502,18611
282515,378583
283154,1140709
285351,1388066
286232,361953
286232,1209123
286232,1418385
288536,497638
288951,653417
291256,1230342
293160,1949862
300282,1252014
301835,732701
302413,286232
306099,487667
306099,600234
307021,959860
307390,349194
308769,1481962
309877,45759
311809,4354
311809,1097199
318440,1072049
320327,1097199
324993,1684167
330852,180558
330852,359671
330852,549509
330852,1025069
330852,1039638
330852,1198432
330852,1284931
330852,1580235
332516,1382411
333633,353083
340104,1350925
341084,1825635
342033,1814791
348529,732701
349121,1072049
352215,1652416
353083,880360
355077,353083
355314,309469
357884,1967040
360332,133024
361693,378583
362710,133024
363559,281502
365582,1533020
370412,554839
370564,869781
370641,554839
378583,836345
378583,846754
378583,1201431
378583,1653414
378583,1921768
378583,1925373
382888,732516
383025,885778
384581,180091
387276,653417
387276,1599768
388201,396336
390247,629631
390912,1967040
391376,497638
391429,904979
391684,1467661
393077,281502
393132,353083
393203,885778
396336,619381
396336,1917328
396789,1684167
399438,1072049
400056,1072049
403435,1097199
406841,732516
407483,1652416
407809,1949862
409678,1140709
412084,554839
412742,948916
413999,554839
414717,59912
414976,1072049
416572,959860
419086,440324
424147,180091
426320,1967040
426595,1443323
427207,497638
429427,254072
429563,1072049
429968,353083
430528,1252014
430881,732701
431972,611046
432276,399972
432276,429242
433177,41868
434354,117343175
435006,1834462
435603,1914817
437305,497638
438019,1097199
438172,653417
440324,656658
440324,1964203
440348,281502
442007,611046
445682,1467661
446094,1481962
448257,1878796
448439,1140709
449914,732701
450999,281502
452311,990746
453039,611046
453430,281502
459241,990746
460379,1967040
462743,103981
462743,378583
462743,1359088
462743,1435913
462743,1808033
469010,396336
469820,432276
472343,124022295
475519,990746
475930,45759
476979,1962138
477701,133024
479649,1382411
480188,990746
482373,1382411
484171,59912
484429,1481962
484934,1962138
486410,1388066
488293,281502
488312,334293
488484,286232
493644,281502
494736,334293
495914,802260
496718,1913374
500423,1481962
500582,885778
505980,49043
512487,41868
512487,45759
512594,59912
513687,801837
513801,40472258
514162,959860
517205,732701
518533,1857950
526572,1467661
528870,462743
530528,353083
531294,1109872
533673,281502
533673,1652416
535135,834589
539198,440324
539218,1599768
540555,1825635
545243,254072
545523,1962138
550380,281502
554860,834589
556528,353083
561287,508866
561287,1536922
561287,1647933
561287,1880129
565910,462743
568290,732701
568630,611046
569530,1833042
575427,1140709
577270,629631
578827,1388066
579331,1467661
579699,1252014
580075,611046
581955,1684167
587510,180091
587794,629631
587807,440324
587965,258864
591006,1049882
591481,959860
591580,59678
591580,196155
591580,951773
591580,1087392
591580,1694488
593029,732701
593132,1967040
593401,258864
595648,41868
596458,1140709
596612,281502
597435,1574616
597435,1870386
599039,834589
602057,440324
603011,1652416
603313,462743
604105,959860
606042,1533020
606690,1140709
611046,810952
611046,1550731
611046,1747121
611046,1968370
619366,801837
619640,349194
619640,1049882
621247,554839
623885,1140709
624292,990746
627403,1962138
628273,1833042
631127,1467661
631175,1870386
632584,286232
632906,983794
634465,180091
634821,1467661
636647,1684167
637422,835938
638814,309469
640949,349194
645584,629631
646146,59912
647065,554839
650599,983794
650599,1141020
650599,1230342
650753,904979
651471,353083
652623,432276
653417,743851
653417,1109872
653417,1176020
656450,1049882
658608,309469
660275,45759
660275,440324
660275,834589
661985,281502
663812,1423714
667889,258864
672750,1481962
672882,1870386
673500,732516
673719,1684167
674013,258864
674196,732701
674332,1443323
675233,258864
675256,1140709
678115,1350925
678245,1949862
680397,1533020
685234,1949862
687712,440324
693034,885778
694945,1870386
695601,948916
697345,1350925
698518,1467661
698593,1443323
699773,1481962
701899,1548783
702098,59912
703393,184660633
704675,653417
708138,1382411
708425,1481962
708892,1967040
710610,1954356
710625,1870386
713170,1599768
717602,133024
717602,180091
718964,1878796
719735,885778
722448,732701
723286,629631
723567,1140709
725224,45759
725224,334293
725678,117343175
732516,112256
732516,282977
732516,633034
732516,740255
732516,1695348
733616,462743
735055,440324
735947,1072049
736062,732701
736543,1072049
736842,1388066
739248,1140709
740605,1140709
742157,4354
743851,1878796
747234,4354
748192,561287
749699,1533020
749737,59912
749759,254072
756058,117343175
760245,1072049
765201,701899
765493,885778
766077,41868
767258,1049882
768475,133024
769557,990746
773377,1599768
775246,41868
775246,629631
776758,1949862
779491,1949862
781462,1599768
782063,440324
783555,732701
785206,732701
786280,904979
788939,45759
789100,1230342
792415,561287
794202,1140709
798291,1443323
798996,1481962
799746,904979
800514,732516
804103,59912
805952,1684167
806206,1967040
807313,258864
807437,1652416
808068,258864
816232,1464203
819393,497638
819393,959860
819393,1382411
822717,1967040
823186,1574616
823186,1870386
824899,349194
830060,629631
830064,653417
831162,1072049
834589,316192
834589,465922
834589,721271
834589,1070355
834589,1432437
834589,1788368
834731,462743
835938,274576
835938,587260
835938,842028
835938,901887
835938,1099668
835938,1383115
836833,834589
837839,133024
838291,254072
838379,1270239
839285,629631
839637,497638
842003,1914817
845637,353083
846321,1652416
846624,1049882
853408,611046
856525,1652416
856631,4354
856747,396336
857323,1467661
857833,1382411
859804,1684167
860787,611046
861830,1684167
866097,653417
867595,1097199
869215,1049882
869781,262260
869781,332955
869781,1351947
870174,45759
871138,41868
871220,561287
873446,59912
879300,1443323
879573,1684167
881266,1141020
882034,1423714
886094,801837
886452,117343175
887445,1967040
891756,40472258
892047,117343175
893118,4354
895521,440324
896324,59912
898162,1049882
904325,258864
904979,135275
905389,133024
905806,462743
909486,834589
911769,653417
914245,258864
915930,258864
916043,1599768
916907,440324
918608,1252014
923217,1914817
923525,1252014
926622,330852
929518,1481962
930732,49043
931828,1382411
932236,133024
933428,701899
933428,1962138
935854,653417
935946,136109
936665,835938
938372,835938
939693,834589
940667,990746
942104,309469
943333,885778
946004,378583
948679,258864
948743,1954356
948916,147371
948916,333151
948916,1144998
948916,1806917
951956,1599768
952944,629631
955421,611046
957368,117343175
958039,869781
958983,254072
959860,43023
959860,456839
959860,815602
959860,1382411
959860,1857950
960109,1072049
960447,1467661
961037,309469
963745,440324
963790,258864
963833,1072049
964792,180091
965622,1049882
966420,254072
967713,561287
969932,1878796
972212,554839
972399,462743
973363,959860
974446,309469
974446,554839
977604,1967040
977956,49043
980438,834589
981621,1252014
982233,1097199
983794,1719234
987811,801837
989719,1049882
990461,732701
990668,353083
994554,561287
998066,497638
998647,531294
1000179,281502
1000631,835938
1001892,495914
1001923,497638
1001923,1481962
1002318,1072049
1003956,653417
1004330,1652416
1005108,1382411
1006436,1599768
1006515,1870386
1007390,653417
1008545,41868
1008545,629631
1009494,462743
1010432,40472258
1012739,497638
1014602,49043
1020239,378583
1021888,1949862
1022666,990746
1023227,1140709
1023307,1443323
1025064,1533020
1025719,497638
1027286,1097199
1027312,990746
1031385,1574616
1031385,1870386
1032674,462743
1033333,378583
1035752,1252014
1038331,1467661
1041398,334293
1052471,611046
1054423,732701
1054809,1833042
1055420,1695140
1056467,133024
1056467,611046
1059296,904979
1059862,1533020
1060754,1443323
1063694,990746
1063853,1949862
1063853,184660633
1066508,1967040
1072049,906566
1072049,1339020
1072049,1512527
1072049,1692812
1072049,1869908
1074249,1481962
1076470,49043
1076609,1141020
1076779,1252014
1076942,309469
1078767,1481962
1078979,1443323
1079389,1097199
1079900,1072049
1081796,1833042
1081909,1949862
1083775,281502
1085449,1652416
1085766,40472258
1087756,1423714
1088529,124022295
1090771,1140709
1091049,885778
1096900,1097199
1097199,4354
1097409,495914
1097449,834589
1098364,349194
1098573,1954356
1103165,497638
1104826,990746
1105044,153292751
1105310,1481962
1105428,45759
1106444,59912
1106874,495914
1107504,653417
1116469,1443323
1116571,948916
1116858,904979
1116909,281502
1117331,1599768
1117408,1140709
1118284,629631
1120945,1423714
1122039,349194
1122881,497638
1124131,1599768
1124194,59912
1125119,834589
1125885,1049882
1131995,511375
1134221,353083
1136799,497638
1139065,1140709
1141020,846754
1141020,1182946
1141020,1418896
1141096,834589
1142235,440324
1143605,1252014
1143870,732701
1146938,1049882
1147049,353083
1147400,1695140
1149431,959860
1149431,1857950
1152914,1140709
1155644,1140709
1156375,846754
1156375,1141020
1156375,1201431
1156375,1653414
1156375,1921768
1156375,1925373
1156606,4354
1157189,1857950
1157189,40472258
1158072,1954356
1161613,1962138
1163295,1072049
1165091,286232
1165342,124022295
1169457,1097199
1172650,133024
1172802,440324
1172802,1967040
1175757,462743
1176861,1443323
1178328,495914
1184015,959860
1184754,1097199
1188214,40472258
1189222,133024
1189525,286232
1190671,462743
1193965,554839
1195394,432276
1197688,1652416
1201493,959860
1202527,349194
1203308,133024
1204674,4354
1205362,990746
1209572,1140709
1211267,1252014
1211982,117343175
1224982,334293
1225227,1049882
1225642,1954356
1227985,1870386
1228540,732516
1228947,1533020
1228947,1913374
1230021,432276
1231633,41868
1231633,629631
1232310,462743
1235094,959860
1235907,117343175
1236494,990746
1237648,117343175
1239882,495914
1242870,440324
1242870,1072049
1244757,1652416
1248239,45759
1248877,1382411
1249404,1962138
1251841,959234
1252014,303875
1252014,487972
1252014,617376
1252014,1042719
1252014,1632245
1252751,1652416
1255002,117343175
1255125,1833042
1255534,440324
1256188,59912
1257235,1049882
1257554,904979
1259230,41868
1262373,1967040
1265863,1652416
1265991,732701
1266121,1599768
1266374,353083
1266379,1072049
1267605,1464203
1269520,1252014
1270239,4354
1270239,456839
1270239,1256541
1270239,1857950
1271762,1252014
1272620,1599768
1277494,1467661
1277758,1533020
1278159,1388066
1279438,834589
1280274,1825635
1283865,59912
1286645,117343175
1288287,801837
1289240,1599768
1293557,1949862
1293557,184660633
1297704,440324
1298255,1481962
1299458,406910
1299632,904979
1300361,440324
1300452,497638
1301452,59912
1302911,732701
1304379,1533020
1306269,1252014
1307974,1097199
1311163,1097199
1311408,959860
1314934,440324
1315696,1423714
1317121,1481962
1319872,133024
1323154,1574616
1323484,1533020
1326102,1423714
1327434,378583
1327892,349194
1329385,432276
1330308,117343175
1330989,1967040
1333211,1072049
1335730,378583
1336689,1684167
1337929,258864
1339530,1954356
1341346,286232
1343339,1967040
1348255,1574616
1348255,1870386
1348363,334293
1348363,1949862
1351187,1652416
1352791,1382411
1353689,1270239
1354136,629631
1356643,133024
1356783,561287
1357427,653417
1357450,353083
1359276,885778
1359680,701899
1362275,286232
1363349,885778
1363436,1652416
1366410,1072049
1368877,1833042
1369591,1967040
1370126,1533020
1371246,254072
1380739,133024
1382208,834589
1384906,59912
1386809,133024
1386846,497638
1387001,1072049
1388066,695434
1388066,1024853
1388066,1768152
1389647,653417
1390825,1684167
1394238,1252014
1394419,497638
1395554,1599768
1395656,254072
1395762,254072
1395920,1967040
1396529,1072049
1400154,1140709
1402243,281502
1404351,959860
1406316,49043
1408796,1878796
1410032,1684167
1410043,948916
1412427,1097199
1412808,904979
1412888,378583
1413227,117343175
1414177,45759
1419410,1423714
1421227,1684167
1422861,990746
1423714,1286874
1423714,1642495
1423973,732701
1424504,885778
1424577,1049882
1424595,258864
1425906,611046
1426371,136109
1426669,1423714
1427428,1878796
1427611,1252014
1428689,629631
1429431,133024
1430866,1097199
1433697,1423714
1433806,309469
1433806,1097199
1434135,497638
1437004,885778
1437756,1097199
1440720,885778
1443259,561287
1445696,684433
1446617,1270239
1448611,334293
1449056,732701
1452180,1825635
1454326,1049882
1455566,136109
1458911,732701
1460182,1382411
1461948,1967040
1467661,306592
1467661,972950
1467661,1023175
1467661,1052453
1467661,1071338
1467661,1423213
1469043,611046
1470998,1443323
1472271,4354
1472271,334293
1472657,1684167
1474119,41868
1475522,4354
1476145,1382411
1479464,1533020
1481962,53149
1481962,933844
1482452,309469
1482991,59912
1483228,1382411
1487130,1481962
1488034,334293
1488314,497638
1490187,41868
1498272,1097199
1500150,611046
1503363,1072049
1508083,440324
1508717,258864
1509548,1072049
1513514,1467661
1516586,1684167
1516689,1443323
1517722,1533020
1518638,353083
1519712,117343175
1521246,309469
1525737,1533020
1527049,1878796
1527685,353083
1531617,59912
1533020,1036851
1538604,349194
1540379,136109
1540683,349194
1540846,1049882
1541677,462743
1541754,611046
1542443,349194
1542594,1467661
1543138,1599768
1550404,990746
1551276,732701
1551793,497638
1553973,1967040
1555028,1684167
1557024,732701
1557975,1481962
1559878,732701
1562052,1833042
1564435,561287
1569283,353083
1569407,258864
1571245,834589
1572763,258864
1573500,133024
1573500,180091
1574616,187606
1574616,1807847
1574616,1870386
1575554,1962138
1577883,1695140
1582923,1140709
1586044,1962138
1586411,1382411
1593346,1870386
1594135,497638
1594661,629631
1603336,4354
1604406,1949862
1604707,1140709
1606869,629631
1607689,1467661
1611518,1878796
1613373,1481962
1614979,1878796
1615373,1230342
1615801,1467661
1623272,1652416
1623654,1652416
1628612,1833042
1635419,59912
1635553,1962138
1636262,1599768
1637914,611046
1637934,1814791
1638134,1949862
1638808,117343175
1639248,117343175
1640656,440324
1640929,1684167
1642054,959860
1642177,396336
1642539,281502
1643138,959860
1643138,40472258
1643413,885778
1645535,653417
1647777,611046
1650943,653417
1652416,242776
1652416,814692
1652416,987299
1652416,1012363
1652416,1241624
1653923,885778
1655061,531294
1655803,1825635
1658712,1049882
1659135,885778
1661851,1072049
1662582,1962138
1662587,497638
1664202,281502
1665901,1140709
1666453,1914817
1667062,309469
1667302,1599768
1668273,1833042
1668690,835938
1668752,254072
1669824,281502
1670877,462743
1676885,1599768
1677837,184660633
1679808,1833042
1680642,1467661
1681078,653417
1683293,1652416
1683401,49043
1683423,334293
1684167,128918
1684167,272113
1684167,461032
1684167,970959
1684167,1733204
1685444,353083
1686795,1141020
1687496,990746
1690281,462743
1691358,1949862
1691358,184660633
1692965,1574616
1694807,59912
1696742,117343175
1697061,378583
1697378,653417
1698049,990746
1698305,462743
1701572,990746
1702548,1423714
1704032,495914
1709098,353083
1713354,885778
1717334,1467661
1721299,462743
1722454,353083
1724907,353083
1726213,180091
1728536,1072049
1730679,1467661
1733535,834589
1734339,834589
1734917,1825635
1735815,41868
1735815,834589
1735815,1857950
1735815,1954356
1738015,1443323
1738306,1833042
1738805,801837
1742937,281502
1747883,706842
1747883,967999
1747883,1035827
1748026,834589
1750663,41868
1750663,45759
1750663,629631
1751300,1833042
1751684,180091
1752222,611046
1756202,1049882
1757498,462743
1758585,462743
1758998,180091
1766147,959860
1766147,1857950
1766147,40472258
1772279,611046
1772349,184660633
1772653,1481962
1773000,611046
1774911,462743
1775974,349194
1776124,885778
1779819,180091
1784814,281502
1786631,45759
1786669,1870386
1789664,353083
1790661,10438037
1794490,353083
1796263,349194
1797770,462743
1799890,4354
1800034,801837
1800493,1870386
1802721,990746
1807856,1443323
1810048,885778
1813083,4354
1813801,309469
1814791,487667
1814791,600234
1815215,1443323
1816632,1443323
1819442,353083
1819987,1878796
1822850,497638
1825635,213257
1825635,1113243
1825635,1635124
1826493,1072049
1827095,1481962
1827718,561287
1827718,1049882
1828251,959860
1832689,349194
1835246,117343175
1835803,59912
1835954,1140709
1838318,1252014
1841418,286232
1844651,1140709
1845748,1252014
1851824,1533020
1854510,907531
1856965,554839
1867954,349194
1869733,258864
1870386,71904
1870386,1412375
1870386,1732642
1870386,1921768
1872877,184660633
1874107,349194
1874695,801837
1874783,153292751
1876942,462743
1878796,26020
1878796,1070931
1879556,1684167
1880343,1652416
1882267,561287
1886499,990746
1887230,948916
1888939,1652416
1893534,396336
1895556,1533020
1899206,1599768
1901852,1097199
1901852,1949862
1902100,701899
1902194,349194
1902870,378583
1905675,349194
1908856,41868
1911470,834589
1912371,983794
1913374,472868
1913374,1035827
1913374,1832450
1915084,497638
1915525,1270239
1919617,1652416
1922566,1049882
1929739,1870386
1932401,59912
1933730,495914
1934247,133024
1935079,834589
1935819,1967040
1938462,1533020
1943181,732701
1943616,1870386
1946594,1097199
1947777,1533020
1949862,4354
1949862,487667
1949862,184660633
1950452,180091
1950578,462743
1951865,1962138
1954587,801837
1956502,1481962
1959851,1949862
1961745,904979
1962138,590274
1962765,133024
1963279,334293
1963535,258864
1963913,41868
1967040,98254
1967040,151299
1967135,1599768
1970195,1967040
1975366,1967040
1976053,440324
1981099,59912
1983799,1949862
1985160,1599768
1987495,904979
1987731,1481962
1988086,1825635
1988305,281502
1988958,1914817
1991352,59912
1992052,1464203
1992823,732701
1993213,1140709
1993629,1140709
1996908,353083
1998662,834589
1999764,1684167
2015131,1388066
2032310,153292751
2143918,4354
2326507,1388066
3271589,561287
3273584,41868
3491843,254072
3632092,1382411
3632092,1857950
3770758,254072
3821733,1857950
4178902,1270239
4194351,180091
4363116,531294
4436830,41868
4544974,1270239
4843313,629631
4988728,10438037
5162452,440324
5278763,1270239
5530948,948916
5546193,1443323
5999701,1599768
6664825,1652416
6684012,309469
6885922,801837
6977594,684433
7614885,554839
7764729,1467661
8215219,1049882
8252904,904979
8432882,495914
8469286,1913374
8956937,1857950
9199384,1350925
9271306,684433
9463659,1252014
9513229,396336
10040298,1141020
10328902,4354
10335553,153292751
10452136,1141020
10453056,1599768
10848008,732516
11046647,495914
11228677,45759
11311815,835938
11666239,1467661
11744226,1350925
12171629,349194
12327469,684433
12743045,801837
12821623,1230342
13018932,684433
13078302,495914
13377397,611046
13460461,1825635
13563916,1825635
13614418,1954356
14233715,180091
14599166,440324
14956729,432276
15003771,554839
15083080,1140709
15682741,1230342
15724178,684433
16954900,1914817
17069359,987059
17713041,1533020
17865211,1825635
17964671,1423714
18027599,254072
18213767,990746
18219309,45759
18219309,684433
18737140,1270239
18854876,732516
19202994,653417
19587500,611046
19844394,684433
19850655,1388066
20006265,1954356
20009266,1954356
20054927,1814791
20086114,184660633
20615895,732516
20624646,732516
20709351,1962138
20953729,440324
21266288,41868
21266288,45759
21266288,629631
21266288,1857950
21266288,40472258
21288843,117343175
21614984,554839
21854321,1388066
22838480,987059
23390428,396336
23662172,432276
24014925,1388066
24358922,1388066
24576246,432276
24727768,885778
25047192,554839
25088910,432276
25182697,4354
25342786,732516
25483054,309469
25513722,309469
25658549,1049882
25937770,1954356
26093668,309469
26264657,732516
26269189,1878796
26383490,554839
26473588,732516
26806941,1049882
27176880,495914
27628570,4354
27628570,1949862
27913709,1949862
27917224,349194
28289595,987059
28502913,1914817
28770872,1467661
29417498,432276
29585629,1962138
29648107,684433
29720065,1825635
30644455,1141020
30739136,990746
30854005,1423714
31123093,983794
31452564,1467661
31848043,184660633
31888579,1825635
31920553,1270239
32127014,1388066
32128086,40472258
32698555,948916
32812940,1230342
33104202,1954356
33119787,254072
33867478,1443323
33993192,1914817
35538754,1467661
35714266,378583
35728754,983794
35767550,1270239
35885770,885778
36346646,1954356
36491588,1423714
36791238,1684167
37014116,835938
37159329,254072
37475462,133024
37475462,835938
37475462,1481962
37475462,1533020
38101388,1270239
38139168,835938
38242572,432276
38442179,1914817
38642380,396336
38706019,983794
38717061,1141020
38775548,334293
38852768,180091
39061878,629631
40094793,495914
40256527,349194
40340467,1252014
40472258,43023
40472258,456839
40472258,1382411
40472258,1857950
40534452,180091
40644890,1825635
40818479,1097199
40832665,801837
40852649,1350925
40882465,184660633
40965627,948916
40997044,987059
41148341,1825635
41258240,180091
41709409,495914
42064579,1857950
42087403,432276
42264041,1954356
42297253,1913374
42434434,1270239
42506363,1049882
42868938,396336
43097365,531294
43122606,1814791
43475503,959860
43475503,1857950
43475503,40472258
43580703,184660633
43824537,1481962
43824537,1533020
44331499,1962138
44350057,133024
44389326,629631
44399666,1443323
44522644,885778
44587433,254072
44683388,286232
44703167,904979
44869332,1857950
45114727,4354
45758819,1141020
46586233,153292751
46644806,254072
46676868,495914
46757225,987059
47347016,1270239
47772192,983794
48198586,1230342
48359236,150369
48422447,1954356
48513198,133024
48610969,258864
48663044,835938
48858447,4354
48858447,1097199
48858447,1949862
48886436,1049882
49570115,495914
49625991,948916
49726423,1962138
50177013,254072
50443594,184660633
50456449,554839
50691477,396336
51236142,497638
51301596,983794
51301596,1141020
51378414,180091
51782092,4354
52823043,732701
52851832,561287
53012960,432276
53102828,948916
53158279,1954356
53558237,440324
53741714,184660633
53777784,987059
54867978,554839
54965763,1825635
54987617,1913374
55035251,611046
55491753,987059
55557556,1954356
55659382,59912
55729790,432276
55864417,1954356
56539943,1350925
56657630,309469
56985784,1270239
57150963,59912
57278778,1878796
57805343,153292751
57843498,349194
57866017,254072
59271498,1814791
59385896,801837
59481331,1878796
60011957,76789
60077703,987059
60261861,983794
60443377,41868
60477445,117343175
60572120,987059
60703239,1350925
60711997,184660633
60845210,1949862
60933404,1825635
61004794,554839
61553344,1533020
62046436,378583
62883240,1833042
62996175,1270239
63167072,983794
63167072,1141020
63167072,1230342
63836563,1814791
64028337,1423714
64082131,959860
64323620,684433
64428960,561287
64514060,987059
64522421,1230342
64600974,1878796
64977034,349194
65179217,495914
65486338,1382411
65489522,959860
66668330,1388066
66704740,41868
66970168,1857950
66980861,684433
67233379,1857950
67914590,1270239
67965481,1388066
68120189,1962138
68170353,959860
68529329,834589
68546049,1481962
68623195,396336
68822218,983794
68845867,959860
69062347,1878796
69463619,432276
69696621,349194
69852517,732516
70110195,835938
70279641,440324
70459194,885778
70738629,801837
71247580,180091
71375399,987059
71907011,334293
72516283,133024
72678011,1230342
72980897,1230342
73130866,59912
73191080,1270239
73433446,184660633
73453922,1954356
73681485,983794
73698898,554839
74070681,1388066
74262296,4354
74285867,1533020
74292896,561287
74295525,1652416
74449474,801837
74984974,948916
75275145,983794
75324425,987059
75760098,396336
75870114,1230342
75927421,254072
75974176,1949862
76032929,254072
76095959,987059
76838053,561287
76901444,1141020
76963652,1388066
77224056,1684167
77277332,1388066
77634999,286232
77710233,1230342
77815525,1825635
77877133,948916
77879976,1388066
78024279,1833042
78269326,611046
78293064,309469
78357707,1878796
78380249,948916
78486010,983794
78771941,1049882
78864992,432276
78902465,987059
79230178,948916
79917670,497638
80428915,41868
80428915,554839
80632649,396336
80640437,1878796
80851040,987059
80885595,1684167
80983407,1914817
81005738,1857950
81158813,1814791
81307257,1684167
81349208,495914
81503395,653417
81669689,948916
81677180,1954356
81744794,1878796
81850711,1388066
81927059,396336
82600930,554839
82675563,1230342
82729634,41868
82872698,184660633
82982423,948916
83030621,885778
83158777,959860
83371860,1443323
83630304,136109
83831324,1270239
84449954,4354
84503853,4354
84866011,1825635
85012868,1049882
85339342,1481962
85765832,133024
85845131,1141020
85889672,653417
86585897,1467661
86735112,1230342
86868136,1467661
86903801,1252014
87022322,987059
87187399,1270239
87321299,1252014
87630414,41868
87657272,136109
87737087,117343175
87821876,396336
87859847,1350925
88174024,684433
88288536,1423714
89007121,835938
89325957,432276
89544689,684433
89717025,349194
89755946,653417
90301992,983794
90327852,835938
90427619,948916
90519018,1350925
91099387,1388066
91938676,1857950
91982840,1914817
92244590,396336
92516226,1914817
92574503,334293
92640898,1072049
92854857,869781
93100107,349194
93184128,1230342
93515504,948916
93654640,732516
93826449,396336
94023858,1382411
94040185,835938
94946396,732516
95150425,1878796
95535815,1382411
95595254,1481962
95834046,835938
95924543,396336
96065243,254072
96314152,1599768
96483162,180091
96867009,180091
96988852,1695140
98169561,1230342
98285307,1388066
98774612,432276
98959833,184660633
99090701,334293
99105471,41868
99149123,732701
99539744,1141020
99752644,1423714
99787407,432276
100203050,462743
100226812,396336
100291026,40472258
100386401,987059
100958757,1270239
101348793,4354
101527260,378583
101898731,1962138
101986629,1825635
102039561,835938
102260448,1913374
102266962,136109
102278134,1270239
102400147,153292751
102425343,180091
102741920,1599768
102894540,983794
103090195,180091
103123280,835938
103843545,330852
104159732,1350925
104213526,1350925
104553978,1252014
104661990,983794
105237243,1599768
105292391,334293
105663305,1097199
106120389,1141020
106138032,1814791
106735741,1954356
107147122,987059
107194354,378583
107194354,462743
107492053,1962138
107627687,1954356
107745042,1423714
107745042,1913374
107762838,1350925
107791183,1423714
107802990,378583
108687647,334293
108907906,1962138
109002889,180091
109013602,1870386
109014243,987059
109797671,561287
110084846,1467661
110705101,309469
110806234,133024
110960159,983794
110960159,1141020
110960159,1230342
111145516,561287
111620598,1857950
