source,source_cluster_id,source_opinion_ids,source_case,source_year,source_url,cited_cluster_id,citing_opinion_ids,cited_opinion_ids,cited_name,cited_url
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1260309,2582751,1260309,Jackson v. Stevens Well Service,https://www.courtlistener.com/opinion/1260309/jackson-v-stevens-well-service/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1445650,2582751,1445650,"Stockman v. Goodyear Tire & Rubber Co. of Kansas, Inc.",https://www.courtlistener.com/opinion/1445650/stockman-v-goodyear-tire-rubber-co-of-kansas-inc/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1351857,2582751,1351857,Reese v. Gas Engineering & Construction Co.,https://www.courtlistener.com/opinion/1351857/reese-v-gas-engineering-construction-co/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,2616253,2582751,2616253,Gillig v. Cities Service Gas Co.,https://www.courtlistener.com/opinion/2616253/gillig-v-cities-service-gas-co/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1198587,2582751,1198587,Makalous v. Kansas State Highway Commission,https://www.courtlistener.com/opinion/1198587/makalous-v-kansas-state-highway-commission/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,7211934,2582751,7123736,Graber v. Crossroads Cooperative Ass'n,https://www.courtlistener.com/opinion/7211934/graber-v-crossroads-cooperative-assn/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1425721,2582751,1425721,Roberts v. Krupka,https://www.courtlistener.com/opinion/1425721/roberts-v-krupka/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1386074,2582751,1386074,"Wietharn v. Safeway Stores, Inc.",https://www.courtlistener.com/opinion/1386074/wietharn-v-safeway-stores-inc/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1186411,2582751,9552198,Nance v. Harvey County,https://www.courtlistener.com/opinion/1186411/nance-v-harvey-county/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,1292303,2582751,1292303,"Frazier v. Mid-West Painting, Inc.",https://www.courtlistener.com/opinion/1292303/frazier-v-mid-west-painting-inc/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,2637869,2582751,2637869,Webber v. Automotive Controls Corp.,https://www.courtlistener.com/opinion/2637869/webber-v-automotive-controls-corp/
courtlistener,2582751,2582751,Logsdon v. Boeing Co.,2006,https://www.courtlistener.com/opinion/2582751/logsdon-v-boeing-co/,2621668,2582751,9795270,Foos v. Terminix & Zurich America Insurance,https://www.courtlistener.com/opinion/2621668/foos-v-terminix-zurich-america-insurance/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,91710,3135358,91710,Norton v. Shelby County,https://www.courtlistener.com/opinion/91710/norton-v-shelby-county/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,8304964,3135358,8271817,Lang v. Mayor of Bayonne,https://www.courtlistener.com/opinion/8304964/lang-v-mayor-of-bayonne/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,7070617,3135358,6975048,People ex rel. City of Danville v. Fox,https://www.courtlistener.com/opinion/7070617/people-ex-rel-city-of-danville-v-fox/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,7071100,3135358,6975570,Board of Highway Commissioners v. City of Bloomington,https://www.courtlistener.com/opinion/7071100/board-of-highway-commissioners-v-city-of-bloomington/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,3417259,3135358,3413465,Mills v. Peoples Gas Light & Coke Co.,https://www.courtlistener.com/opinion/3417259/mills-v-peoples-gas-light-coke-co/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,3416608,3135358,3412754,The People v. Schraeberg,https://www.courtlistener.com/opinion/3416608/the-people-v-schraeberg/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,3416571,3135358,3412716,Keslick v. Williams Oil-O-Matic Heating Corp.,https://www.courtlistener.com/opinion/3416571/keslick-v-williams-oil-o-matic-heating-corp/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,103264,3135358,103264,Chicot County Drainage District v. Baxter State Bank,https://www.courtlistener.com/opinion/103264/chicot-county-drainage-district-v-baxter-state-bank/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2199244,3135358,2199244,People Ex Rel. Pauling v. Misevic,https://www.courtlistener.com/opinion/2199244/people-ex-rel-pauling-v-misevic/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2039075,3135358,2039075,Fiorito v. Jones,https://www.courtlistener.com/opinion/2039075/fiorito-v-jones/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2342240,3135358,2342240,Downs v. Jacobs,https://www.courtlistener.com/opinion/2342240/downs-v-jacobs/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2087821,3135358,2087821,"Van Driel Drug Store, Inc. v. Mahin",https://www.courtlistener.com/opinion/2087821/van-driel-drug-store-inc-v-mahin/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2201452,3135358,2201452,Meegan v. Village of Tinley Park,https://www.courtlistener.com/opinion/2201452/meegan-v-village-of-tinley-park/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,108757,3135358,9425240,Lemon v. Kurtzman,https://www.courtlistener.com/opinion/108757/lemon-v-kurtzman/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,1964192,3135358,1964192,Perkins v. Eskridge,https://www.courtlistener.com/opinion/1964192/perkins-v-eskridge/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2090213,3135358,2090213,"Arnold Engineering, Inc. v. Industrial Commission",https://www.courtlistener.com/opinion/2090213/arnold-engineering-inc-v-industrial-commission/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2463547,3135358,9778424,State Ex Rel. Cardinal Glennon Memorial Hospital for Children v. Gaertner,https://www.courtlistener.com/opinion/2463547/state-ex-rel-cardinal-glennon-memorial-hospital-for-children-v-gaertner/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,2055472,3135358,9535668,Wagshal v. Selig,https://www.courtlistener.com/opinion/2055472/wagshal-v-selig/
courtlistener,3135358,3135358,Perlstein v. Wolk,2006,https://www.courtlistener.com/opinion/3135358/perlstein-v-wolk/,381368,3135358,9467015,United States v. John A. Depoli,https://www.courtlistener.com/opinion/381368/united-states-v-john-a-depoli/
