source,target,weight
973363,1024002,1
973363,1406924,1
973363,41868,1
973363,1378441,1
973363,12918868,1
973363,170199134,1
973363,63773599,1
973363,647227,1
973363,109952642,1
973363,128750983,1
973363,1656199,1
973363,773809,1
973363,800551,1
973363,574894,1
973363,134715,1
973363,784506,1
775246,45725351,1
775246,49756294,1
775246,170506911,1
775246,108209556,1
775246,198645174,1
775246,367586,1
775246,1656199,1
775246,34776269,1
775246,1712542,1
775246,660119,1
775246,282612,1
775246,7764108,1
775246,13545186,1
775246,42166438,1
775246,151928709,1
775246,70990350,1
775246,174122708,1
775246,23334409,1
775246,783690,1
775246,1325025,1
775246,1832764,1
775246,175284578,1
775246,789969,1
775246,41868,1
775246,139381280,1
775246,122824937,1
775246,1522831,1
775246,132249,1
775246,112106767,1
775246,94828884,1
775246,27622490,1
775246,189791822,1
775246,45262061,1
775246,161745989,1
775246,20210912,1
775246,141284616,1
775246,34202050,1
775246,133656169,1
775246,629631,1
775246,354224,1
775246,1143713,1
142239,1406604,1
142239,1317393,1
142239,1226884,1
1459730,1596533,1
1459730,367586,1
1459730,981147,1
1459730,144548959,1
1459730,51081052,1
1459730,258019,1
1459730,354224,1
1459730,1815080,1
1459730,4354,1
1459730,334293,1
1459730,184660633,1
1459730,1949862,1
1459730,115607,1
1459730,1063853,1
1459730,1249510,1
1459730,139104,1
1683423,244297,1
1683423,4377279,1
1683423,8438375,1
1683423,32813850,1
1683423,1010805,1
1683423,194442572,1
1683423,882644,1
1683423,130280969,1
1683423,150215767,1
1683423,1721129,1
1683423,334293,1
1683423,73946735,1
1683423,118389017,1
1683423,1953529,1
1683423,429611,1
1683423,697566,1
1683423,3446826,1
1683423,15819849,1
1683423,56587736,1
1683423,93056159,1
1683423,121154970,1
1683423,1248826,1
1683423,150006602,1
1683423,772605,1
1683423,93812919,1
1683423,299076,1
1683423,1893580,1
1683423,1893993,1
1683423,850939,1
1683423,258019,1
1683423,808094,1
1683423,1142233,1
1683423,1786180,1
1683423,1559782,1
1683423,640356,1
1683423,427855,1
1683423,249731,1
1683423,1537130,1
1683423,656658,1
1683423,134715,1
1683423,574894,1
1683423,77052,1
1683423,1942013,1
1683423,655638,1
1683423,1199182,1
1683423,34776269,1
1683423,74707141,1
1683423,31296977,1
1683423,176697345,1
68666,130280969,1
68666,1721129,1
68666,4377279,1
68666,334293,1
68666,32813850,1
68666,194442572,1
68666,73946735,1
68666,697566,1
68666,429611,1
68666,15819849,1
68666,56587736,1
68666,93056159,1
68666,121154970,1
68666,1248826,1
68666,882644,1
68666,1893580,1
68666,8438375,1
68666,33738781,1
68666,808094,1
68666,772605,1
68666,1010805,1
68666,93812919,1
68666,299076,1
68666,1893993,1
68666,850939,1
68666,258019,1
68666,1786180,1
68666,94809,1
68666,1953529,1
68666,656658,1
68666,427855,1
68666,249731,1
68666,1537130,1
68666,244297,1
68666,134715,1
68666,574894,1
68666,77052,1
68666,1942013,1
68666,655638,1
68666,1199182,1
68666,34776269,1
68666,74707141,1
68666,31296977,1
68666,777353,1
9122,1326844,1
9122,1436241,1
9122,1243353,1
1631593,697591,1
1631593,1854894,1
732821,55081742,1
732821,1525624,1
732821,171398,1
732821,184733422,1
732821,1003813,1
732821,1084525,1
732821,126047447,1
732821,93056159,1
732821,1189104,1
732821,1757961,1
732821,1454268,1
732821,138062738,1
732821,1838225,1
732821,930201,1
732821,358020,1
732821,94324342,1
732821,1273524,1
732821,911653,1
1489900,48387387,1
1489900,31299555,1
1489900,94516564,1
1775824,789969,1
1775824,711469,1
1775824,71858690,1
1775824,1509588,1
1775824,967815,1
1029264,935769,1
1029264,626103,1
1029264,981147,1
1029264,93056159,1
1029264,177063833,1
1029264,22445568,1
1029264,9942526,1
1029264,108791183,1
1029264,110155406,1
1029264,186756072,1
1029264,93237429,1
1029264,103249210,1
1029264,10558664,1
1029264,43665862,1
1029264,30008281,1
1029264,1386061,1
1029264,1712542,1
1465149,51266069,1
1465149,143321906,1
1465149,55020260,1
1465149,1011888,1
1465149,163424139,1
1465149,9719236,1
1465149,1647563,1
1465149,190759520,1
1465149,153279772,1
1465149,1596533,1
1465149,11497734,1
1465149,1317393,1
1465149,1353758,1
937486,427855,1
937486,614870,1
937486,1797219,1
937486,55081742,1
937486,34511,1
937486,31824,1
937486,653417,1
937486,181440373,1
937486,1712542,1
251775,789969,1
251775,768381,1
251775,339978,1
251775,192089,1
251775,711469,1
251775,1306401,1
251775,39011,1
251775,261417,1
251775,1467661,1
251775,153279772,1
251775,19828823,1
251775,1353758,1
251775,638696,1
251775,1970428,1
251775,322427,1
251775,972950,1
251775,545792,1
251775,1215851,1
251775,970796,1
251775,14173,1
251775,1623046,1
251775,171278,1
251775,1933944,1
251775,169299843,1
251775,1863103,1
251775,189103,1
251775,1907896,1
251775,191105,1
251775,694023,1
251775,205317,1
251775,1954990,1
1225694,1702344,1
661850,1695125,1
661850,931610,1
661850,1341640,1
661850,1246049,1
661850,213257,1
661850,1089401,1
1089401,213257,1
1089401,238807,1
1089401,1313873,1
1089401,269040,1
1089401,246389,1
1089401,103053,1
1089401,1326950,1
1089401,808094,1
1089401,1341640,1
1089401,1635124,1
1089401,716788,1
1089401,1262197,1
1089401,1246049,1
1450722,1712542,1
1450722,34511,1
1450722,1331149,1
1450722,34776269,1
1450722,181440373,1
1450722,937486,1
1450722,427855,1
1450722,1797219,1
1450722,442349,1
1450722,1150040,1
1450722,1959866,1
1450722,1740954,1
1450722,146936478,1
1450722,158161760,1
1450722,1656576,1
1450722,808713,1
1450722,1219198,1
1450722,155763443,1
1450722,1013291,1
1450722,122388787,1
1450722,128439834,1
1450722,53867724,1
1450722,91956342,1
1450722,176529644,1
1239692,1211669,1
248671,1857402,1
248671,981147,1
248671,816289,1
248671,129794892,1
248671,214169,1
941160,1712542,1
941160,1959284,1
941160,1011888,1
941160,1331149,1
941160,574258,1
941160,300888,1
941160,1289802,1
941160,1328023,1
941160,107472,1
941160,12910,1
941160,1373432,1
941160,1702463,1
941160,789969,1
698486,1011888,1
698486,1598978,1
698486,287335,1
1625415,867444,1
1625415,1757983,1
1625415,51447063,1
1625415,94712671,1
1625415,139253378,1
1625415,161831507,1
1625415,1636630,1
1625415,587260,1
1625415,225810,1
1625415,1536891,1
1625415,138097064,1
1625415,1950800,1
1625415,831968,1
1306519,1160228,1
1306519,258019,1
1306519,445276,1
1306519,366712,1
1306519,769517,1
1306519,1073786,1
1306519,73521,1
1306519,981147,1
1306519,153279772,1
1306519,1569253,1
1306519,1164912,1
1306519,1712542,1
1306519,1953529,1
1306519,166986045,1
1306519,142964208,1
1306519,921930,1
1306519,839878,1
1306519,211471,1
1306519,334170,1
1306519,1746646,1
1306519,1039145,1
1306519,842059,1
1306519,850208,1
1306519,13443723,1
1306519,731516,1
1306519,900328,1
1306519,43650,1
1306519,996365,1
1778510,54468672,1
1778510,1596533,1
1778510,2036830,1
1778510,181510278,1
1778510,211413,1
1778510,46493701,1
1778510,158451550,1
1778510,981147,1
1778510,130416865,1
1778510,20922924,1
1778510,93056159,1
1778510,30818301,1
1778510,22254737,1
1778510,159440761,1
1778510,258019,1
1778510,631708,1
1778510,1858991,1
1778510,85556023,1
1778510,80120576,1
1778510,83145602,1
1778510,119295191,1
1778510,48381247,1
1778510,158386716,1
1864509,161831507,1
1864509,1325025,1
1864509,121631892,1
1864509,175843806,1
1864509,1123514,1
1864509,12910,1
1864509,119152574,1
1864509,37777451,1
1864509,116287068,1
1864509,63755459,1
1864509,945252,1
1864509,1402024,1
1864509,91605396,1
1864509,462743,1
1864509,1221998,1
553151,1542085,1
553151,37788,1
553151,308927,1
553151,445276,1
553151,1258372,1
553151,763672,1
1681654,427855,1
1681654,500379,1
1681654,653417,1
1681654,1837602,1
884316,1450343,1
884316,1673132,1
884316,1588380,1
1619422,1011888,1
1619422,161831507,1
1619422,1325025,1
1619422,1218877,1
1619422,485771,1
1619422,1141020,1
1619422,1031695,1
1855966,515323,1
1855966,180422881,1
1855966,386205,1
1855966,552060,1
1179103,1569253,1
1179103,37788,1
1179103,1560742,1
1179103,1110615,1
1179103,999134,1
1179103,1060179,1
1179103,263845,1
1179103,94346,1
1179103,256823,1
1179103,1145097,1
1179103,1540253,1
1179103,195753,1
1654408,981147,1
1654408,452505,1
1654408,500379,1
1654408,1712542,1
1654408,354224,1
1654408,1418464,1
1654408,1010805,1
200366,20065648,1
200366,67200436,1
200366,171732270,1
200366,34776269,1
200366,981147,1
200366,1659104,1
200366,33120263,1
200366,1712542,1
200366,93056159,1
1307370,82830114,1
1307370,179054791,1
1307370,177054796,1
1307370,40428282,1
1307370,34776269,1
1307370,1712542,1
1307370,135998402,1
1307370,631708,1
1307370,1858991,1
1307370,171974681,1
1307370,171754078,1
1307370,50085869,1
1307370,152251447,1
1307370,98993124,1
1307370,68463522,1
1307370,101790005,1
1307370,112684583,1
1307370,146584092,1
1307370,37826799,1
1307370,74059278,1
1307370,91376066,1
1307370,195026262,1
1307370,103519363,1
1307370,168923603,1
1307370,51790680,1
1307370,135533606,1
1307370,94954423,1
1307370,171436934,1
1307370,18917815,1
1307370,1820633,1
1307370,1838869,1
1307370,91101205,1
1307370,32575727,1
1307370,1961036,1
1307370,1759799,1
1307370,124043631,1
1307370,167112445,1
1307370,375101,1
1307370,192576157,1
1307370,72095,1
1307370,1862193,1
1307370,47043395,1
1307370,20079401,1
1820633,1712542,1
1820633,159440761,1
1820633,258019,1
1820633,1858991,1
1820633,134715,1
1820633,609295,1
1820633,631708,1
1820633,211413,1
1820633,34776269,1
1820633,192576157,1
1820633,153471743,1
1820633,59422395,1
1820633,148164855,1
1820633,138026784,1
1820633,35028470,1
1820633,67048313,1
1820633,21276054,1
1820633,186944786,1
1820633,98075925,1
1820633,17864077,1
1820633,66871999,1
1820633,190672745,1
1820633,18252049,1
1820633,21340639,1
1820633,3667477,1
1820633,9273062,1
1820633,56738417,1
1820633,28855452,1
1820633,151628218,1
1820633,176481808,1
1820633,10677994,1
1820633,18426782,1
1820633,91337418,1
1820633,143434963,1
1820633,198064442,1
1820633,160513994,1
1820633,1801593,1
1820633,1012363,1
1820633,987299,1
1820633,1652416,1
1820633,354224,1
1820633,973363,1
1820633,1406604,1
1820633,1759799,1
1820633,1753683,1
1820633,49262006,1
1820633,1838869,1
1820633,82139563,1
1820633,83856192,1
1820633,89921179,1
1820633,122918182,1
1820633,139605068,1
1820633,170928135,1
1820633,143647355,1
1820633,159142737,1
1820633,58731219,1
1820633,140095017,1
1820633,145264057,1
1820633,375101,1
1820633,72095,1
1820633,710990,1
1820633,300888,1
1820633,1405898,1
1820633,294137,1
283660,136460171,1
283660,935769,1
283660,626103,1
283660,354224,1
283660,1218090,1
283660,772605,1
283660,108209556,1
283660,367586,1
283660,121190,1
283660,34776269,1
283660,785258,1
283660,1712542,1
283660,1155234,1
283660,1779621,1
283660,946665,1
283660,935822,1
283660,8820,1
283660,1542963,1
283660,992009,1
283660,1626654,1
283660,877730,1
283660,145572122,1
283660,1106827,1
283660,1102772,1
283660,1142233,1
283660,1857950,1
283660,84767110,1
283660,1024002,1
283660,1199182,1
283660,581566,1
283660,1801593,1
283660,470203,1
283660,631708,1
283660,1029264,1
283660,1331994,1
283660,973363,1
283660,1880952,1
283660,887227,1
283660,412767,1
283660,191273,1
283660,649909,1
283660,1392920,1
127311,1325025,1
27731,161831507,1
27731,1069453,1
27731,1705657,1
1492591,561056,1
1492591,1979756,1
1492591,1202003,1
1484876,1565721,1
1484876,282081,1
1484876,1270965,1
1484876,800773,1
1484876,1844088,1
1484876,140248,1
150069,1325025,1
150069,1034981,1
150069,1507394,1
150069,1953529,1
150069,487818,1
150069,1456410,1
150069,1712157,1
150069,808094,1
1743188,149410226,1
1743188,147337445,1
1743188,108841579,1
1470235,905940,1
1470235,171462924,1
1470235,288458,1
1470235,1030013,1
1470235,761371,1
1470235,1461463,1
1470235,92616942,1
1470235,1783708,1
1470235,18231827,1
1470235,490402,1
1470235,168644,1
1470235,797638,1
1470235,946217,1
1470235,1288809,1
1470235,556678,1
1470235,1600037,1
608874,560327,1
608874,471187,1
608874,163057486,1
608874,1712542,1
608874,34776269,1
608874,935769,1
608874,1218090,1
608874,433847,1
608874,424874,1
608874,204111,1
608874,62144285,1
608874,121393524,1
608874,121997586,1
608874,53542994,1
608874,71609046,1
608874,56486710,1
608874,8176057,1
608874,40512325,1
608874,77052,1
608874,882254,1
608874,193529227,1
608874,574894,1
608874,251775,1
608874,970874,1
608874,121190,1
608874,1630360,1
608874,651105,1
608874,127667,1
608874,1232505,1
608874,93056159,1
608874,1266379,1
608874,1493058,1
608874,1467985,1
608874,63026120,1
608874,24598525,1
608874,878250,1
608874,120445023,1
608874,138887117,1
608874,46303661,1
608874,87301947,1
608874,123741340,1
608874,154519,1
608874,1385734,1
608874,367586,1
608874,354224,1
608874,233559,1
608874,1405898,1
608874,1008845,1
608874,1392920,1
608874,1385203,1
608874,594125,1
608874,882644,1
608874,34219828,1
608874,1112282,1
608874,1032035,1
608874,1334665,1
608874,176529644,1
608874,195338148,1
608874,69777164,1
608874,129934088,1
608874,70659390,1
608874,171441475,1
608874,25582677,1
608874,90292408,1
608874,1456610,1
608874,109142788,1
608874,153279772,1
608874,177063833,1
608874,110155406,1
608874,137727577,1
608874,290059,1
608874,1930681,1
608874,1937835,1
608874,332955,1
608874,981147,1
608874,1250882,1
608874,237570,1
608874,130416865,1
608874,86093793,1
608874,161899897,1
608874,154831452,1
608874,137821641,1
608874,882976,1
608874,1003813,1
608874,158148,1
608874,412767,1
608874,1773635,1
608874,1645178,1
608874,186857,1
608874,887242,1
608874,1164414,1
608874,883495,1
608874,694670,1
608874,1364341,1
608874,609139,1
608874,1406924,1
608874,154421098,1
608874,1541687,1
608874,1921259,1
608874,667371,1
608874,725355,1
608874,1467661,1
608874,172357920,1
608874,83711893,1
608874,63650880,1
608874,139186887,1
608874,171509387,1
608874,275791,1
608874,1710041,1
608874,24636924,1
608874,43665862,1
608874,1135479,1
608874,579323,1
608874,369702,1
608874,1969318,1
608874,1059693,1
608874,33122223,1
608874,192137727,1
608874,139567537,1
608874,148553226,1
608874,43524555,1
608874,27986095,1
608874,789969,1
608874,795066,1
608874,768449,1
608874,103078044,1
608874,70125058,1
608874,59313105,1
608874,34416384,1
608874,137072281,1
608874,139104,1
608874,1024066,1
608874,189421038,1
608874,409932,1
1430396,159440761,1
1430396,258019,1
1430396,138026784,1
1430396,143647355,1
1430396,21340639,1
1430396,28855452,1
1430396,151628218,1
1430396,18426782,1
1430396,91337418,1
1430396,192576157,1
1430396,211413,1
1430396,49262006,1
1430396,34776269,1
1430396,1712542,1
1430396,140095017,1
1430396,54424454,1
1430396,134715,1
1430396,609295,1
1430396,631708,1
1430396,1858991,1
1430396,153471743,1
1430396,59422395,1
1430396,148164855,1
1430396,35028470,1
1430396,67048313,1
1430396,21276054,1
1430396,186944786,1
1430396,98075925,1
1430396,17864077,1
1430396,66871999,1
1430396,190672745,1
1430396,18252049,1
1430396,3667477,1
1430396,56738417,1
1430396,176481808,1
1430396,10677994,1
1430396,143434963,1
1430396,198064442,1
1430396,160513994,1
1430396,1801593,1
1430396,1012363,1
1430396,987299,1
1430396,242776,1
1430396,1652416,1
1430396,973363,1
1430396,1406604,1
1430396,1759799,1
1430396,1753683,1
1430396,1838869,1
1430396,82139563,1
1430396,83856192,1
1430396,89921179,1
1430396,122918182,1
1430396,139605068,1
1430396,170928135,1
1430396,27251284,1
1430396,120096015,1
1430396,159142737,1
1430396,58731219,1
1430396,145264057,1
1430396,375101,1
1430396,300888,1
1430396,1405898,1
1430396,294137,1
1430396,72095,1
1430396,710990,1
1430396,30801072,1
1270260,191265324,1
1270260,711469,1
1270260,153279772,1
1270260,158133040,1
1270260,29758443,1
1270260,160380343,1
1270260,79777634,1
1270260,141068971,1
1371375,4890801,1
1371375,427855,1
1371375,122035266,1
1746634,789969,1
1746634,711469,1
1746634,1366956,1
1746634,1541982,1
1746634,153279772,1
1746634,1954990,1
1746634,545792,1
1746634,192089,1
286982,93056159,1
286982,63773599,1
286982,34776269,1
286982,1180604,1
286982,153279772,1
286982,354224,1
286982,163218614,1
286982,129934088,1
286982,1712542,1
286982,83057184,1
286982,176529644,1
286982,176943212,1
286982,70659390,1
286982,171441475,1
286982,25582677,1
286982,90292408,1
286982,106880620,1
286982,133026953,1
286982,86167387,1
286982,177063833,1
286982,22445568,1
286982,9942526,1
286982,170488695,1
286982,34416384,1
286982,108791183,1
286982,48463019,1
286982,162085261,1
286982,43430356,1
286982,142938012,1
286982,83711893,1
286982,110155406,1
286982,137821641,1
286982,63026120,1
286982,28925495,1
286982,41868,1
286982,179871616,1
480602,178366633,1
480602,161831507,1
480602,163250984,1
480602,1456610,1
480602,123066427,1
480602,36835282,1
480602,113785,1
480602,1281472,1
480602,93056159,1
480602,1823046,1
480602,16453966,1
480602,184504600,1
480602,124069949,1
480602,63026120,1
480602,28925495,1
480602,10558664,1
480602,68144071,1
649393,1712542,1
649393,367586,1
649393,34776269,1
649393,551443,1
649393,480602,1
649393,15421639,1
649393,609139,1
649393,772605,1
649393,134715,1
635617,786824,1
635617,93056159,1
635617,1566826,1
635617,27622490,1
635617,1218090,1
635617,1370684,1
635617,1937835,1
635617,981147,1
635617,25582677,1
635617,108346299,1
635617,276520,1
635617,1042546,1
635617,171441475,1
635617,1200881,1
227646,1325025,1
624810,64339869,1
624810,93056159,1
624810,237570,1
624810,1712542,1
624810,136460171,1
624810,660119,1
624810,282612,1
624810,1706770,1
624810,41868,1
624810,139381280,1
624810,186756072,1
624810,93237429,1
624810,211413,1
624810,1983234,1
624810,354224,1
624810,1015123,1
624810,1071750,1
624810,1084525,1
624810,163218614,1
407809,1959284,1
407809,1712542,1
407809,574258,1
407809,367586,1
407809,1011888,1
407809,1325025,1
407809,837988,1
407809,1514409,1
407809,1934111,1
407809,74529,1
407809,190469619,1
407809,191265324,1
407809,912591,1
407809,951343,1
407809,1218090,1
407809,107472,1
407809,941160,1
407809,161831507,1
407809,800344,1
407809,1460879,1
407809,1010805,1
407809,129630,1
407809,574894,1
407809,905940,1
407809,34495,1
407809,308354,1
407809,177811466,1
407809,932931,1
407809,1074725,1
407809,1306401,1
407809,4354,1
407809,1623923,1
407809,1267418,1
407809,1702463,1
407809,13870,1
407809,677281,1
407809,179995,1
407809,1670053,1
407809,191105,1
407809,1849490,1
407809,53397808,1
407809,356467,1
407809,789969,1
407809,6865249,1
407809,1128347,1
407809,1179473,1
407809,981147,1
407809,65875043,1
407809,1949862,1
407809,1908113,1
407809,609896,1
407809,454297,1
494297,1011888,1
494297,1712542,1
494297,1097199,1
494297,367586,1
148933,170506911,1
148933,515323,1
148933,75597284,1
148933,613871,1
148933,981147,1
148933,258019,1
148933,354224,1
148933,27622490,1
148933,651105,1
148933,98778199,1
148933,905940,1
564411,1560742,1
564411,697591,1
564411,105503,1
564411,256309,1
564411,1931367,1
1629830,1712542,1
1629830,120445023,1
1629830,433847,1
1629830,34776269,1
1629830,138887117,1
1629830,46303661,1
1629830,71609046,1
1629830,87301947,1
1629830,123741340,1
1629830,8176057,1
1629830,40512325,1
1629830,935769,1
1629830,154519,1
1629830,424874,1
1629830,1385734,1
1629830,1218090,1
1629830,367586,1
1629830,354224,1
1629830,233559,1
1629830,1405898,1
1629830,1008845,1
1629830,471187,1
1629830,193529227,1
1629830,1232505,1
1629830,163057486,1
1629830,560327,1
1629830,121190,1
1629830,1392920,1
1629830,1385203,1
1629830,594125,1
1629830,882644,1
1629830,93056159,1
1629830,204111,1
1629830,34219828,1
1629830,1112282,1
1629830,1334665,1
1629830,121393524,1
1629830,195338148,1
1629830,651105,1
1629830,43772514,1
1629830,53542994,1
1629830,11510073,1
1629830,85492699,1
1629830,63501738,1
1629830,41979714,1
1629830,121997586,1
1629830,1456610,1
1629830,153279772,1
1629830,290059,1
1629830,1930681,1
1629830,1937835,1
1629830,332955,1
1629830,981147,1
1629830,77052,1
1629830,882254,1
1629830,574894,1
1629830,1250882,1
1629830,237570,1
1629830,130416865,1
1629830,86093793,1
1629830,161899897,1
1629830,137821641,1
1629830,63026120,1
1629830,127667,1
1629830,882976,1
1629830,1003813,1
1629830,251775,1
1629830,1266379,1
1629830,114104,1
1629830,412767,1
1629830,1773635,1
1629830,1645178,1
1629830,186857,1
1629830,887242,1
1629830,1164414,1
1629830,883495,1
1629830,694670,1
1629830,1364341,1
1629830,609139,1
1629830,154421098,1
1629830,25582677,1
1629830,176529644,1
1629830,928744,1
1629830,1921259,1
1629830,667371,1
1629830,1541687,1
1629830,1142233,1
1629830,725355,1
1629830,1467661,1
1629830,172357920,1
1629830,90292408,1
1629830,83711893,1
1629830,139186887,1
1629830,63650880,1
1629830,171509387,1
1629830,275791,1
1629830,753776,1
1629830,24636924,1
1629830,43665862,1
1629830,1135479,1
1629830,579323,1
1629830,369702,1
1629830,1969318,1
1629830,1059693,1
1629830,33122223,1
1629830,192137727,1
1629830,139567537,1
1629830,148553226,1
1629830,24598525,1
1629830,43524555,1
1629830,27986095,1
1629830,789969,1
1629830,85706181,1
1629830,795066,1
1629830,768449,1
1629830,103078044,1
1629830,70125058,1
1629830,59313105,1
1629830,34416384,1
1629830,137072281,1
1629830,177063833,1
1629830,139104,1
1629830,1024066,1
1629830,189421038,1
1629830,409932,1
1935345,1101188,1
1935345,370128,1
1935345,201639,1
1935345,704346,1
1935345,1433889,1
1935345,1461463,1
1935345,1507082,1
1935345,1083970,1
1935345,1106981,1
1935345,1180351,1
1935345,1569253,1
1935345,773857,1
1935345,138486,1
1935345,1007660,1
1935345,119867356,1
1776469,1774870,1
1776469,1396751,1
1776469,1461463,1
1776469,602858,1
1776469,414872,1
1776469,1331149,1
1776469,1050900,1
1776469,1737746,1
1776469,1121027,1
1776469,1569253,1
1776469,1031309,1
1776469,1953529,1
1776469,1807029,1
1776469,1666329,1
1776469,1686702,1
1776469,1436,1
1776469,653417,1
1776469,1815080,1
1776469,1640660,1
1776469,1222272,1
1776469,520823,1
1776469,1409321,1
1776469,445276,1
1776469,1123057,1
1776469,583891,1
1776469,632882,1
1776469,996999,1
1776469,17858,1
1776469,1674593,1
1776469,48127346,1
1776469,126359453,1
1776469,1420677,1
1776469,1331755,1
1776469,1282407,1
1776469,819726,1
1776469,1788561,1
1776469,149070046,1
1628,1942013,1
1628,367586,1
1628,609295,1
1628,981147,1
1628,1937835,1
1628,694525,1
1628,1975922,1
1628,1970738,1
1628,134715,1
1628,908002,1
1628,74707977,1
1628,1450343,1
1628,1406604,1
1628,1406924,1
732276,1325025,1
732276,137639,1
732276,1446285,1
732276,1123514,1
732276,1697087,1
732276,427492,1
26511,1712542,1
26511,1097199,1
26511,1063853,1
26511,1010805,1
752151,880333,1
752151,1169384,1
752151,1030013,1
752151,1289701,1
752151,905940,1
752151,1925530,1
752151,1193056,1
752151,1675256,1
752151,1236253,1
752151,388629,1
752151,359173,1
752151,549284,1
752151,42620,1
752151,1470235,1
752151,719484,1
752151,1421355,1
752151,789969,1
752151,98254,1
752151,1006024,1
752151,761371,1
752151,1970981,1
752151,37730,1
752151,1353686,1
752151,127256,1
752151,490402,1
752151,676486,1
752151,141478,1
752151,1921918,1
752151,708215,1
752151,87754,1
752151,1428703,1
752151,497714,1
752151,556678,1
752151,1277086,1
752151,1371324,1
752151,308354,1
8397,500379,1
8397,427855,1
8397,1150040,1
8397,31217,1
8397,452505,1
8397,185363,1
8397,310761,1
8397,1109872,1
8397,1177051,1
8397,653417,1
8397,1681654,1
1126538,153279772,1
1126538,1011888,1
1126538,1980557,1
1126538,1662936,1
1126538,1003813,1
1126538,973363,1
1126538,1703849,1
1126538,1622833,1
1126538,393016,1
1126538,1334570,1
506242,471187,1
506242,560327,1
506242,433847,1
506242,1112282,1
506242,34776269,1
506242,981147,1
506242,1712542,1
506242,424874,1
506242,1232505,1
506242,608874,1
506242,204111,1
506242,350457,1
506242,1371375,1
84946,1450343,1
84946,1225694,1
84946,695434,1
84946,1768152,1
84946,1530339,1
687712,8438375,1
687712,77052,1
687712,1370684,1
687712,157179744,1
687712,1817786,1
687712,1659104,1
687712,367586,1
687712,258019,1
687712,1566826,1
687712,616903,1
687712,981147,1
687712,1406924,1
687712,1456610,1
687712,1015123,1
687712,1937835,1
687712,15174205,1
687712,1254651,1
687712,276520,1
687712,1035651,1
687712,440324,1
687712,369702,1
687712,1327219,1
687712,471187,1
687712,1501859,1
687712,132949123,1
687712,108209556,1
687712,176511147,1
1357209,1560742,1
1357209,455468,1
1357209,1897847,1
1357209,138788,1
1357209,763672,1
1357209,37788,1
1357209,867186,1
1357209,112749,1
1572596,448465,1
1572596,1199182,1
1572596,581566,1
1572596,134715,1
1572596,981147,1
1572596,666119,1
1498192,1325025,1
635142,789969,1
635142,8438375,1
635142,367586,1
635142,31154660,1
635142,1712542,1
635142,981147,1
635142,244572,1
635142,1010805,1
635142,1199182,1
635142,11478526,1
635142,93812919,1
635142,308356,1
635142,96561239,1
635142,1293832,1
635142,1456610,1
635142,161831507,1
635142,581566,1
635142,77328541,1
635142,1289057,1
635142,1767915,1
635142,16529264,1
635142,107122127,1
635142,75846859,1
635142,153696539,1
635142,74833423,1
635142,4354,1
635142,384840,1
635142,596224,1
635142,1623255,1
635142,445276,1
635142,454306,1
635142,354318,1
635142,422114,1
1318432,981147,1
1318432,935769,1
1318432,1218090,1
1318432,626103,1
1318432,354224,1
1318432,883495,1
1318432,694670,1
1318432,93056159,1
1318432,160929297,1
1318432,176529644,1
1318432,4890801,1
1318432,594857,1
1318432,1174818,1
1318432,1995256,1
1318432,243691,1
1318432,1324537,1
1318432,1452478,1
1318432,1144008,1
1318432,547986,1
1318432,1152308,1
1318432,1029331,1
1318432,108209556,1
1446086,981147,1
1446086,935769,1
1446086,108209556,1
1446086,883495,1
1446086,694670,1
1446086,1218090,1
1446086,626103,1
1446086,354224,1
1446086,93056159,1
1446086,160929297,1
1446086,176529644,1
1446086,4890801,1
1446086,594857,1
1446086,1174818,1
1446086,1995256,1
1446086,243691,1
1446086,1324537,1
1446086,1452478,1
1446086,1144008,1
1446086,547986,1
1446086,1152308,1
1446086,1029331,1
1004330,1218877,1
1004330,1012363,1
1004330,987299,1
1004330,1430396,1
1004330,1652416,1
1004330,372920,1
1004330,293800,1
1004330,1574605,1
1004330,1856855,1
1004330,1731694,1
1004330,1332974,1
1004330,727349,1
1004330,1909159,1
1004330,1643088,1
1633791,139381280,1
1633791,136724072,1
1633791,163799214,1
1633791,25546376,1
1633791,133195636,1
1633791,44822877,1
1633791,145386625,1
1633791,73849836,1
1633791,660119,1
1633791,981147,1
1633791,94828884,1
282004,1119707,1
282004,78014276,1
282004,1243353,1
282004,1011035,1
282004,138788,1
282004,329571,1
946004,515323,1
946004,1489134,1
946004,1406792,1
946004,191925,1
946004,324708,1
946004,1634925,1
946004,1878658,1
946004,157516,1
946004,1807847,1
946004,71904,1
946004,1653414,1
946004,378583,1
946004,1921768,1
1224706,55081742,1
1224706,1712542,1
1224706,161831507,1
1224706,99012797,1
1224706,152753503,1
1224706,427855,1
1224706,1011888,1
1224706,1450722,1
1224706,56258,1
1224706,1395259,1
1224706,1021245,1
1224706,195943959,1
318186,1052228,1
318186,1589358,1
318186,910984,1
318186,1503578,1
318186,1518533,1
318186,339747,1
318186,109140,1
318186,1089973,1
318186,525017,1
318186,1058932,1
318186,1041073,1
318186,811701,1
318186,638888,1
318186,1024161,1
318186,1219022,1
20909926,1503578,1
20909926,1518533,1
20909926,339747,1
20909926,109140,1
20909926,1089973,1
20909926,525017,1
20909926,1058932,1
20909926,1041073,1
20909926,811701,1
20909926,638888,1
20909926,1589358,1
20909926,1024161,1
20909926,1219022,1
144317829,1325025,1
144317829,130708438,1
