source,source_cluster_id,source_opinion_ids,source_case,source_year,source_url,cited_cluster_id,citing_opinion_ids,cited_opinion_ids,cited_name,cited_url
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,1543991,1093539,1543991,McGee v. United States Fidelity & Guaranty Co.,https://www.courtlistener.com/opinion/1543991/mcgee-v-united-states-fidelity-guaranty-co/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,5524409,1093539,5364799,Safian v. Ætna Life Insurance,https://www.courtlistener.com/opinion/5524409/safian-v-tna-life-insurance/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,1099598,1093539,1099598,Manning v. Serrano,https://www.courtlistener.com/opinion/1099598/manning-v-serrano/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,249011,1093539,9447018,Stephen J. Kozan v. Dr. Glenn E. Comstock,https://www.courtlistener.com/opinion/249011/stephen-j-kozan-v-dr-glenn-e-comstock/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,6309914,1093539,6178282,Strauss v. New Amsterdam Casualty Co.,https://www.courtlistener.com/opinion/6309914/strauss-v-new-amsterdam-casualty-co/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,1720895,1093539,1720895,Squires v. Hayes,https://www.courtlistener.com/opinion/1720895/squires-v-hayes/
courtlistener,1093539,1093539,Security Insurance Group v. Wilkinson,1974,https://www.courtlistener.com/opinion/1093539/security-insurance-group-v-wilkinson/,1721004,1093539,1721004,Anclote Manor Foundation v. Wilkinson,https://www.courtlistener.com/opinion/1721004/anclote-manor-foundation-v-wilkinson/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,5603233,1246342,5446919,Healy v. Visalia & Tulare R.R.,https://www.courtlistener.com/opinion/5603233/healy-v-visalia-tulare-rr/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3303157,1246342,3302462,Baily v. Kreutzmann,https://www.courtlistener.com/opinion/3303157/baily-v-kreutzmann/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3301817,1246342,3300969,Salmon v. Rathjens,https://www.courtlistener.com/opinion/3301817/salmon-v-rathjens/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3281917,1246342,3280285,Forrest v. Fink,https://www.courtlistener.com/opinion/3281917/forrest-v-fink/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3522389,1246342,3491593,Sampson v. Veenboer,https://www.courtlistener.com/opinion/3522389/sampson-v-veenboer/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3302187,1246342,3301374,Hutter v. Hommel,https://www.courtlistener.com/opinion/3302187/hutter-v-hommel/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,3647478,1246342,3631704,"Meiselman v. Crown Heights Hospital, Inc.",https://www.courtlistener.com/opinion/3647478/meiselman-v-crown-heights-hospital-inc/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,1358148,1246342,1358148,Mirich v. Balsinger,https://www.courtlistener.com/opinion/1358148/mirich-v-balsinger/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,2620125,1246342,2620125,Trindle v. Wheeler,https://www.courtlistener.com/opinion/2620125/trindle-v-wheeler/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,1145744,1246342,1145744,Sinz v. Owens,https://www.courtlistener.com/opinion/1145744/sinz-v-owens/
courtlistener,1246342,1246342,Brown v. Colm,1974,https://www.courtlistener.com/opinion/1246342/brown-v-colm/,1154683,1246342,9539131,Moore v. Belt,https://www.courtlistener.com/opinion/1154683/moore-v-belt/
